START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio
(17#)33/2,8527412,2.609130,8678669,2.521418,3.419539e-02,0.046693,1.878483e+00
(17#)17,8870593,2.615707,8933917,2.521783,3.656823e-02,0.046215,2.032327e+00
(17#)35/2,9121549,2.613892,9189157,2.522092,3.575158e-02,0.045766,2.005856e+00
(17#)18,9307022,2.615493,9444403,2.522350,3.626160e-02,0.045343,2.054187e+00
(17#)37/2,9601418,2.616651,9699667,2.522560,3.662100e-02,0.044945,2.093470e+00
(19#),9798904,2.616429,9954907,2.522726,3.647035e-02,0.044569,2.102425e+00
(17#)39/2,10030684,2.609830,10210177,2.522850,3.389587e-02,0.044215,1.967206e+00
(17#)20,10279447,2.610716,10465453,2.522935,3.420161e-02,0.043880,2.000479e+00
(17#)41/2,10509104,2.610205,10720709,2.522983,3.398683e-02,0.043563,2.002204e+00
(17#)21,10730206,2.616253,10975927,2.522998,3.629526e-02,0.043264,2.155487e+00
(17#)43/2,11035639,2.619300,11231219,2.522932,3.748539e-02,0.042712,2.256228e+00
(17#)22,11262739,2.617318,11486467,2.522855,3.675893e-02,0.042457,2.224910e+00
(17#)45/2,11722628,2.612843,11741729,2.522751,3.508893e-02,0.042216,2.134072e+00
(17#)23,11980162,2.618144,11996939,2.522622,3.716683e-02,0.041987,2.275038e+00
(17#)47/2,12176348,2.615986,12252197,2.522468,3.640329e-02,0.041770,2.238880e+00
(17#)24,12503914,2.618371,12507457,2.522291,3.738475e-02,0.041564,2.311616e+00
(17#)49/2,12674359,2.620449,12762727,2.522091,3.825736e-02,0.041369,2.377577e+00
(17#)25,12945293,2.619810,13018003,2.521871,3.810071e-02,0.041183,2.378141e+00
(17#)51/2,13157726,2.614254,13273207,2.521630,3.607326e-02,0.041007,2.258736e+00
(17#)26,13383668,2.621737,13528507,2.521371,3.903427e-02,0.040840,2.457542e+00
(17#)53/2,13598296,2.621948,13783751,2.521092,3.922541e-02,0.040681,2.479192e+00
(17#)27,13890334,2.615375,14039023,2.520796,3.683277e-02,0.040531,2.333498e+00
(17#)55/2,14203249,2.615943,14294261,2.520484,3.717370e-02,0.040388,2.363549e+00
(17#)28,14546944,2.610027,14549527,2.520154,3.504056e-02,0.040252,2.232759e+00
(19#)3/2,14653259,2.623627,14804767,2.519810,4.037421e-02,0.040123,2.587469e+00
(17#)29,14993599,2.620451,15060043,2.519450,3.930582e-02,0.040001,2.524962e+00
(17#)59/2,15201136,2.622150,15315281,2.519075,4.010282e-02,0.039885,2.584305e+00
(17#)30,15512572,2.621195,15570553,2.518687,3.989259e-02,0.039775,2.577197e+00
(17#)61/2,15580924,2.620941,15825787,2.518284,3.995570e-02,0.039671,2.587709e+00
(17#)31,15903079,2.620396,16081027,2.517869,3.991254e-02,0.039573,2.590832e+00
(17#)63/2,16105231,2.624621,16336301,2.517441,4.169360e-02,0.039480,2.714792e+00
(17#)32,16453264,2.623584,16591571,2.517000,4.147361e-02,0.039391,2.705796e+00
(17#)65/2,16618577,2.617779,16777216,2.516548,3.943813e-02,0.039308,2.575328e+00
(17#)33,17086924,2.622329,17102077,2.516084,4.135913e-02,0.039230,2.708259e+00
(17#)67/2,17157347,2.615508,17357339,2.515608,3.894382e-02,0.039156,2.551333e+00
(17#)34,17438299,2.625902,17612593,2.515122,4.310314e-02,0.039086,2.834263e+00
(17#)69/2,17754362,2.624263,17867827,2.514625,4.267641e-02,0.039021,2.809718e+00
(17#)35,17939156,2.615320,18123097,2.514117,3.946481e-02,0.038959,2.597680e+00
(17#)71/2,18252083,2.624696,18378337,2.513599,4.324949e-02,0.038901,2.855891e+00
(17#)36,18564664,2.625098,18633599,2.513071,4.361272e-02,0.038847,2.883801e+00
(17#)73/2,18652631,2.624112,18888851,2.512534,4.345075e-02,0.038797,2.875944e+00
(17#)37,18955823,2.626048,19144117,2.511987,4.440598e-02,0.038750,2.943510e+00
(17#)75/2,19271158,2.619062,19399379,2.511430,4.196393e-02,0.038707,2.780686e+00
(19#)2,19443122,2.621885,19654597,2.510865,4.326621e-02,0.038666,2.871256e+00
(17#)77/2,19708879,2.625817,19909867,2.510290,4.499380e-02,0.038629,2.990681e+00
(17#)39,19998859,2.625370,20165143,2.509707,4.505583e-02,0.038595,2.996839e+00
(17#)79/2,20283568,2.627375,20420377,2.509115,4.605515e-02,0.038564,3.066591e+00
(17#)40,20429401,2.628649,20675653,2.508515,4.677908e-02,0.038535,3.117530e+00
(17#)81/2,20718961,2.625233,20930909,2.507907,4.572111e-02,0.038509,3.046716e+00
(17#)41,21107407,2.622493,21186149,2.507290,4.492290e-02,0.038486,2.993374e+00
(17#)83/2,21411154,2.624482,21441383,2.506665,4.593036e-02,0.038466,3.062887e+00
(17#)42,21448858,2.626527,21696629,2.506033,4.696142e-02,0.038448,3.133947e+00
(17#)85/2,21902344,2.627307,21951929,2.505392,4.751416e-02,0.038432,3.172226e+00
(17#)43,22109926,2.625829,22207153,2.504744,4.721012e-02,0.038419,3.151696e+00
(17#)87/2,22446616,2.626041,22462411,2.504088,4.755279e-02,0.038408,3.175198e+00
(17#)44,22683424,2.626940,22717687,2.503425,4.815988e-02,0.038399,3.216620e+00
(17#)89/2,22916389,2.628539,22972931,2.502755,4.903605e-02,0.038392,3.276308e+00
(17#)45,23227639,2.627468,23228143,2.502077,4.889946e-02,0.038388,3.266411e+00
(17#)91/2,23248021,2.624545,23483459,2.501392,4.806017e-02,0.038385,3.208363e+00
(17#)46,23613664,2.628503,23738711,2.500700,4.984379e-02,0.038385,3.329504e+00
(17#)93/2,23763461,2.627766,23993911,2.500001,4.984292e-02,0.038386,3.328427e+00
(17#)47,24170554,2.626512,24249217,2.499295,4.964804e-02,0.038389,3.313892e+00
(19#)5/2,24496594,2.621733,24504479,2.498583,4.811178e-02,0.038395,3.207449e+00
(17#)48,24691036,2.622891,24759733,2.497863,4.884158e-02,0.038401,3.255853e+00
(17#)97/2,24916354,2.626999,25014989,2.497137,5.069725e-02,0.038410,3.380942e+00
(17#)49,25251022,2.623810,25270243,2.497037,4.952263e-02,0.038411,3.300435e+00
(17#)99/2,25283017,2.628372,25525477,2.498130,5.082219e-02,0.038420,3.389953e+00
(17#)50,25696939,2.623817,25780709,2.499376,4.858903e-02,0.038432,3.237953e+00
(17#)101/2,25801309,2.627088,26036009,2.500598,4.934611e-02,0.038446,3.290069e+00
(17#)51,26141191,2.629090,26291263,2.501798,4.962811e-02,0.038461,3.309638e+00
(17#)103/2,26306708,2.628417,26546491,2.502977,4.890094e-02,0.038478,3.260045e+00
(17#)52,26617804,2.631407,26801767,2.504135,4.957532e-02,0.038496,3.306110e+00
(17#)105/2,27035497,2.629789,27057011,2.505273,4.850590e-02,0.038515,3.232922e+00
(17#)53,27158464,2.629023,27312283,2.506390,4.776882e-02,0.038536,3.182297e+00
(17#)107/2,27501673,2.628960,27567511,2.507489,4.730648e-02,0.038559,3.150263e+00
(17#)54,27760763,2.629751,27822793,2.508568,4.717709e-02,0.038583,3.140839e+00
(17#)109/2,27980503,2.628691,28078031,2.509630,4.635067e-02,0.038608,3.083843e+00
(17#)55,28301542,2.630045,28333303,2.510673,4.645011e-02,0.038634,3.089817e+00
(17#)111/2,28396519,2.630694,28588537,2.511699,4.628827e-02,0.038662,3.077828e+00
(17#)56,28691977,2.629850,28843783,2.512708,4.556575e-02,0.038691,3.027629e+00
(17#)113/2,28929157,2.630176,29099069,2.513701,4.529459e-02,0.038721,3.008058e+00
(19#)3,29155046,2.630441,29354323,2.514678,4.500675e-02,0.038753,2.987201e+00
(17#)115/2,29565262,2.629070,29609561,2.515638,4.410372e-02,0.038786,2.924560e+00
(17#)58,29613937,2.628569,29864803,2.516584,4.353717e-02,0.038819,2.884799e+00
(17#)117/2,30099763,2.626030,30120061,2.517514,4.220129e-02,0.038854,2.792917e+00
(17#)59,30218456,2.627828,30375337,2.518430,4.252196e-02,0.038890,2.813011e+00
(17#)119/2,30382789,2.631909,30630599,2.519332,4.371565e-02,0.038928,2.891929e+00
(17#)60,30883093,2.633360,30885853,2.520220,4.391440e-02,0.038966,2.903557e+00
(17#)121/2,31009246,2.629683,31141109,2.521094,4.217037e-02,0.039005,2.783976e+00
(17#)61,31171139,2.631779,31396333,2.521956,4.262525e-02,0.039045,2.812729e+00
(17#)123/2,31624316,2.631075,31651597,2.522804,4.202153e-02,0.039087,2.770000e+00
(17#)62,31887652,2.631962,31906867,2.523639,4.202767e-02,0.039129,2.768356e+00
(17#)125/2,31961998,2.630995,32162129,2.524462,4.133413e-02,0.039172,2.719621e+00
(17#)63,32354356,2.632298,32417381,2.525274,4.150766e-02,0.039217,2.729021e+00
(17#)127/2,32472961,2.632306,32672639,2.526073,4.119435e-02,0.039262,2.705746e+00
(17#)64,32919296,2.630170,32927837,2.526861,4.007066e-02,0.039308,2.628193e+00
(17#)129/2,33019706,2.628541,33183149,2.527637,3.914407e-02,0.039355,2.563944e+00
(17#)65,33279284,2.631961,33438359,2.528403,4.014132e-02,0.039403,2.628176e+00
(17#)131/2,33643406,2.629604,33554432,2.529157,3.894722e-02,0.039452,2.546056e+00
(17#)66,33777019,2.632037,33948883,2.529901,3.957790e-02,0.039502,2.585591e+00
(19#)7/2,34046093,2.632356,34204141,2.530635,3.940900e-02,0.039552,2.571829e+00
(17#)67,34266923,2.630062,34459423,2.531359,3.825111e-02,0.039604,2.492248e+00
(17#)135/2,34576216,2.634091,34714679,2.532073,3.949982e-02,0.039656,2.572574e+00
(17#)68,34954384,2.627883,34969931,2.532777,3.686225e-02,0.039709,2.395074e+00
(17#)137/2,35084837,2.631588,35225171,2.533471,3.799717e-02,0.039763,2.467545e+00
(17#)69,35316493,2.629890,35480443,2.534156,3.708138e-02,0.039818,2.404290e+00
(17#)139/2,35642969,2.631976,35735681,2.534833,3.760714e-02,0.039874,2.436249e+00
(17#)70,35899592,2.628367,35990951,2.535500,3.597188e-02,0.039930,2.325745e+00
(17#)141/2,36073241,2.633081,36246209,2.536158,3.750431e-02,0.039987,2.423863e+00
(17#)71,36398188,2.630918,36501463,2.536808,3.642624e-02,0.040045,2.350106e+00
(17#)143/2,36581563,2.629058,36756677,2.537450,3.546597e-02,0.040103,2.284318e+00
(17#)72,36973873,2.633653,37011911,2.538083,3.696278e-02,0.040163,2.379553e+00
(17#)145/2,37016704,2.630069,37267229,2.538708,3.535479e-02,0.040223,2.271362e+00
(17#)73,37496491,2.629585,37522483,2.539326,3.492735e-02,0.040283,2.240623e+00
(17#)147/2,37751653,2.626389,37777739,2.539935,3.347141e-02,0.040345,2.142868e+00
(17#)74,37963693,2.632427,38032991,2.540537,3.553076e-02,0.040407,2.274111e+00
(17#)149/2,38099641,2.633034,38288213,2.541132,3.552714e-02,0.040470,2.270867e+00
(17#)75,38387458,2.631562,38543501,2.541719,3.473696e-02,0.040533,2.216540e+00
(17#)151/2,38661856,2.632132,38798759,2.542299,3.472537e-02,0.040597,2.212799e+00
(19#)4,38836108,2.629723,39054013,2.542872,3.358437e-02,0.040662,2.135925e+00
(17#)153/2,39131578,2.631563,39309251,2.543438,3.406126e-02,0.040728,2.163745e+00
(17#)77,39347939,2.631460,39564521,2.543997,3.380236e-02,0.040794,2.144016e+00
(17#)155/2,39766889,2.633842,39819751,2.544549,3.449019e-02,0.040861,2.185287e+00
(17#)78,39934108,2.634013,40074989,2.545095,3.434056e-02,0.040928,2.172547e+00
(17#)157/2,40313531,2.634894,40330289,2.545635,3.446283e-02,0.040996,2.177261e+00
(17#)79,40519231,2.632190,40585543,2.546168,3.322672e-02,0.041065,2.094777e+00
(17#)159/2,40758841,2.633124,40840777,2.546695,3.337453e-02,0.041134,2.101157e+00
(17#)80,41026108,2.632692,41096053,2.547216,3.300590e-02,0.041204,2.074459e+00
(17#)161/2,41344276,2.629465,41351291,2.547731,3.157724e-02,0.041275,1.980230e+00
(17#)81,41405201,2.633644,41606533,2.548241,3.296512e-02,0.041346,2.065569e+00
(17#)163/2,41744774,2.631825,41861759,2.548744,3.207683e-02,0.041418,2.005915e+00
(17#)82,41954984,2.633679,42117067,2.549242,3.258567e-02,0.041490,2.035117e+00
(17#)165/2,42145777,2.633117,42372293,2.549734,3.217928e-02,0.041563,2.006183e+00
(17#)83,42624509,2.632990,42627569,2.550221,3.194006e-02,0.041636,1.987919e+00
(17#)167/2,42661672,2.632549,42882821,2.550702,3.158396e-02,0.041710,1.962287e+00
(17#)84,43062872,2.633218,43138079,2.551178,3.165146e-02,0.041785,1.963384e+00
(17#)169/2,43159756,2.631244,43393349,2.551649,3.071692e-02,0.041860,1.901457e+00
(17#)85,43543622,2.631252,43648601,2.552114,3.053774e-02,0.041936,1.887114e+00
(19#)9/2,43817623,2.631417,43903841,2.552575,3.041983e-02,0.042012,1.876654e+00
(17#)86,43986944,2.634464,44159107,2.553031,3.139846e-02,0.042089,1.934781e+00
(17#)173/2,44294533,2.631231,44414329,2.553482,2.999388e-02,0.042166,1.843879e+00
(17#)87,44528149,2.634733,44669621,2.553928,3.114928e-02,0.042244,1.912816e+00
(17#)175/2,44731231,2.634755,44924879,2.554369,3.098497e-02,0.042322,1.899390e+00
(17#)88,45173824,2.632683,45180133,2.554806,3.002719e-02,0.042401,1.836678e+00
(17#)177/2,45267808,2.635113,45435389,2.555238,3.078070e-02,0.042481,1.880252e+00
(17#)89,45561898,2.634634,45690641,2.555666,3.043142e-02,0.042561,1.855408e+00
(17#)179/2,45750142,2.633862,45945877,2.556089,2.997285e-02,0.042641,1.823902e+00
(17#)90,46085467,2.634998,46201139,2.556508,3.024016e-02,0.042722,1.837227e+00
(17#)181/2,46431778,2.632357,46456409,2.556922,2.907545e-02,0.042803,1.762376e+00
(17#)91,46594183,2.635729,46711627,2.557333,3.019489e-02,0.042885,1.828052e+00
(17#)183/2,46894108,2.633895,46966883,2.557739,2.934007e-02,0.042968,1.772389e+00
(17#)92,47087281,2.633008,47222159,2.558141,2.884610e-02,0.043051,1.739030e+00
(17#)185/2,47309188,2.633116,47477429,2.558540,2.873115e-02,0.043134,1.728938e+00
(17#)93,47622787,2.634875,47732611,2.558934,2.924498e-02,0.043218,1.757161e+00
(17#)187/2,47873767,2.635685,47987921,2.559324,2.939995e-02,0.043303,1.763411e+00
(17#)94,48190642,2.635323,48243193,2.559711,2.911139e-02,0.043388,1.742694e+00
(17#)189/2,48285199,2.635154,48498403,2.560094,2.889765e-02,0.043473,1.726589e+00
(19#)5,48626887,2.632639,48753673,2.560473,2.779476e-02,0.043559,1.656741e+00
(17#)191/2,48879484,2.633137,49008913,2.560848,2.783746e-02,0.043645,1.656295e+00
(17#)96,49187434,2.632998,49264213,2.561220,2.763941e-02,0.043732,1.641315e+00
(17#)193/2,49318109,2.635156,49519469,2.561588,2.831500e-02,0.043819,1.678906e+00
(17#)97,49635736,2.634741,49774723,2.561953,2.801503e-02,0.043907,1.657777e+00
(17#)195/2,49940141,2.633450,50029951,2.562314,2.738402e-02,0.043995,1.616911e+00
(17#)98,50141197,2.634563,50285233,2.562672,2.766686e-02,0.044084,1.630773e+00
(17#)197/2,50458396,2.635375,50540467,2.563026,2.783690e-02,0.043978,1.645118e+00
(17#)99,50608574,2.633957,50795713,2.563378,2.716136e-02,0.043799,1.611429e+00
(17#)199/2,50912011,2.636007,51050981,2.563725,2.780399e-02,0.043623,1.656970e+00
(17#)100,51198841,2.634543,51306247,2.564070,2.711389e-02,0.043448,1.622008e+00
(17#)201/2,51539167,2.635865,51561479,2.564412,2.748219e-02,0.043274,1.651176e+00
(17#)101,51716248,2.634955,51816749,2.564750,2.700510e-02,0.043102,1.628811e+00
(17#)203/2,52007056,2.633287,52072019,2.565086,2.624087e-02,0.042932,1.588582e+00
(17#)102,52116109,2.633243,52327243,2.565418,2.609474e-02,0.042763,1.586067e+00
(17#)205/2,52371376,2.633141,52582487,2.565747,2.592777e-02,0.042596,1.582167e+00
(17#)103,52646206,2.633595,52837747,2.566074,2.597273e-02,0.042430,1.591350e+00
(17#)207/2,52911227,2.635705,53093017,2.566397,2.664773e-02,0.042266,1.639805e+00
(17#)104,53265791,2.635671,53348287,2.566718,2.650976e-02,0.042103,1.637722e+00
(19#)11/2,53359531,2.635169,53603549,2.567035,2.619578e-02,0.041941,1.624520e+00
(17#)105,53699671,2.633020,53858797,2.567350,2.525724e-02,0.041781,1.571767e+00
(17#)211/2,54054124,2.635260,54114059,2.567663,2.598570e-02,0.041623,1.624030e+00
(17#)106,54226726,2.635112,54369311,2.567972,2.580920e-02,0.041466,1.619158e+00
(17#)213/2,54448969,2.634606,54624529,2.568279,2.549762e-02,0.041310,1.605592e+00
(17#)107,54684703,2.633856,54879793,2.568583,2.509455e-02,0.041155,1.586028e+00
(17#)215/2,55083529,2.633461,55135049,2.568885,2.482700e-02,0.041002,1.574948e+00
(17#)108,55192084,2.635633,55390327,2.569184,2.553504e-02,0.040850,1.626659e+00
(17#)217/2,55473001,2.636138,55645571,2.569480,2.561142e-02,0.040700,1.637789e+00
(17#)109,55853137,2.636086,55900837,2.569774,2.547728e-02,0.040551,1.635274e+00
(17#)219/2,56049046,2.635400,56156081,2.570066,2.510339e-02,0.040403,1.617058e+00
(17#)110,56165927,2.635609,56411353,2.570355,2.507025e-02,0.040256,1.620976e+00
(17#)221/2,56548759,2.635267,56666579,2.570641,2.482922e-02,0.040110,1.611219e+00
(17#)111,56673544,2.633961,56921863,2.570925,2.422304e-02,0.039966,1.577241e+00
(17#)223/2,56969719,2.635792,57177101,2.571207,2.480827e-02,0.039823,1.621801e+00
(17#)112,57242986,2.635920,57432373,2.571487,2.474794e-02,0.039681,1.623775e+00
(17#)225/2,57577804,2.636144,57687607,2.571764,2.472520e-02,0.039540,1.628225e+00
(17#)113,57712034,2.637007,57942883,2.572039,2.494559e-02,0.039400,1.648934e+00
(17#)227/2,57988096,2.635972,58198097,2.572312,2.444689e-02,0.039262,1.621415e+00
(19#)6,58327037,2.635784,58453393,2.572582,2.427061e-02,0.039125,1.615387e+00
(17#)229/2,58622908,2.634749,58708621,2.572851,2.377330e-02,0.038988,1.587617e+00
(17#)115,58803007,2.634830,58963889,2.573117,2.370066e-02,0.038853,1.588372e+00
(17#)231/2,59213989,2.635457,59219141,2.573381,2.383600e-02,0.038719,1.603244e+00
(17#)116,59297873,2.634889,59474407,2.573643,2.351865e-02,0.038586,1.587260e+00
(17#)233/2,59503861,2.637234,59729633,2.573903,2.430722e-02,0.038454,1.646929e+00
(17#)117,59774947,2.635060,59984921,2.574161,2.338230e-02,0.038323,1.589098e+00
(17#)235/2,60116767,2.634939,60240179,2.574416,2.323732e-02,0.038193,1.584662e+00
(17#)118,60336769,2.636403,60495433,2.574670,2.369412e-02,0.038064,1.621821e+00
(17#)237/2,60497854,2.634093,60750689,2.574922,2.271967e-02,0.037936,1.559759e+00
(17#)119,60816697,2.635280,61005929,2.575172,2.307311e-02,0.037810,1.589738e+00
(17#)239/2,61220564,2.635772,61261199,2.575420,2.316349e-02,0.037684,1.601529e+00
(17#)120,61395833,2.637005,61516447,2.575666,2.353566e-02,0.037559,1.633137e+00
(17#)241/2,61759091,2.633558,61771691,2.575910,2.213291e-02,0.037435,1.539949e+00
(17#)121,61983998,2.636409,62026961,2.576152,2.312095e-02,0.037312,1.614950e+00
(17#)243/2,62244289,2.637559,62282179,2.576393,2.346351e-02,0.037190,1.644689e+00
(17#)122,62376973,2.635962,62537473,2.576632,2.276508e-02,0.037068,1.600572e+00
(17#)245/2,62587496,2.633622,62792693,2.576868,2.178538e-02,0.036948,1.536051e+00
(17#)123,62989169,2.635139,63047981,2.577103,2.227003e-02,0.036829,1.575823e+00
(19#)13/2,63287786,2.637261,63303217,2.577337,2.298418e-02,0.036710,1.632362e+00
(17#)124,63537428,2.635042,63558491,2.577568,2.205280e-02,0.036593,1.570628e+00
(17#)249/2,63618773,2.633530,63813731,2.577798,2.138961e-02,0.036476,1.527909e+00
(17#)125,63890804,2.632723,64069003,2.578026,2.099468e-02,0.036360,1.504318e+00
(17#)251/2,64316048,2.636346,64324237,2.578253,2.228183e-02,0.036245,1.602787e+00
(17#)126,64424396,2.637243,64579511,2.578478,2.253475e-02,0.036131,1.626443e+00
(17#)253/2,64765823,2.636032,64834751,2.578701,2.198897e-02,0.036018,1.591732e+00
(17#)127,64931122,2.634970,65090021,2.578922,2.150031e-02,0.035905,1.561008e+00
(17#)255/2,65322134,2.633716,65345279,2.579142,2.093899e-02,0.035794,1.524669e+00
(17#)128,65582632,2.636488,65600489,2.579361,2.190603e-02,0.035683,1.600958e+00
(17#)257/2,65836588,2.636090,65855771,2.579578,2.167094e-02,0.035573,1.588621e+00
(17#)129,65963042,2.635804,66111043,2.579793,2.147910e-02,0.035463,1.579421e+00
(17#)259/2,66330947,2.636673,66366281,2.580007,2.172578e-02,0.035355,1.602772e+00
(17#)130,66475847,2.636600,66621551,2.580219,2.161593e-02,0.035247,1.599597e+00
(17#)261/2,66759878,2.632266,66876791,2.580430,1.988902e-02,0.035140,1.475128e+00
(17#)131,67003604,2.638001,67108864,2.580639,2.198439e-02,0.035034,1.637324e+00
(17#)263/2,67307957,2.635541,67387291,2.580847,2.097083e-02,0.034928,1.565907e+00
(17#)132,67561558,2.637463,67642571,2.581053,2.162002e-02,0.034823,1.619906e+00
(17#)265/2,67837898,2.635003,67897807,2.581258,2.060744e-02,0.034719,1.548000e+00
(19#)7,68084449,2.637449,68153077,2.581461,2.145664e-02,0.034616,1.617402e+00
(17#)267/2,68374573,2.637397,68408339,2.581663,2.135868e-02,0.034514,1.614823e+00
(17#)134,68573404,2.636503,68663593,2.581864,2.094180e-02,0.034412,1.587789e+00
(17#)269/2,68827744,2.637719,68918771,2.582063,2.132584e-02,0.034311,1.622104e+00
(17#)135,68941876,2.637597,69174101,2.582261,2.120290e-02,0.034210,1.617539e+00
(17#)271/2,69300487,2.639059,69429337,2.582458,2.168076e-02,0.034110,1.659367e+00
(17#)136,69484453,2.638006,69684611,2.582653,2.120616e-02,0.034011,1.627503e+00
(17#)273/2,69727604,2.637982,69939847,2.582847,2.112195e-02,0.033913,1.625778e+00
(17#)137,70017487,2.636601,70195093,2.583039,2.052397e-02,0.033815,1.583972e+00
(17#)275/2,70230652,2.636101,70450379,2.583231,2.025999e-02,0.033718,1.568005e+00
(17#)138,70519193,2.637251,70705627,2.583421,2.062260e-02,0.033621,1.601083e+00
(17#)277/2,70943798,2.635591,70960871,2.583609,1.992019e-02,0.033525,1.550544e+00
(17#)139,71076134,2.638363,71216129,2.583797,2.089863e-02,0.033430,1.632246e+00
(17#)279/2,71221001,2.638419,71471363,2.583983,2.084787e-02,0.033336,1.632949e+00
(17#)140,71656906,2.638110,71726651,2.584168,2.065915e-02,0.033242,1.622706e+00
(17#)281/2,71735264,2.638721,71981879,2.584352,2.081953e-02,0.033148,1.640189e+00
(17#)141,72112511,2.637571,72237163,2.584535,2.031281e-02,0.033056,1.604429e+00
(17#)283/2,72336923,2.639129,72492419,2.584716,2.083330e-02,0.032963,1.650730e+00
(17#)142,72721048,2.636909,72747673,2.584896,1.992212e-02,0.032872,1.582289e+00
(19#)15/2,72970318,2.636999,73002877,2.585076,1.988662e-02,0.032781,1.583936e+00
(17#)143,73162897,2.637547,73258169,2.585253,2.002594e-02,0.032691,1.599645e+00
(17#)287/2,73416388,2.639578,73513421,2.585430,2.072722e-02,0.032601,1.660931e+00
(17#)144,73679659,2.637208,73768691,2.585606,1.976087e-02,0.032512,1.587168e+00
(17#)289/2,73865923,2.637441,74023903,2.585780,1.978193e-02,0.032423,1.593344e+00
(17#)145,74198197,2.636120,74279201,2.585954,1.921365e-02,0.032335,1.551446e+00
(17#)291/2,74415724,2.637634,74534459,2.586126,1.972130e-02,0.032248,1.597246e+00
(17#)146,74595188,2.638243,74789713,2.586297,1.988604e-02,0.032161,1.615186e+00
(17#)293/2,74903176,2.637385,75044969,2.586468,1.949466e-02,0.032074,1.587485e+00
(17#)147,75214519,2.637605,75300223,2.586637,1.951273e-02,0.031988,1.593348e+00
(17#)295/2,75547741,2.637880,75555479,2.586805,1.955204e-02,0.031903,1.600947e+00
(17#)148,75693764,2.637004,75810697,2.586972,1.915534e-02,0.031818,1.572443e+00
(17#)297/2,75996457,2.636998,76065989,2.587138,1.908890e-02,0.031734,1.571185e+00
(17#)149,76103812,2.635696,76321207,2.587303,1.853126e-02,0.031650,1.529005e+00
(17#)299/2,76519952,2.637322,76576477,2.587466,1.908499e-02,0.031567,1.579371e+00
(17#)150,76801957,2.637580,76831739,2.587629,1.911982e-02,0.031484,1.586552e+00
(17#)301/2,77046511,2.637491,77086979,2.587791,1.902347e-02,0.031402,1.582702e+00
(17#)151,77118317,2.636486,77342257,2.587952,1.858014e-02,0.031320,1.549617e+00
(17#)303/2,77547046,2.634729,77597441,2.588112,1.785168e-02,0.031239,1.492269e+00
(19#)8,77647972,2.636782,77852771,2.588271,1.856915e-02,0.031159,1.556886e+00
(17#)305/2,77874982,2.638674,78108001,2.588429,1.922539e-02,0.031078,1.616739e+00
(17#)153,78275107,2.638349,78363281,2.588586,1.904156e-02,0.030999,1.605310e+00
(17#)307/2,78486157,2.635975,78618521,2.588742,1.808109e-02,0.030919,1.527637e+00
(17#)154,78822322,2.634340,78873787,2.588897,1.740076e-02,0.030841,1.473461e+00
(17#)309/2,78966427,2.638268,79129049,2.589052,1.883086e-02,0.030762,1.599896e+00
(17#)155,79340026,2.638984,79384289,2.589205,1.904312e-02,0.030684,1.622311e+00
(17#)311/2,79589386,2.634917,79639537,2.589357,1.744210e-02,0.030607,1.488548e+00
(17#)156,79813457,2.637192,79894807,2.589509,1.824643e-02,0.030530,1.561841e+00
(17#)313/2,79993982,2.637292,80150047,2.589659,1.822643e-02,0.030454,1.564097e+00
(17#)157,80189056,2.636042,80405279,2.589809,1.769442e-02,0.030378,1.521924e+00
(17#)315/2,80483692,2.637151,80660579,2.589958,1.805751e-02,0.030302,1.557422e+00
(17#)158,80775787,2.638658,80915819,2.590106,1.857165e-02,0.030227,1.606246e+00
(17#)317/2,81090704,2.637190,81171061,2.590253,1.795840e-02,0.030152,1.556679e+00
(17#)159,81205606,2.638884,81426337,2.590399,1.854418e-02,0.030078,1.611976e+00
(17#)319/2,81457762,2.636467,81681563,2.590545,1.757149e-02,0.030004,1.530529e+00
(17#)160,81745228,2.639338,81936851,2.590689,1.860426e-02,0.029931,1.625372e+00
(17#)321/2,81948434,2.636703,82192109,2.590833,1.754983e-02,0.029858,1.536272e+00
(17#)161,82299649,2.636581,82447357,2.590976,1.744836e-02,0.029785,1.531140e+00
(19#)17/2,82476448,2.635786,82702597,2.591118,1.709199e-02,0.029713,1.503315e+00
(17#)162,82772831,2.636570,82957873,2.591259,1.733497e-02,0.029641,1.528660e+00
(17#)325/2,82974277,2.638083,83213071,2.591400,1.785425e-02,0.029570,1.578728e+00
(17#)163,83270389,2.638021,83468347,2.591540,1.777672e-02,0.029499,1.575681e+00
(17#)327/2,83573866,2.635813,83723639,2.591678,1.688613e-02,0.029428,1.499762e+00
(17#)164,83908249,2.637948,83978893,2.591817,1.764217e-02,0.029358,1.571326e+00
(17#)329/2,84107501,2.638511,84234149,2.591954,1.780271e-02,0.029288,1.589627e+00
(17#)165,84251312,2.638312,84489347,2.592091,1.767443e-02,0.029219,1.581882e+00
(17#)331/2,84692869,2.638572,84744659,2.592226,1.772090e-02,0.029150,1.589914e+00
(17#)166,84806881,2.637017,84999913,2.592361,1.707931e-02,0.029081,1.535573e+00
(17#)333/2,85253866,2.638908,85255169,2.592496,1.774408e-02,0.029013,1.599697e+00
(17#)167,85368512,2.638315,85510423,2.592629,1.746804e-02,0.028945,1.578373e+00
(17#)335/2,85668334,2.637413,85765679,2.592762,1.707480e-02,0.028878,1.546194e+00
