FIRST,LAST,START,minAt,G(minAt),maxAt,G(maxAt),n_0,C_min(n_0),n_1,C_max(n_1),n_geom,<COUNT>,C_avg
1471470,1486484,(13#)49,1485139,9448,1471470,37540,1485139,2.569529,1471470,10.29100886,1478958,14743.232101,4.024002748
1486485,1501499,(13#)99/2,1488233,9504,1492260,39358,1498438,2.572049,1492260,10.66009978,1493973,14877.360373,4.025517063
1501500,1516514,(13#)50,1503053,9602,1514205,39050,1508933,2.579741,1514205,10.44481923,1508988,15009.896104,4.026623229
1516515,1531529,(13#)101/2,1522463,9736,1516515,38902,1525204,2.588498,1516515,10.39160965,1524004,15139.701898,4.027036835
1531530,1546544,(17#)3,1538384,9748,1531530,41194,1538384,2.572062,1531530,10.91105796,1539019,15261.778621,4.025439396
1546545,1561559,(13#)103/2,1552613,9862,1546545,39750,1552613,2.581629,1546545,10.44066288,1554034,15383.145388,4.023726303
1561560,1576574,(13#)52,1564373,9932,1561560,39540,1568978,2.579733,1561560,10.29958853,1569049,15505.950183,4.022457197
1576575,1591589,(13#)105/2,1576774,9982,1576575,40024,1588283,2.576881,1576575,10.34024085,1584064,15633.275258,4.022411570
1591590,1606604,(13#)53,1593329,10136,1591590,41042,1600058,2.588112,1591590,10.51716217,1599079,15760.035165,4.022261744
1606605,1621619,(13#)107/2,1611293,10186,1606605,40860,1611293,2.582728,1606605,10.38632035,1614095,15885.872527,4.021918847
1621620,1636634,(13#)54,1625321,10238,1621620,40756,1625321,2.576631,1621620,10.27732084,1629110,16011.649684,4.021606012
1636635,1651649,(13#)109/2,1647964,10332,1636635,41752,1647964,2.569523,1636635,10.44534654,1644125,16140.021978,4.021984051
1651650,1666664,(13#)55,1658869,10444,1651650,41498,1658869,2.582682,1651650,10.30055206,1659140,16259.508758,4.020192534
1666665,1681679,(13#)111/2,1666909,10538,1666665,43228,1668971,2.593334,1666665,10.64675595,1674155,16388.443290,4.020783708
1681680,1696694,(13#)56,1685914,10584,1681680,42246,1693639,2.579746,1681680,10.32490434,1689170,16520.013853,4.022043934
1696695,1711709,(13#)113/2,1708321,10680,1708245,43368,1708321,2.575121,1708245,10.45712809,1704185,16643.697769,4.021412794
1711710,1726724,(13#)57,1713886,10796,1711710,45248,1725814,2.588012,1711710,10.89142669,1719201,16775.950450,4.022880179
1726725,1741739,(13#)115/2,1727272,10854,1726725,45436,1740821,2.579711,1726725,10.85478202,1734216,16900.074992,4.022428970
1741740,1756754,(13#)58,1746859,10866,1741740,44894,1746859,2.570141,1741740,10.64565516,1749231,17024.498701,4.022082665
1756755,1771769,(13#)117/2,1757194,10996,1763580,44420,1770016,2.583728,1763580,10.42086268,1764246,17150.965301,4.022253889
1771770,1786784,(13#)59,1777753,11046,1771770,44772,1777753,2.573578,1771770,10.46162606,1779261,17278.659474,4.022743599
1786785,1801799,(17#)7/2,1788806,11186,1786785,47494,1791778,2.589083,1786785,11.01732216,1794276,17403.606127,4.022617109
1801800,1816814,(13#)60,1802266,11224,1806420,45704,1802266,2.584393,1806420,10.50277345,1809291,17536.476190,4.024345217
1816815,1831829,(13#)121/2,1824668,11336,1826055,45822,1831436,2.577516,1826055,10.43231013,1824307,17652.892308,4.022329809
1831830,1846844,(13#)61,1835741,11346,1831830,46112,1835741,2.571404,1831830,10.46981632,1839322,17777.905961,4.022316892
1846845,1861859,(13#)123/2,1853806,11506,1846845,46976,1858867,2.583732,1846845,10.59126030,1854337,17898.765634,4.021400750
1861860,1876874,(13#)62,1865356,11602,1865325,47834,1872751,2.587271,1865325,10.69260177,1869352,18026.248818,4.022001088
1876875,1891889,(13#)125/2,1877164,11594,1887270,46444,1877164,2.577582,1887270,10.27779269,1884367,18162.226840,4.024507507
1891890,1906904,(13#)63,1892416,11742,1891890,46822,1892416,2.592349,1891890,10.33963723,1899382,18294.009590,4.026082808
1906905,1921919,(13#)127/2,1908661,11796,1909215,47360,1908661,2.585161,1906905,10.38043358,1914397,18416.086713,4.025542803
1921920,1936934,(13#)64,1931242,11894,1921920,47160,1931242,2.580351,1921920,10.27390697,1929412,18535.536197,4.024467155
1936935,1951949,(13#)129/2,1939141,11996,1936935,48520,1939141,2.593342,1936935,10.49953723,1944428,18658.248685,4.024135023
1951950,1966964,(13#)65,1953379,12074,1951950,47918,1953379,2.593798,1951950,10.30047796,1959443,18782.645754,4.024194149
1966965,1981979,(13#)131/2,1969936,12072,1966965,48936,1969936,2.574568,1966965,10.45006136,1974458,18907.531535,4.024382568
1981980,1996994,(13#)66,1988632,12230,1981980,48692,1988632,2.587112,1981980,10.33001133,1989473,19033.213054,4.024762432
1996995,2012009,(13#)133/2,1997902,12274,1996995,51734,1997902,2.586030,1996995,10.90419837,2004488,19158.686647,4.025118630
2012010,2027024,(13#)67,2012212,12360,2018940,50092,2021137,2.583325,2012010,10.47254343,2019503,19272.841159,4.023132802
2027025,2042039,(13#)135/2,2030653,12474,2040885,49880,2033041,2.591447,2027025,10.33487939,2034518,19391.835498,4.022198520
2042040,2057054,(17#)4,2044111,12500,2042040,53378,2053553,2.579809,2042040,11.03638869,2049533,19511.537263,4.021445000
2057055,2072069,(13#)137/2,2059984,12652,2057055,50542,2071096,2.585053,2057055,10.38421126,2064548,19641.833233,4.022896776
2072070,2087084,(13#)69,2073361,12680,2072070,52924,2076304,2.586796,2072070,10.80561448,2079563,19767.767566,4.023463627
2087085,2102099,(13#)139/2,2098952,12778,2087085,51408,2098952,2.580068,2087085,10.43093179,2094579,19890.058475,4.023311267
2102100,2117114,(13#)70,2106019,12850,2102100,51002,2106019,2.587094,2102100,10.28475508,2109594,20018.507493,4.024419101
2117115,2132129,(13#)141/2,2117629,12938,2117115,52362,2118514,2.592353,2117115,10.49437651,2124609,20146.840759,4.025512532
2132130,2147144,(13#)71,2136091,13034,2132130,52496,2136091,2.592237,2132130,10.45727492,2139624,20280.085514,4.027591520
2147145,2162159,(13#)143/2,2149759,13154,2147145,52126,2149759,2.601746,2147145,10.32089589,2154639,20406.346986,4.028287809
2162160,2177174,(13#)72,2162449,13212,2162160,52276,2166772,2.597074,2162160,10.28854004,2169654,20526.267066,4.027752793
2177175,2192189,(13#)145/2,2178409,13282,2177175,54482,2191216,2.591899,2177175,10.65886908,2184669,20651.743856,4.028329271
2192190,2207204,(13#)73,2198473,13378,2204475,53888,2198473,2.595378,2192190,10.45346983,2199684,20769.422045,4.027406604
2207205,2222219,(13#)147/2,2210389,13448,2207205,53298,2210389,2.596815,2207205,10.30468258,2214699,20887.944056,4.026677475
2222220,2237234,(13#)74,2222702,13534,2222220,55264,2222702,2.600920,2222220,10.62244500,2229714,21003.685115,4.025443839
2237235,2252249,(13#)149/2,2246323,13634,2238390,55924,2246323,2.596339,2238390,10.68224431,2244729,21121.256477,4.024592444
2252250,2267264,(13#)75,2263843,13650,2258025,55898,2263843,2.582011,2258025,10.59708526,2259745,21248.191675,4.025546251
2267265,2282279,(13#)151/2,2269093,13724,2277660,55538,2279476,2.588150,2277660,10.45042457,2274760,21372.327406,4.025978655
2282280,2297294,(13#)76,2287294,13884,2282280,58298,2294377,2.602427,2282280,10.95059079,2289775,21501.664735,4.027400192
2297295,2312309,(17#)9/2,2309311,13956,2297295,58860,2309311,2.594955,2297295,10.99373951,2304790,21624.808791,4.027673859
2312310,2327324,(13#)77,2313184,13922,2312310,55634,2316212,2.583454,2312310,10.33290008,2319805,21732.162637,4.025037070
2327325,2342339,(13#)155/2,2333168,14066,2327325,57582,2338396,2.592073,2327325,10.63509727,2334820,21840.039028,4.022541072
2342340,2357354,(13#)78,2346754,14164,2342340,56122,2352563,2.595422,2342340,10.30803080,2349835,21957.152448,4.021784766
2357355,2372369,(13#)157/2,2365508,14236,2357355,56840,2368486,2.590531,2357355,10.38245606,2364850,22064.708492,4.019313096
2372370,2387384,(13#)79,2372509,14302,2372370,57448,2375998,2.595066,2372370,10.43612077,2379865,22184.092041,4.019027847
2387385,2402399,(13#)159/2,2391856,14334,2387385,58014,2391856,2.585609,2387385,10.48166740,2394880,22303.074659,4.018690516
2402400,2417414,(13#)80,2409742,14486,2415105,57678,2409742,2.596264,2415105,10.31755305,2409895,22439.732268,4.021540738
2417415,2432429,(13#)161/2,2425117,14544,2417415,60698,2425117,2.592377,2417415,10.84881245,2424910,22567.905162,4.022869406
2432430,2447444,(13#)81,2434183,14576,2434740,58768,2434183,2.589718,2434740,10.43924472,2439925,22677.056011,4.020823861
2447445,2462459,(13#)163/2,2452288,14712,2447445,58530,2459998,2.595797,2447445,10.35032253,2454941,22804.442624,4.022032785
2462460,2477474,(13#)82,2473948,14734,2462460,59800,2473948,2.581392,2462460,10.51916292,2469956,22932.993673,4.023449944
2477475,2492489,(13#)165/2,2484971,14872,2477475,58854,2484971,2.595580,2477475,10.29851906,2484971,23061.201865,4.024808104
2492490,2507504,(13#)83,2495473,14940,2492490,59980,2495473,2.597962,2492490,10.44088557,2499986,23180.867399,4.024686510
2507505,2522519,(13#)167/2,2511253,15050,2507505,59688,2511253,2.602871,2507505,10.33626911,2515001,23291.841492,4.023080303
2522520,2537534,(13#)84,2525273,15082,2523675,61292,2525273,2.595884,2523675,10.55523209,2530016,23408.882318,4.022547421
2537535,2552549,(13#)169/2,2538412,15166,2545620,60872,2548498,2.597963,2545620,10.40474039,2545031,23530.368698,4.022794438
2552550,2567564,(17#)5,2555363,15234,2552550,64448,2555363,2.595337,2552550,10.99012211,2560046,23656.136131,4.023784267
2567565,2582579,(13#)171/2,2569481,15326,2567565,64404,2578036,2.596895,2567565,10.92708061,2575061,23772.649883,4.023212457
2582580,2597594,(13#)86,2588452,15420,2582580,62530,2594246,2.593958,2582580,10.55578003,2590076,23891.565235,4.023063514
2597595,2612609,(13#)173/2,2610973,15494,2611455,63696,2612419,2.590050,2611455,10.64974805,2605091,24014.976757,4.023685953
2612610,2627624,(13#)87,2618864,15556,2612610,63814,2622619,2.592665,2612610,10.66539465,2620106,24137.405661,4.024151772
2627625,2642639,(13#)175/2,2628709,15668,2627625,61858,2640928,2.597647,2627625,10.28738539,2635121,24260.927606,4.024809131
2642640,2657654,(13#)88,2653489,15704,2645370,63584,2653489,2.589649,2645370,10.51306100,2650136,24372.035298,4.023424168
2657655,2672669,(13#)177/2,2658287,15806,2657655,63854,2662903,2.599814,2657655,10.51549012,2665151,24487.099167,4.022716774
2672670,2687684,(13#)89,2679179,15850,2672670,63760,2683354,2.590833,2672670,10.44897175,2680166,24605.663936,4.022602071
2687685,2702699,(13#)179/2,2695961,15942,2687685,63606,2695961,2.593039,2687685,10.37335454,2695182,24734.842491,4.024227501
2702700,2717714,(13#)90,2703373,16034,2709630,65032,2717602,2.598752,2709630,10.53157782,2710197,24856.082451,4.024568138
2717715,2732729,(13#)181/2,2719121,16072,2717715,64220,2719121,2.594914,2717715,10.37331494,2725212,24977.700833,4.024978108
2732730,2747744,(13#)91,2733686,16138,2732730,64260,2739127,2.593271,2732730,10.33041978,2740227,25096.930536,4.025014867
2747745,2762759,(13#)183/2,2747873,16270,2747745,65548,2759311,2.597895,2747745,10.48765084,2755242,25205.432168,4.023352199
2762760,2777774,(13#)92,2765821,16384,2762760,67596,2774917,2.605239,2762760,10.76445593,2770257,25323.316683,4.023205839
2777775,2792789,(13#)185/2,2781718,16382,2777775,66702,2781718,2.593394,2777775,10.57239913,2785272,25446.431835,4.023903189
2792790,2807804,(13#)93,2798351,16492,2792790,67600,2798351,2.597376,2792790,10.66486958,2800287,25563.206660,4.023608173
2807805,2822819,(17#)11/2,2812492,16576,2807805,70218,2812492,2.599243,2807805,11.02662299,2815302,25685.747586,4.024231407
2822820,2837834,(13#)94,2825503,16648,2822820,67330,2825503,2.600128,2822820,10.52442136,2830317,25801.504362,4.023802481
2837835,2852849,(13#)189/2,2849842,16772,2847075,67410,2849842,2.600123,2847075,10.45920201,2845332,25924.936131,4.024582850
2852850,2867864,(13#)95,2860577,16840,2852850,70558,2863901,2.601423,2852850,10.92845388,2860347,26032.833300,4.022966897
2867865,2882879,(13#)191/2,2873672,16872,2867865,67170,2873672,2.596843,2867865,10.35654496,2875362,26146.155045,4.022210890
2882880,2897894,(13#)96,2882897,16976,2882880,66770,2895122,2.601897,2882880,10.24844324,2890377,26262.683716,4.021964876
2897895,2912909,(13#)193/2,2904764,16996,2905980,67794,2904764,2.591674,2897895,10.35588006,2905392,26374.930003,4.021080406
2912910,2927924,(13#)97,2913497,17118,2912910,68090,2919424,2.602268,2912910,10.35772281,2920407,26493.871062,4.021230401
2927925,2942939,(13#)195/2,2936938,17132,2927925,68092,2936938,2.587620,2927925,10.31203266,2935422,26605.992541,4.020360575
2942940,2957954,(13#)98,2949664,17280,2942940,68194,2949664,2.600223,2942940,10.28184570,2950437,26732.373626,4.021654392
2957955,2972969,(13#)197/2,2960456,17352,2957955,69076,2970467,2.599407,2957955,10.36904610,2965452,26857.858009,4.022814467
2972970,2987984,(13#)99,2973379,17400,2984520,71382,2980234,2.595608,2984520,10.63257123,2980468,26978.583417,4.023265862
2987985,3002999,(13#)199/2,2997242,17512,2987985,69676,2997242,2.598877,2987985,10.36803900,2995483,27098.228571,4.023562616
