DECADE,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg
17PR138,70519193,2.637251,70705627,2.65472300,70450380,11.512577,70450380,11.50662158,70577892,4.021173,4.02132571
17PR277D2,70943798,2.635591,70960871,2.65472000,70750680,11.280972,70750680,11.27877637,70833147,4.021081,4.02131847
17PR139,71076134,2.638363,71216129,2.65471700,70960890,11.064343,70960890,11.06374065,71088402,4.021105,4.02131661
17PR279D2,71221001,2.638419,71471363,2.65471400,71216145,11.353664,71216145,11.36229965,71343658,4.021050,4.02130935
17PR140,71656906,2.638110,71726651,2.65471100,71471400,10.986045,71471400,10.98354409,71598913,4.021216,4.02130633
17PR281D2,71735264,2.638721,71981879,2.65470800,71726655,11.015055,71726655,11.02289941,71854169,4.021340,4.02130056
17PR141,72112511,2.637571,72237163,2.65470500,72177105,11.415374,72177105,11.42192797,72109424,4.021197,4.02129707
17PR283D2,72336923,2.639129,72492419,2.65470200,72237165,11.002486,72237165,11.02259491,72364679,4.021564,4.02129143
17PR142,72721048,2.636909,72747673,2.65469900,72492420,11.139984,72492420,11.14267674,72619935,4.021456,4.02128777
19PR15D2,72970318,2.636999,73002877,2.65469700,72747675,11.632123,72747675,11.62957093,72875190,4.021450,4.02128502
17PR143,73162897,2.637547,73258169,2.65469400,73213140,11.002267,73213140,10.99884491,73130446,4.021547,4.02127794
17PR287D2,73416388,2.639578,73513421,2.65469100,73258185,11.266265,73258185,11.26508700,73385701,4.021766,4.02127665
17PR144,73679659,2.637208,73768691,2.65468800,73603530,11.174792,73603530,11.16860227,73640956,4.021507,4.02127054
17PR289D2,73865923,2.637441,74023903,2.65468500,73888815,11.207004,73888815,11.21417496,73896212,4.021631,4.02126551
17PR145,74198197,2.636120,74279201,2.65468200,74023950,11.385576,74023950,11.39021789,74151467,4.021522,4.02126170
17PR291D2,74415724,2.637634,74534459,2.65467900,74459385,11.311586,74459385,11.30644575,74406723,4.021224,4.02125841
17PR146,74595188,2.638243,74789713,2.65467700,74534460,11.149851,74534460,11.13809679,74661978,4.021391,4.02125344
17PR293D2,74903176,2.637385,75044969,2.65467400,74939865,11.163208,74939865,11.15922490,74917233,4.021455,4.02124932
17PR147,75214519,2.637605,75300223,2.65467100,75044970,10.991554,75044970,10.98337780,75172489,4.021364,4.02124389
17PR295D2,75547741,2.637880,75555479,2.65466800,75300225,11.165465,75300225,11.17605690,75427744,4.021440,4.02124154
17PR148,75693764,2.637004,75810697,2.65466600,75555480,11.288308,75555480,11.29716490,75682999,4.021437,4.02123634
17PR297D2,75996457,2.636998,76065989,2.65466300,75810735,10.986319,75810735,10.98334331,75938255,4.021259,4.02123431
17PR149,76103812,2.635696,76321207,2.65466000,76065990,11.060063,76065990,11.05804845,76193510,4.021187,4.02122559
17PR299D2,76519952,2.637322,76576477,2.65465700,76321245,11.499902,76321245,11.50633581,76448765,4.020939,4.02122740
17PR150,76801957,2.637580,76831739,2.65465500,76666590,11.080937,76666590,11.09537977,76704021,4.020837,4.02121745
17PR301D2,77046511,2.637491,77086979,2.65465200,76831755,11.268004,76831755,11.25118324,76959276,4.020768,4.02121669
17PR151,77118317,2.636486,77342257,2.65464900,77224455,11.170817,77224455,11.16787361,77214532,4.020848,4.02121219
17PR303D2,77547046,2.634729,77597441,2.65464600,77342265,11.090578,77342265,11.09421767,77469787,4.020993,4.02120668
19PR8,77647972,2.636782,77852771,2.65464400,77597520,11.636855,77597520,11.62933871,77725042,4.020921,4.02120467
17PR305D2,77874982,2.638674,78108001,2.65464100,77852775,11.159490,77852775,11.16941005,77980298,4.020798,4.02119883
17PR153,78275107,2.638349,78363281,2.65463800,78108030,10.983970,78108030,10.98324214,78235553,4.020802,4.02119442
17PR307D2,78486157,2.635975,78618521,2.65463600,78363285,11.018082,78363285,11.01924170,78490808,4.020738,4.02119382
17PR154,78822322,2.634340,78873787,2.65463300,78738660,11.402609,78738660,11.42162060,78746064,4.020643,4.02118649
17PR309D2,78966427,2.638268,79129049,2.65463000,78873795,11.084826,78873795,11.09195380,79001319,4.020585,4.02118121
17PR155,79340026,2.638984,79384289,2.65462800,79129050,11.356791,79129050,11.36192922,79256574,4.020411,4.02118230
17PR311D2,79589386,2.634917,79639537,2.65462500,79594515,11.266607,79594515,11.27836529,79511830,4.020116,4.02117480
17PR156,79813457,2.637192,79894807,2.65462300,79639560,10.984441,79639560,10.98317652,79767085,4.020170,4.02117137
17PR313D2,79993982,2.637292,80150047,2.65462000,80120040,11.192340,80120040,11.18654802,80022340,4.020430,4.02116833
17PR157,80189056,2.636042,80405279,2.65461700,80150070,11.053541,80150070,11.05401404,80277596,4.020387,4.02116277
17PR315D2,80483692,2.637151,80660579,2.65461500,80450370,11.146235,80450370,11.14465917,80532851,4.020179,4.02115939
17PR158,80775787,2.638658,80915819,2.65461200,80660580,11.125601,80660580,11.12577166,80788106,4.020183,4.02115675
17PR317D2,81090704,2.637190,81171061,2.65461000,81020940,11.076418,81020940,11.06036554,81043362,4.020156,4.02115090
17PR159,81205606,2.638884,81426337,2.65460700,81171090,11.193528,81171090,11.19846745,81298617,4.020263,4.02114846
17PR319D2,81457762,2.636467,81681563,2.65460500,81426345,11.381460,81426345,11.38988329,81553872,4.020075,4.02114440
17PR160,81745228,2.639338,81936851,2.65460200,81876795,11.185129,81876795,11.18187200,81809127,4.019994,4.02113990
17PR321D2,81948434,2.636703,82192109,2.65460000,81936855,11.083723,81936855,11.08768147,82064383,4.020085,4.02113601
17PR161,82299649,2.636581,82447357,2.65459700,82192110,11.487784,82192110,11.50607358,82319638,4.020111,4.02113221
19PR17D2,82476448,2.635786,82702597,2.65459400,82447365,11.630461,82447365,11.62912216,82574893,4.020259,4.02113023
17PR162,82772831,2.636570,82957873,2.65459200,82732650,11.309302,82732650,11.30607903,82830149,4.020374,4.02112464
17PR325D2,82974277,2.638083,83213071,2.65459000,83017935,11.026600,83017935,11.01703984,83085404,4.020412,4.02112164
17PR163,83270389,2.638021,83468347,2.65458700,83303220,11.052899,83303220,11.05582065,83340659,4.020504,4.02111742
17PR327D2,83573866,2.635813,83723639,2.65458500,83468385,11.070748,83468385,11.08566350,83595915,4.020504,4.02111375
17PR164,83908249,2.637948,83978893,2.65458200,83723640,11.250671,83723640,11.26462381,83851170,4.020472,4.02110982
17PR329D2,84107501,2.638511,84234149,2.65458000,83978895,11.213605,83978895,11.22706462,84106425,4.020744,4.02110637
17PR165,84251312,2.638312,84489347,2.65457700,84444360,11.209188,84444360,11.21371433,84361680,4.020744,4.02110160
17PR331D2,84692869,2.638572,84744659,2.65457500,84489405,11.019020,84489405,11.01636060,84616936,4.020609,4.02109902
17PR166,84806881,2.637017,84999913,2.65457200,84744660,11.121591,84744660,11.11855976,84872191,4.020599,4.02109478
17PR333D2,85253866,2.638908,85255169,2.65457000,84999915,11.292286,84999915,11.29675628,85127446,4.020536,4.02109247
17PR167,85368512,2.638315,85510423,2.65456700,85300215,11.421958,85300215,11.42134058,85382702,4.020611,4.02108680
17PR335D2,85668334,2.637413,85765679,2.65456500,85645560,11.163673,85645560,11.15876728,85637957,4.020553,4.02108470
17PR168,85894337,2.638894,86020871,2.65456300,85870785,11.178605,85870785,11.16807309,85893212,4.020874,4.02107995
17PR337D2,86057368,2.638057,86276167,2.65456000,86020935,11.028641,86020935,11.01570235,86148467,4.020936,4.02107688
17PR169,86277679,2.638048,86531429,2.65455800,86441355,11.002527,86441355,11.01226726,86403723,4.021013,4.02107268
17PR339D2,86635817,2.639347,86786681,2.65455500,86531445,11.082788,86531445,11.08184277,86658978,4.020917,4.02107025
17PR170,86986723,2.638438,87041951,2.65455300,87011925,11.090908,87011925,11.08690451,86914233,4.020697,4.02106520
17PR341D2,87237119,2.638759,87297169,2.65455100,87041955,11.359577,87041955,11.36159801,87169489,4.020672,4.02106224
19PR9,87336859,2.639474,87552457,2.65454800,87297210,11.630051,87297210,11.62891937,87424744,4.020916,4.02106003
17PR343D2,87739513,2.640518,87807719,2.65454600,87552465,10.982292,87552465,10.98285856,87679999,4.020964,4.02105439
17PR172,87907256,2.639516,88062899,2.65454400,87807720,11.259081,87807720,11.25072320,87935254,4.020939,4.02105239
17PR345D2,88317857,2.637953,88318211,2.65454100,88062975,11.516968,88062975,11.50583148,88190510,4.020835,4.02104870
17PR173,88332746,2.639604,88573477,2.65453900,88438350,11.278692,88438350,11.27800230,88445765,4.020844,4.02104479
17PR347D2,88779079,2.639884,88828721,2.65453700,88573485,11.016426,88573485,11.01465413,88701020,4.020800,4.02103912
17PR174,88877512,2.639661,89083993,2.65453400,88828740,11.383423,88828740,11.38958102,88956275,4.020754,4.02103982
17PR349D2,89108666,2.637577,89339221,2.65453200,89099010,11.044096,89099010,11.04976845,89211531,4.020591,4.02103434
17PR175,89533657,2.638480,89594503,2.65453000,89444355,11.094390,89444355,11.09485652,89466786,4.020513,4.02103042
17PR351D2,89819974,2.638140,89849731,2.65452700,89594505,10.988670,89594505,10.98278169,89722041,4.020584,4.02102653
17PR176,90020452,2.637408,90105013,2.65452500,89849760,10.978641,89849760,10.98277221,89977296,4.020702,4.02102299
17PR353D2,90240302,2.637067,90360241,2.65452300,90135045,11.189896,90135045,11.18614614,90232552,4.020663,4.02102004
17PR177,90408334,2.637155,90615509,2.65452100,90360270,11.175001,90360270,11.17543325,90487807,4.020498,4.02101808
17PR355D2,90811001,2.636897,90870761,2.65451800,90615525,11.147784,90615525,11.14191418,90743062,4.020261,4.02101329
17PR178,90875329,2.638249,91126003,2.65451600,91005915,11.298511,91005915,11.30575115,90998318,4.020307,4.02101124
17PR357D2,91148602,2.639899,91381271,2.65451400,91126035,10.996614,91126035,10.98272531,91253573,4.020369,4.02100546
17PR179,91405261,2.638676,91636541,2.65451200,91381290,11.048624,91381290,11.04476525,91508828,4.020267,4.02100333
17PR359D2,91757573,2.638221,91891799,2.65450900,91861770,11.423922,91861770,11.42108362,91764083,4.020408,4.02099927
17PR180,92067589,2.638822,92147051,2.65450700,91891800,10.974721,91891800,10.98269751,92019338,4.020192,4.02099522
19PR19D2,92385088,2.637805,92402281,2.65450500,92147055,11.623276,92147055,11.62872880,92274594,4.020110,4.02099343
17PR181,92519813,2.637801,92657519,2.65450300,92402310,11.037144,92402310,11.04403487,92529849,4.020146,4.02099044
17PR363D2,92901394,2.637219,92912789,2.65450100,92657565,10.975127,92657565,10.98266997,92785104,4.020186,4.02098711
17PR182,92977351,2.636052,93168073,2.65449800,92912820,10.969112,92912820,10.98266085,93040359,4.020236,4.02098242
17PR365D2,93168766,2.638208,93423329,2.65449600,93168075,11.142278,93168075,11.13733700,93295615,4.020279,4.02097995
17PR183,93595127,2.639289,93678581,2.65449400,93573480,11.169688,93573480,11.18141814,93550870,4.020232,4.02097533
17PR367D2,93719959,2.639809,93933809,2.65449200,93858765,11.134621,93858765,11.14413651,93806125,4.020122,4.02097300
17PR184,94104617,2.639076,94189091,2.65449000,93933840,11.502697,93933840,11.50560677,94061380,4.019947,4.02097036
17PR369D2,94231087,2.638209,94444331,2.65448700,94189095,11.265749,94189095,11.26422119,94316636,4.020020,4.02096697
17PR185,94591381,2.639222,94699573,2.65448500,94444350,11.300727,94444350,11.29639546,94571891,4.020015,4.02096304
17PR371D2,94942972,2.637647,94954859,2.65448300,94699605,11.193008,94699605,11.19794282,94827146,4.020219,4.02096084
17PR186,95018488,2.639047,95210113,2.65448100,94954860,11.353074,94954860,11.36129882,95082401,4.020245,4.02095564
17PR373D2,95327212,2.640352,95465369,2.65447900,95210115,11.007340,95210115,11.01218262,95337657,4.020401,4.02095531
17PR187,95638024,2.638354,95720551,2.65447700,95570475,11.052129,95570475,11.06953354,95592912,4.020537,4.02094944
17PR375D2,95862097,2.640045,95975861,2.65447500,95720625,10.978408,95720625,10.98256231,95848167,4.020557,4.02094653
17PR188,96228532,2.639652,96231133,2.65447300,95975880,11.221784,95975880,11.22661026,96103422,4.020707,4.02094293
17PR377D2,96281998,2.635636,96486371,2.65447000,96231135,11.378816,96231135,11.38930566,96358677,4.020804,4.02094125
17PR189,96590467,2.639794,96741613,2.65446800,96711615,11.004410,96711615,10.99998859,96613933,4.020703,4.02093674
17PR379D2,96761953,2.639482,96996877,2.65446600,96741645,11.012269,96741645,11.01165865,96869188,4.020579,4.02093311
19PR10,97088941,2.637926,97252153,2.65446400,96996900,11.629483,96996900,11.62854909,97124443,4.020552,4.02093149
17PR381D2,97285939,2.639383,97507391,2.65446200,97282185,11.279632,97282185,11.27767775,97379698,4.020693,4.02092833
17PR191,97680082,2.638759,97762663,2.65446000,97507410,11.035786,97507410,11.04060974,97634954,4.020773,4.02092594
17PR383D2,97795063,2.639579,98017901,2.65445800,97762665,11.013771,97762665,11.01131809,97890209,4.020752,4.02091965
17PR192,98047841,2.640364,98273143,2.65445600,98138040,11.160239,98138040,11.16762226,98145464,4.020896,4.02091851
17PR385D2,98359288,2.640322,98528401,2.65445400,98423325,11.414675,98423325,11.42084638,98400719,4.020828,4.02091582
17PR193,98775877,2.639451,98783677,2.65445200,98528430,11.033180,98528430,11.03996677,98655974,4.020789,4.02091216
17PR387D2,98843674,2.640498,99038939,2.65445000,98783685,11.249486,98783685,11.25032327,98911230,4.020693,4.02090871
17PR194,99073283,2.639764,99294187,2.65444800,99279180,11.302141,99279180,11.30545495,99166485,4.020637,4.02090567
17PR389D2,99515047,2.639813,99549449,2.65444600,99294195,11.013741,99294195,11.01081986,99421740,4.020572,4.02090278
17PR195,99768322,2.637211,99804697,2.65444300,99549450,10.973397,99549450,10.98243302,99676995,4.020499,4.02089897
17PR391D2,99946831,2.638389,100059937,2.65444100,99804705,11.505154,99804705,11.50539719,99932251,4.020484,4.02089777
17PR196,100111906,2.638212,100315157,2.65443900,100150050,11.185594,100150050,11.18579125,100187506,4.020482,4.02089467
17PR393D2,100388272,2.639528,100570441,2.65443700,100315215,11.066270,100315215,11.06754276,100442761,4.020450,4.02089007
17PR197,100693913,2.639089,100825667,2.65443500,100570470,11.053355,100570470,11.03871946,100698016,4.020308,4.02088827
17PR395D2,101034746,2.641022,101080961,2.65443300,100825725,11.130684,100825725,11.12501960,100953271,4.020325,4.02088385
17PR198,101260834,2.638852,101336233,2.65443100,101276175,11.057202,101276175,11.05961827,101208527,4.020226,4.02088080
17PR397D2,101352367,2.639342,101591467,2.65442900,101561460,11.018893,101561460,11.02692049,101463782,4.020086,4.02087812
17PR199,101621434,2.637634,101846741,2.65442700,101591490,11.034511,101591490,11.03811435,101719037,4.019969,4.02087351
19PR21D2,101991091,2.639018,102101971,2.65442500,101846745,11.632581,101846745,11.62837913,101974292,4.020150,4.02087467
17PR200,102196747,2.638929,102357239,2.65442300,102222120,11.086505,102222120,11.09441075,102229547,4.020195,4.02086918
17PR401D2,102382802,2.637417,102612481,2.65442100,102357255,11.012090,102357255,11.00986633,102484803,4.020251,4.02086658
17PR201,102817096,2.639161,102867757,2.65441900,102612510,11.142286,102612510,11.15129249,102740058,4.020200,4.02086126
17PR403D2,103122529,2.639256,103122997,2.65441800,102867765,11.356405,102867765,11.36102624,102995313,4.020207,4.02086148
17PR202,103320814,2.640236,103378271,2.65441600,103123020,11.083743,103123020,11.09324974,103250568,4.020181,4.02085713
17PR405D2,103389514,2.639476,103633477,2.65441400,103378275,10.976682,103378275,10.98230914,103505823,4.020174,4.02085543
17PR203,103821217,2.637721,103888783,2.65441200,103633530,11.382912,103633530,11.38905296,103761079,4.020096,4.02084975
17PR407D2,103945861,2.637746,104144009,2.65441000,103888785,11.298044,103888785,11.29607282,104016334,4.020201,4.02084909
17PR204,104239084,2.640232,104399293,2.65440800,104144040,10.983465,104144040,10.98228499,104271589,4.020235,4.02084607
17PR409D2,104612386,2.639666,104654549,2.65440600,104414310,11.067450,104414310,11.08629607,104526844,4.020285,4.02084156
17PR205,104680729,2.639588,104909803,2.65440400,104654550,11.262372,104654550,11.26386563,104782099,4.020282,4.02084070
17PR411D2,104983624,2.639516,105165059,2.65440200,104984880,11.420923,104984880,11.42062614,105037354,4.020304,4.02083808
17PR206,105392479,2.636846,105420311,2.65440000,105270165,11.168020,105270165,11.18102357,105292610,4.020273,4.02083244
17PR413D2,105589153,2.638582,105675569,2.65439800,105555450,11.201697,105555450,11.21296032,105547865,4.020220,4.02083193
17PR207,105751579,2.641308,105930787,2.65439600,105675570,11.503430,105675570,11.50520093,105803120,4.020049,4.02082828
17PR415D2,106101026,2.638222,106186037,2.65439400,106126020,11.276606,106126020,11.27738453,106058375,4.020086,4.02082488
17PR208,106267321,2.639040,106441273,2.65439200,106186080,10.983720,106186080,10.98222151,106313630,4.020065,4.02082245
17PR417D2,106519801,2.639658,106696589,2.65439100,106441335,11.066834,106441335,11.06237582,106568886,4.020043,4.02081848
19PR11,106738804,2.639706,106951841,2.65438900,106696590,11.612129,106696590,11.62821797,106824141,4.020139,4.02081818
17PR419D2,107167198,2.640604,107207099,2.65438700,107056950,11.149740,107056950,11.15801817,107079396,4.020272,4.02081317
17PR210,107225416,2.639657,107462339,2.65438500,107267160,11.151149,107267160,11.14369123,107334651,4.020427,4.02081102
17PR421D2,107655619,2.638636,107717609,2.65438300,107552445,11.306161,107552445,11.30518509,107589906,4.020306,4.02080712
17PR211,107972233,2.639745,107972863,2.65438100,107717610,11.027672,107717610,11.03472109,107845161,4.020204,4.02080705
17PR423D2,108107212,2.638805,108228083,2.65437900,107972865,11.224174,107972865,11.22621523,108100417,4.020108,4.02080156
17PR212,108237937,2.639201,108483373,2.65437800,108228120,11.196235,108228120,11.19749584,108355672,4.020163,4.02079980
17PR425D2,108679906,2.639922,108738611,2.65437600,108693585,10.992275,108693585,10.98860549,108610927,4.020202,4.02079663
17PR213,108743017,2.638278,108993883,2.65437400,108738630,11.141619,108738630,11.14130557,108866182,4.020317,4.02079362
17PR427D2,109080151,2.639030,109249139,2.65437200,108993885,11.164876,108993885,11.16827433,109121437,4.020447,4.02079113
17PR214,109485668,2.640213,109504363,2.65437000,109249140,11.091432,109249140,11.08672052,109376693,4.020449,4.02078989
17PR429D2,109695448,2.639208,109759627,2.65436800,109504395,10.984090,109504395,10.98212122,109631948,4.020426,4.02078446
17PR215,109966684,2.640010,110014873,2.65436600,109759650,11.246117,109759650,11.24997008,109887203,4.020498,4.02078450
17PR431D2,110067109,2.640378,110270117,2.65436500,110165055,11.186684,110165055,11.18547391,110142458,4.020315,4.02077933
17PR216,110442529,2.636421,110525407,2.65436300,110405295,11.159501,110405295,11.16723031,110397713,4.020195,4.02077860
17PR433D2,110725558,2.639394,110780641,2.65436100,110525415,11.016583,110690580,11.01608646,110652968,4.020160,4.02077251
17PR217,110996521,2.639285,111035923,2.65435900,110780670,11.365273,110780670,11.36077609,110908224,4.020229,4.02077296
17PR435D2,111052807,2.640713,111291161,2.65435700,111035925,11.395830,111035925,11.38881962,111163479,4.020348,4.02076836
17PR218,111443336,2.639024,111546433,2.65435600,111291180,11.093713,111291180,11.08470477,111418734,4.020298,4.02076536
