START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
(17#)335/2,85668334,2.637413,85765679,2.517038,4.671570e-02,0.000425,2.832353e+02
(17#)168,85894337,2.638894,86020871,2.517306,4.717061e-02,0.000424,2.867642e+02
(17#)337/2,86057368,2.638057,86276167,2.517577,4.674573e-02,0.000423,2.848227e+02
(17#)169,86277679,2.638048,86531429,2.517842,4.663706e-02,0.000422,2.848483e+02
(17#)339/2,86635817,2.639347,86786681,2.518105,4.702490e-02,0.000421,2.879857e+02
(17#)170,86986723,2.638438,87041951,2.518369,4.657561e-02,0.000420,2.858786e+02
(17#)341/2,87237119,2.638759,87297169,2.518632,4.659283e-02,0.000419,2.866993e+02
(19#)9,87336859,2.639474,87552457,2.518891,4.676093e-02,0.000417,2.891679e+02
(17#)343/2,87739513,2.640518,87807719,2.519150,4.705357e-02,0.000416,2.917500e+02
(17#)172,87907256,2.639516,88062899,2.519409,4.657122e-02,0.000415,2.894145e+02
(17#)345/2,88317857,2.637953,88318211,2.519664,4.587768e-02,0.000414,2.857222e+02
(17#)173,88332746,2.639604,88573477,2.519921,4.640135e-02,0.000413,2.897893e+02
(17#)347/2,88779079,2.639884,88828721,2.520173,4.640743e-02,0.000415,2.884602e+02
(17#)174,88877512,2.639661,89083993,2.520426,4.622256e-02,0.000414,2.880072e+02
(17#)349/2,89108666,2.637577,89339221,2.520677,4.533318e-02,0.000413,2.830508e+02
(17#)175,89533657,2.638480,89594503,2.520926,4.557670e-02,0.000412,2.853252e+02
(17#)351/2,89819974,2.638140,89849731,2.521175,4.534906e-02,0.000410,2.852805e+02
(17#)176,90020452,2.637408,90105013,2.521422,4.497359e-02,0.000409,2.835844e+02
