FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,Cbound,jitter
7657650,7912904,(17#)15,7657679,40486.174,7657650,167505.880,7912889,2.656802,7657650,10.99232835,7784231,62219.001811,4.024495532,7657679,2.583612,7657650,11.129210,7657679,2.366856,0.002731
7912905,8168159,(17#)31/2,7912907,41662.477,7912905,178317.080,8168117,2.656767,7912905,11.37122102,8039519,63997.712232,4.024446481,7912907,2.583956,7912905,11.507506,7912907,2.368050,0.002661
8168160,8423414,(17#)16,8168161,42834.459,8273265,184484.561,8388608,2.656738,8273265,11.31527384,8294805,65769.694993,4.024391304,8168161,2.584261,8273265,11.450556,8168161,2.369099,0.002595
8423415,8678669,(17#)33/2,8423419,44002.183,8580495,188127.484,8678669,2.656702,8580495,11.17655382,8550090,67535.397397,4.024343019,8423419,2.584531,8580495,11.304913,8423419,2.370015,0.002532
8678670,8933924,(17#)17,8678671,45165.755,8843835,195079.599,8933917,2.656671,8843835,11.28709838,8805372,69294.934205,4.024294820,8678671,2.584767,8843835,11.421487,8678671,2.370810,0.002473
8933925,9189179,(17#)35/2,8933927,46325.361,9129120,193887.154,9189157,2.656640,8933925,10.99163805,9060653,71048.543362,4.024248407,8933927,2.584974,8933925,11.126202,8933927,2.371490,0.002417
9189180,9444434,(17#)18,9189181,47481.109,9414405,199178.064,9444403,2.656611,9189180,10.99151340,9315933,72796.413405,4.024203276,9189181,2.585152,9189180,11.125789,9189181,2.372066,0.002364
9444435,9699689,(17#)37/2,9444437,48633.141,9444435,206962.377,9699667,2.656583,9444435,11.30543243,9571211,74538.721558,4.024158996,9444437,2.585305,9444435,11.439469,9444437,2.372545,0.002313
9699690,9954944,(19#),9699713,49781.656,9699690,218080.471,9954907,2.656556,9699690,11.63782117,9826488,76275.706350,4.024118938,9699713,2.585433,9699690,11.771678,9699713,2.372933,0.002265
9954945,10210199,(17#)39/2,9954949,50926.496,10015005,215736.870,10210177,2.656529,10015005,11.19467515,10081764,78007.410420,4.024076608,9954949,2.585539,10015005,11.328016,9954949,2.373236,0.002219
10210200,10465454,(17#)20,10210202,52068.031,10210200,215424.826,10465453,2.656503,10210200,10.99105142,10337039,79734.066019,4.024036120,10210219,2.585623,10210200,11.124630,10210219,2.373459,0.002175
10465455,10720709,(17#)41/2,10465474,53206.350,10705695,228149.447,10720709,2.656478,10465455,11.27276316,10592313,81455.833633,4.023998055,10465501,2.585688,10465455,11.406267,10465501,2.373609,0.002134
10720710,10975964,(17#)21,10720711,54341.304,10818885,228114.259,10975927,2.656453,10818885,11.06263557,10847586,83172.829651,4.023961188,10720711,2.585734,10818885,11.188690,10720711,2.373688,0.002093
10975965,11231219,(17#)43/2,10975967,55473.245,10975965,235111.381,11231219,2.656429,10975965,11.25880483,11102858,84885.143182,4.023923468,10975967,2.585763,10975965,11.392261,11231219,2.373653,0.002018
11231220,11486474,(17#)22,11231224,56602.207,11411400,235727.749,11486467,2.656406,11231220,10.99063902,11358130,86592.987894,4.023889078,11231243,2.585776,11231220,11.124120,11486467,2.373547,0.001983
11486475,11741729,(17#)45/2,11486506,57728.264,11696685,247062.535,11741729,2.656383,11696685,11.18938734,11613401,88296.351325,4.023851866,11486537,2.585773,11696685,11.322656,11741729,2.373384,0.001949
11741730,11996984,(17#)23,11741732,58851.248,11741730,255084.226,11996939,2.656361,11741730,11.51380315,11868671,89995.504290,4.023819057,11996939,2.585724,11741730,11.647419,11996939,2.373169,0.001916
11996985,12252239,(17#)47/2,11996987,59971.535,11996985,253638.477,12252197,2.656339,11996985,11.23458680,12123940,91690.457797,4.023786142,12252197,2.585679,11996985,11.368309,12252197,2.372905,0.001885
12252240,12507494,(17#)24,12252259,61089.192,12267255,257285.502,12507457,2.656318,12267255,11.17553522,12379209,93381.322101,4.023753468,12507457,2.585622,12267255,11.309059,12507457,2.372593,0.001854
12507495,12762749,(17#)49/2,12507503,62204.067,12507495,257361.309,12762727,2.656297,12507495,10.99017947,12634477,95068.201214,4.023721281,12762727,2.585554,12507495,11.124190,12762727,2.372235,0.001825
12762750,13018004,(17#)25,12762751,63316.365,12777765,264909.668,13018003,2.656277,12777765,11.10223274,12889745,96751.241780,4.023691740,13018003,2.585474,12777765,11.236070,13018003,2.371835,0.001797
13018005,13273259,(17#)51/2,13018009,64426.173,13123110,279157.917,13273207,2.656257,13123110,11.42865195,13145012,98430.414214,4.023659843,13273207,2.585383,13123110,11.562778,13273207,2.371393,0.001770
13273260,13528514,(17#)26,13273261,65533.478,13408395,277580.731,13528507,2.656238,13408395,11.15150189,13400279,100105.925252,4.023630572,13528507,2.585282,13408395,11.285879,13528507,2.370912,0.001744
13528515,13783769,(17#)53/2,13528517,66638.379,13528515,281113.858,13783751,2.656219,13528515,11.20533569,13655546,101777.800104,4.023601526,13783751,2.585171,13528515,11.340185,13783751,2.370394,0.001718
13783770,14039024,(17#)27,13783771,67740.904,13999755,282255.549,14039023,2.656200,13783770,10.98977014,13910812,103446.155171,4.023574143,14039023,2.585051,13783770,11.124879,14039023,2.369839,0.001694
14039025,14294279,(17#)55/2,14039044,68841.215,14159145,289062.523,14294261,2.656182,14159145,11.07016816,14166077,105110.968862,4.023544625,14294261,2.584922,14159145,11.205304,14294261,2.369250,0.001670
14294280,14549534,(17#)28,14294299,69939.141,14294280,289364.027,14549527,2.656165,14294280,10.98961822,14421342,106772.413994,4.023516850,14549527,2.584784,14294280,11.125298,14549527,2.368627,0.001647
14549535,14804789,(19#)3/2,14549558,71034.894,14549535,311185.522,14804767,2.656147,14549535,11.63598835,14676607,108430.609346,4.023492514,14804767,2.584638,14549535,11.771998,14804767,2.367973,0.001625
14804790,15060044,(17#)29,14804791,72128.342,14804790,309474.555,15060043,2.656130,14804790,11.39648985,14931872,110085.451666,4.023465227,15060043,2.584485,14804790,11.532808,15060043,2.367287,0.001603
15060045,15315299,(17#)59/2,15060047,73219.768,15060045,308252.184,15315281,2.656113,15060045,11.18219804,15187136,111737.152319,4.023440403,15315281,2.584323,15060045,11.318859,15315281,2.366572,0.001582
15315300,15570554,(17#)30,15315347,74309.293,15315300,307444.489,15570553,2.656097,15315300,10.98933202,15442400,113385.689292,4.023414929,15570553,2.584154,15315300,11.126350,15570553,2.365827,0.001562
15570555,15825809,(17#)61/2,15570559,75396.395,15570555,317230.144,15825787,2.656080,15570555,11.17552253,15697663,115031.123373,4.023388865,15825787,2.583978,15570555,11.312913,15825787,2.365055,0.001542
15825810,16081064,(17#)31,15825814,76481.682,15825810,327344.680,16081027,2.656065,15825810,11.36813472,15952926,116673.627884,4.023366192,16081027,2.583795,15825810,11.505911,16081027,2.364256,0.001523
16081065,16336319,(17#)63/2,16081066,77564.975,16231215,324831.879,16336301,2.656049,16231215,11.03270054,16208190,118313.149343,4.023343027,16336301,2.583606,16231215,11.170695,16336301,2.363431,0.001505
16336320,16591574,(17#)32,16336322,78646.350,16546530,338746.332,16591571,2.656034,16546530,11.31222057,16463452,119949.680578,4.023317357,16591571,2.583410,16546530,11.450749,16591571,2.362581,0.001486
16591575,16846829,(17#)65/2,16591591,79725.872,16831815,337413.046,16777216,2.656022,16831815,11.09951430,16718715,121583.479392,4.023296073,16846811,2.583207,16831815,11.238525,16846811,2.361706,0.001469
16846830,17102084,(17#)33,16846838,80803.455,16846830,334313.915,17102077,2.656004,16846830,10.98894081,16973977,123214.391219,4.023272291,17102077,2.582999,16846830,11.128390,17102077,2.360808,0.001452
17102085,17357339,(17#)67/2,17102086,81879.201,17160990,345501.636,17357339,2.655989,17160990,11.17355234,17229239,124842.575651,4.023249687,17357339,2.582785,17160990,11.303848,17357339,2.359886,0.001435
17357340,17612594,(17#)34,17357342,82953.181,17402385,347249.735,17612593,2.655975,17402385,11.09289016,17484501,126468.068014,4.023227822,17612593,2.582565,17402385,11.232909,17612593,2.358942,0.001419
17612595,17867849,(17#)69/2,17612597,84025.377,17612595,364198.825,17867827,2.655961,17612595,11.51203424,17739763,128090.986582,4.023208921,17867827,2.582340,17612595,11.652866,17867827,2.357976,0.001403
17867850,18123104,(17#)35,17867854,85095.861,17867850,352073.273,18123097,2.655947,17867850,10.98870166,17995024,129711.100308,4.023184349,18123097,2.582109,17867850,11.130016,18123097,2.356988,0.001388
18123105,18378359,(17#)71/2,18123113,86164.624,18123105,361661.692,18378337,2.655933,18123105,11.14789999,18250286,131328.826213,4.023165771,18378337,2.581873,18123105,11.289708,18378337,2.355980,0.001373
18378360,18633614,(17#)36,18378362,87231.682,18543525,361088.283,18633599,2.655920,18378360,10.98858778,18505547,132943.905217,4.023143850,18633599,2.581632,18378360,11.130899,18633599,2.354951,0.001358
18633615,18888869,(17#)73/2,18633617,88297.091,18633615,370463.337,18888851,2.655907,18633615,11.14330023,18760808,134556.577045,4.023124670,18888851,2.581386,18633615,11.286126,18888851,2.353902,0.001344
18888870,19144124,(17#)37,18888871,89360.877,18888870,380282.738,19144117,2.655894,18888870,11.30243394,19016069,136166.763788,4.023104661,19144117,2.581136,18888870,11.445784,19144117,2.352834,0.001330
19144125,19399379,(17#)75/2,19144127,90423.068,19144125,374113.973,19399379,2.655881,19144125,10.98842351,19271329,137774.482396,4.023083246,19399379,2.580880,19144125,11.132307,19399379,2.351747,0.001316
19399380,19654634,(19#)2,19399411,91483.797,19399380,400766.957,19654597,2.655868,19399380,11.63474511,19526590,139379.999988,4.023067096,19654597,2.580620,19399380,11.779195,19654597,2.350641,0.001303
19654635,19909889,(17#)77/2,19654637,92542.731,19684665,398702.626,19909867,2.655856,19684665,11.42692104,19781850,140982.973682,4.023045222,19909867,2.580355,19684665,11.571502,19909867,2.349517,0.001290
19909890,20165144,(17#)39,19909898,93600.290,20030010,396525.596,20165143,2.655843,20030010,11.19172844,20037111,142583.786100,4.023027635,20165143,2.580086,20030010,11.337044,20165143,2.348375,0.001277
20165145,20420399,(17#)79/2,20165149,94656.280,20165145,396714.403,20420377,2.655831,20165145,11.13091974,20292371,144182.303606,4.023009496,20420377,2.579812,20165145,11.277032,20420377,2.347216,0.001265
20420400,20675654,(17#)40,20420404,95710.830,20420400,395991.329,20675653,2.655819,20420400,10.98816551,20547631,145778.581243,4.022991432,20675653,2.579535,20420400,11.134857,20675653,2.346039,0.001252
20675655,20930909,(17#)81/2,20675663,96763.895,20825805,405578.831,20930909,2.655807,20825805,11.06091644,20802891,147372.591225,4.022971812,20930909,2.579253,20825805,11.208060,20930909,2.344846,0.001241
20930910,21186164,(17#)41,20930948,97815.662,21111090,416333.483,21186149,2.655796,20930910,11.26981269,21058150,148964.575543,4.022956362,21186149,2.578967,20930910,11.417689,21186149,2.343635,0.001229
21186165,21441419,(17#)83/2,21186166,98865.704,21411390,419483.426,21441383,2.655784,21411390,11.16389333,21313410,150554.282928,4.022937419,21441383,2.578677,21411390,11.312394,21441418,2.342409,0.001218
21441420,21696674,(17#)42,21441421,99914.495,21637770,419441.243,21696629,2.655773,21637770,11.05975241,21568669,152141.978484,4.022921319,21696629,2.578383,21637770,11.197727,21696629,2.341166,0.001206
21696675,21951929,(17#)85/2,21696707,100962.039,21696675,417717.127,21951929,2.655762,21696675,10.98792508,21823929,153727.485112,4.022902583,21951929,2.578085,21696675,11.137640,21951929,2.339908,0.001196
21951930,22207184,(17#)43,21951931,102007.966,21951930,432338.845,22207153,2.655751,21951930,11.25587597,22079188,155310.995634,4.022885560,22207153,2.577784,21951930,11.406220,22207153,2.338634,0.001185
22207185,22462439,(17#)87/2,22207189,103052.687,22207185,442158.777,22462411,2.655740,22207185,11.39479014,22334447,156892.555673,4.022870644,22462411,2.577478,22207185,11.545771,22462438,2.337344,0.001174
22462440,22717694,(17#)44,22462459,104096.129,22537515,434345.283,22717687,2.655729,22537515,11.04863189,22589706,158472.070240,4.022854676,22717687,2.577169,22537515,11.199928,22717687,2.336039,0.001164
22717695,22972949,(17#)89/2,22717703,105138.155,22717695,439995.636,22972931,2.655719,22717695,11.11403984,22844965,160049.531343,4.022836843,22972931,2.576857,22717695,11.266317,22972931,2.334720,0.001154
22972950,23228204,(17#)45,22972951,106178.905,23130030,443741.964,23228143,2.655708,23130030,11.03224811,23100224,161625.197153,4.022822980,23228143,2.576540,23130030,11.173319,23228143,2.333386,0.001144
23228205,23483459,(17#)91/2,23228237,107218.533,23393370,454462.025,23483459,2.655698,23393370,11.18650014,23355483,163198.743370,4.022804370,23483459,2.576221,23393370,11.340002,23483459,2.332036,0.001135
23483460,23738714,(17#)46,23483464,108256.699,23483460,469226.688,23738711,2.655688,23483460,11.51083369,23610742,164770.652381,4.022792322,23738711,2.575897,23483460,11.665113,23738711,2.330673,0.001125
23738715,23993969,(17#)93/2,23738717,109293.653,23738715,467781.347,23993911,2.655678,23738715,11.36645350,23866001,166340.398268,4.022773359,23993911,2.575571,23738715,11.521413,23993911,2.329295,0.001116
23993970,24249224,(17#)47,23993974,110329.441,23993970,466617.892,24249217,2.655668,23993970,11.23169731,24121259,167908.513461,4.022759884,24249217,2.575241,23993970,11.387346,24249217,2.327903,0.001107
24249225,24504479,(19#)5/2,24249229,111363.989,24249225,487857.556,24504479,2.655658,24249225,11.63381159,24376518,169474.792345,4.022746301,24504479,2.574907,24249225,11.790183,24504479,2.326497,0.001098
24504480,24759734,(17#)48,24504503,112397.426,24534510,473380.365,24759733,2.655648,24534510,11.17266909,24631776,171039.062474,4.022728057,24759733,2.574570,24534510,11.329237,24759733,2.325078,0.001089
24759735,25014989,(17#)97/2,24759737,113429.517,24819795,484136.850,25014989,2.655638,24819795,11.31055701,24887035,172601.804995,4.022715983,25014989,2.574231,24819795,11.467913,25014989,2.323645,0.001081
25014990,25270244,(17#)49,25014991,114460.519,25210185,474905.845,25270243,2.655629,25014990,10.98736783,25142293,174162.639627,4.022700626,25050019,2.574184,25014990,11.145840,25050019,2.323447,0.001079
25270245,25525499,(17#)99/2,25270253,115490.398,25390365,481776.843,25525477,2.655619,25390365,11.03188334,25397551,175721.812782,4.022687249,25270253,2.574742,25390365,11.188189,25270253,2.325650,0.001072
25525500,25780754,(17#)50,25525502,116519.092,25741485,493843.355,25780709,2.655610,25741485,11.17191670,25652810,177279.166690,4.022671759,25525529,2.575379,25741485,11.314184,25525502,2.328160,0.001064
25780755,26036009,(17#)101/2,25780756,117546.678,25780755,491246.896,26036009,2.655601,25780755,11.09823335,25908068,178834.919134,4.022658664,25780763,2.576004,25780755,11.253217,25780763,2.330623,0.001056
26036010,26291264,(17#)51,26036018,118573.162,26246220,513796.799,26291263,2.655592,26246220,11.42574589,26163326,180388.912810,4.022643959,26036039,2.576618,26246220,11.577976,26036018,2.333042,0.001048
26291265,26546519,(17#)103/2,26291267,119598.490,26531505,512218.446,26546491,2.655583,26531505,11.28243356,26418584,181941.335154,4.022631407,26291267,2.577220,26531505,11.433357,26291267,2.335418,0.001040
26546520,26801774,(17#)52,26546521,120622.757,26546520,499061.411,26801767,2.655574,26546520,10.98713805,26673842,183491.993238,4.022616319,26546521,2.577812,26546520,11.138557,26546521,2.337752,0.001032
26801775,27057029,(17#)105/2,26801783,121645.978,26816790,510948.678,27057011,2.655565,26816790,11.14867405,26929100,185041.111425,4.022603243,26801783,2.578393,26816790,11.298319,26801783,2.340045,0.001025
27057030,27312284,(17#)53,27057034,122668.098,27057030,517475.106,27312283,2.655556,27057030,11.20249741,27184357,186588.637985,4.022590619,27057049,2.578964,27057030,11.351644,27057034,2.342298,0.001017
27312285,27567539,(17#)107/2,27312286,123689.157,27312285,516621.991,27567511,2.655548,27312285,11.09166707,27439615,188134.586118,4.022578342,27312301,2.579526,27312285,11.239706,27312286,2.344512,0.001010
27567540,27822794,(17#)54,27567542,124709.190,27672645,519307.742,27822793,2.655539,27672645,11.02099384,27694873,189678.786721,4.022562468,27567559,2.580077,27672645,11.166946,27567542,2.346689,0.001003
27822795,28078049,(17#)109/2,27822799,125728.185,27822795,525045.944,28078031,2.655531,27822795,11.08963953,27950131,191221.750343,4.022553458,27822799,2.580619,27822795,11.235521,27822799,2.348828,0.000995
28078050,28333304,(17#)55,28078051,126746.149,28318290,532227.091,28333303,2.655522,28318290,11.06738020,28205388,192762.877631,4.022538294,28078051,2.581153,28318290,11.210657,28078051,2.350932,0.000988
28333305,28588559,(17#)111/2,28333307,127763.118,28333305,543706.682,28588537,2.655514,28333305,11.30079923,28460646,194302.543801,4.022524578,28333307,2.581677,28333305,11.444594,28333307,2.353001,0.000982
28588560,28843814,(17#)56,28588579,128779.152,28813785,537947.183,28843783,2.655506,28813785,11.01620048,28715903,195840.838320,4.022513769,28588579,2.582192,28813785,11.157545,28588579,2.355036,0.000975
28843815,29099069,(17#)113/2,28843816,129794.092,28843815,541844.381,29099069,2.655498,28843815,11.08580033,28971161,197377.514226,4.022500451,28843847,2.582699,28843815,11.227577,28843834,2.357038,0.000968
29099070,29354324,(19#)3,29099101,130808.173,29099070,573037.189,29354323,2.655490,29099070,11.63306795,29226418,198912.823090,4.022489462,29099101,2.583198,29099070,11.773887,29099101,2.359007,0.000962
29354325,29609579,(17#)115/2,29354327,131821.086,29354325,571364.145,29609561,2.655482,29354325,11.50993187,29481676,200446.541031,4.022475959,29354327,2.583689,29354325,11.649757,29354327,2.360944,0.000955
29609580,29864834,(17#)58,29609582,132833.164,29609580,569935.201,29864803,2.655474,29609580,11.39363579,29736933,201979.021480,4.022466738,29609599,2.584172,29609580,11.532506,29609582,2.362851,0.000949
29864835,30120089,(17#)117/2,29864837,133844.274,30045015,567023.885,30120061,2.655466,30045015,11.19012154,29992190,203509.766719,4.022451588,29864837,2.584647,30045015,11.326831,29864837,2.364728,0.000943
30120090,30375344,(17#)59,30120094,134854.470,30120090,567731.717,30375337,2.655458,30120090,11.17940367,30247448,205039.437409,4.022443323,30120113,2.585115,30120090,11.316412,30120094,2.366576,0.000937
30375345,30630599,(17#)119/2,30375353,135863.724,30525495,565759.406,30630599,2.655451,30525495,11.00968576,30502705,206567.391988,4.022429025,30375353,2.585575,30525495,11.144715,30375353,2.368395,0.000930
30630600,30885854,(17#)60,30630619,136872.094,30630600,566290.695,30885853,2.655443,30630600,10.98659165,30757962,208094.148388,4.022418584,30630619,2.586029,30630600,11.121795,30630619,2.370186,0.000924
