START,n_1,C_max,Npred_1,Cpred_max,Lambda_max
11PR187D2,215985,10.120296,215985,10.095778,2.425630e-03
11PR94,217140,9.669040,217140,9.675082,-6.247097e-04
11PR189D2,218295,9.584691,218295,9.464719,1.259610e-02
11PR95,219450,9.972499,219450,10.021431,-4.894664e-03
11PR191D2,220605,9.681749,220605,9.514727,1.740175e-02
11PR96,221760,9.464542,221760,9.464613,-7.574559e-06
11PR193D2,222915,9.518735,223860,9.530736,-1.259930e-03
11PR97,224070,9.642852,224070,9.564172,8.192869e-03
13PR15D2,225225,10.386511,225225,10.324921,5.947503e-03
11PR98,226380,9.517374,226380,9.464475,5.573649e-03
11PR197D2,227535,9.543793,227535,9.512977,3.234169e-03
11PR99,229425,9.326458,228690,9.464409,-1.468300e-02
11PR199D2,229845,9.513749,229845,9.512418,1.398863e-04
11PR100,232050,10.035155,232050,9.911716,1.237697e-02
11PR201D2,232155,9.673694,232155,9.609912,6.615125e-03
11PR101,233415,9.988605,233415,9.838793,1.511190e-02
11PR203D2,234465,9.904145,234465,9.814771,9.064893e-03
11PR102,235620,10.006261,235620,10.095156,-8.844799e-03
11PR205D2,236775,9.696311,236775,9.706848,-1.086081e-03
11PR103,237930,9.615567,237930,9.557850,6.020494e-03
11PR207D2,239085,9.851214,239085,9.914786,-6.432446e-03
13PR8,240240,10.373704,240240,10.324452,4.759072e-03
11PR209D2,241395,10.115740,241395,10.020758,9.433954e-03
11PR105,242550,9.507377,242550,9.464019,4.570915e-03
11PR211D2,244335,9.436526,243705,9.509270,-7.679148e-03
11PR106,244860,9.572942,244860,9.649523,-7.967866e-03
11PR213D2,246015,9.602910,246015,9.601082,1.903073e-04
11PR107,247170,9.447924,247170,9.554027,-1.116772e-02
11PR215D2,248325,9.614912,248325,9.694690,-8.263031e-03
11PR108,249480,9.525514,249480,9.463832,6.496468e-03
11PR217D2,250635,9.811819,250635,9.790140,2.211952e-03
11PR109,252525,9.688881,252525,9.557162,1.368809e-02
11PR219D2,252945,9.538312,253890,9.612053,-7.701273e-03
11PR110,254100,9.445794,254100,9.463712,-1.895126e-03
17PRD2,255255,10.988793,255255,11.012285,-2.135456e-03
13PR9,270270,10.226055,270270,10.323613,-9.494890e-03
13PR19D2,285285,10.849216,285285,10.930481,-7.462572e-03
13PR10,300300,10.240623,300300,10.322874,-7.999758e-03
13PR21D2,315315,10.316683,315315,10.322537,-5.672957e-04
13PR11,330330,10.393438,330330,10.322220,6.875825e-03
13PR23D2,345345,10.823075,345345,10.813437,8.909163e-04
13PR12,373065,10.606476,373065,10.685683,-7.439997e-03
13PR25D2,375375,10.254650,375375,10.321356,-6.483903e-03
13PR13,390390,10.231377,390390,10.321096,-8.730727e-03
13PR27D2,405405,10.260722,405405,10.320846,-5.842557e-03
13PR14,420420,10.366435,420420,10.320606,4.430659e-03
13PR29D2,435435,10.808231,435435,10.702613,9.819997e-03
13PR15,451605,10.436300,451605,10.571319,-1.285450e-02
13PR31D2,465465,10.580979,465465,10.675806,-8.922100e-03
13PR16,480480,10.362928,480480,10.319741,4.176077e-03
13PR33D2,504735,10.409483,504735,10.492863,-7.978079e-03
17PR,510510,11.026899,510510,11.007313,1.777829e-03
13PR35D2,533715,10.416925,533715,10.378040,3.739837e-03
13PR18,540540,10.269105,540540,10.318994,-4.846449e-03
13PR37D2,555555,10.602533,555555,10.613646,-1.047625e-03
13PR19,570570,10.952643,570570,10.925636,2.468771e-03
13PR39D2,596505,10.294235,585585,10.318495,-2.353918e-03
13PR20,608685,10.472163,608685,10.436856,3.377188e-03
13PR41D2,615615,10.612046,615615,10.582754,2.764062e-03
13PR21,636405,10.435571,636405,10.385420,4.817388e-03
13PR43D2,645645,10.621106,645645,10.569550,4.865946e-03
13PR22,660660,10.350167,660660,10.317754,3.136617e-03
13PR45D2,680295,10.361632,680295,10.359432,2.123260e-04
13PR23,690690,10.755350,690690,10.808794,-4.956685e-03
13PR47D2,705705,10.426595,705705,10.546630,-1.144660e-02
13PR24,726495,10.308325,726495,10.376136,-6.556654e-03
13PR49D2,746130,10.671802,746130,10.681152,-8.757009e-04
13PR25,750750,10.251097,750750,10.316985,-6.406776e-03
17PR3D2,765765,10.999099,765765,11.004658,-5.052155e-04
