START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
(7#)3,631,2.111378,643,0.689169,1.119610e+00,1.991297,7.142124e-01
(5#)43/2,649,2.329513,659,0.700102,1.202188e+00,1.980483,8.227342e-01
(5#)22,661,1.788981,661,0.709515,9.248198e-01,1.969307,5.481451e-01
(5#)45/2,677,2.010889,677,0.719438,1.027862e+00,1.958892,6.592763e-01
(5#)23,697,2.216917,701,0.727436,1.114347e+00,1.930320,7.716239e-01
(5#)47/2,706,1.706515,719,0.737845,8.384748e-01,1.944446,4.981727e-01
(5#)24,734,2.135493,733,0.747155,1.050180e+00,1.935113,7.174454e-01
(7#)7/2,743,2.355865,739,0.753255,1.140259e+00,1.631199,9.824736e-01
(5#)25,751,2.338294,761,0.759135,1.124997e+00,1.920230,8.223801e-01
(5#)51/2,766,2.072834,773,0.767809,9.931310e-01,1.914462,6.816667e-01
(5#)26,788,1.806384,787,0.775537,8.455266e-01,1.906633,5.406636e-01
(5#)53/2,802,1.784236,797,0.780023,8.274222e-01,1.901396,5.281451e-01
(5#)27,821,1.976976,823,0.785518,9.229803e-01,1.894202,6.290026e-01
(5#)55/2,839,2.379710,839,0.791782,1.100448e+00,1.889440,8.404226e-01
(7#)4,841,2.159749,853,0.801559,9.911887e-01,1.884215,7.208254e-01
(5#)57/2,859,1.914982,859,0.802963,8.691549e-01,1.855966,5.991591e-01
(5#)29,883,2.295458,883,0.809733,1.041983e+00,1.868241,7.952534e-01
(5#)59/2,886,2.287381,887,0.812758,1.034729e+00,1.868503,7.892002e-01
(5#)30,904,2.050129,911,0.818947,9.176386e-01,1.862926,6.608862e-01
(5#)61/2,919,1.825774,919,0.822484,7.974303e-01,1.859357,5.395898e-01
(5#)31,943,1.991920,941,0.827750,8.781431e-01,1.854233,6.278445e-01
(7#)9/2,958,2.164457,953,0.830251,9.581967e-01,1.850438,7.210217e-01
(5#)32,967,1.761041,971,0.835403,7.457461e-01,1.846293,5.013495e-01
(5#)65/2,982,1.933461,977,0.838050,8.359892e-01,1.843370,5.942437e-01
(5#)33,997,2.106150,997,0.841179,9.178124e-01,1.839049,6.878397e-01
(5#)67/2,1009,1.898450,1019,0.845414,8.089666e-01,1.836413,5.734200e-01
(5#)34,1024,2.252124,1024,0.846560,9.784480e-01,1.808466,7.772134e-01
(5#)69/2,1048,2.030676,1039,0.851495,8.691304e-01,1.830079,6.443334e-01
(7#)5,1063,2.195023,1063,0.853835,9.442098e-01,1.827324,7.339629e-01
(5#)71/2,1072,2.361462,1069,0.857344,1.013197e+00,1.821146,8.259184e-01
(5#)36,1094,2.506504,1093,0.860320,1.069340e+00,1.821003,9.039985e-01
(5#)73/2,1109,1.952088,1097,0.862150,8.172256e-01,1.819110,5.991600e-01
(5#)37,1123,2.110511,1123,0.865311,8.915964e-01,1.816078,6.856534e-01
(5#)75/2,1126,2.104611,1129,0.867104,8.867270e-01,1.814295,6.820870e-01
(5#)38,1147,2.252003,1153,0.870041,9.510350e-01,1.811637,7.628250e-01
(11#)/2,1244,2.122683,1259,0.871626,8.900757e-01,1.799985,6.950375e-01
(7#)6,1319,1.723241,1361,0.883567,6.679950e-01,1.764931,4.757546e-01
(7#)13/2,1402,1.647631,1459,0.889137,6.168424e-01,1.784594,4.250233e-01
(7#)7,1489,1.865276,1571,0.892463,7.371793e-01,1.786976,5.443906e-01
(7#)15/2,1676,2.104753,1669,0.891113,8.594822e-01,1.788933,6.784156e-01
(7#)8,1774,2.019039,1783,0.886436,8.231680e-01,1.792594,6.318235e-01
(7#)17/2,1849,2.204669,1889,0.880253,9.181233e-01,1.798631,7.363467e-01
(7#)9,1966,1.989272,1993,0.872449,8.242198e-01,1.805978,6.184034e-01
(7#)19/2,2029,1.715762,2048,0.862935,6.872732e-01,1.815142,4.698404e-01
(7#)10,2104,2.003507,2203,0.852379,8.546232e-01,1.825357,6.306317e-01
(7#)21/2,2287,1.989104,2309,0.840498,8.614450e-01,1.837023,6.252540e-01
(11#),2347,2.156625,2411,0.827898,9.574098e-01,1.849428,7.184529e-01
(7#)23/2,2447,2.190317,2503,0.823250,9.785416e-01,1.785320,7.657266e-01
(7#)12,2623,2.363446,2621,0.855474,1.016220e+00,1.775215,8.494588e-01
(7#)25/2,2633,2.168203,2729,0.904725,8.740230e-01,1.732243,7.293884e-01
(7#)13,2809,2.065835,2833,0.944972,7.821345e-01,1.686087,6.647717e-01
(7#)27/2,2909,2.274897,2939,0.985982,8.360520e-01,1.652993,7.797462e-01
(7#)14,2974,2.064698,3041,1.025505,6.997988e-01,1.616363,6.429206e-01
(7#)29/2,3076,1.845344,3137,1.060658,5.537762e-01,1.582700,4.957895e-01
(7#)15,3221,2.107297,3253,1.097042,6.527886e-01,1.550012,6.517724e-01
(7#)31/2,3334,2.210551,3359,1.125909,6.746511e-01,1.519859,7.136465e-01
(7#)16,3386,2.340982,3463,1.155972,7.056290e-01,1.490480,7.950526e-01
(11#)3/2,3559,2.029695,3559,1.185002,5.381411e-01,1.415150,5.968929e-01
(7#)17,3571,2.249487,3673,1.212110,6.183395e-01,1.422108,7.294643e-01
(7#)35/2,3769,1.943543,3779,1.238444,4.506568e-01,1.428940,4.934420e-01
(7#)18,3799,2.075010,3881,1.265792,4.942680e-01,1.437090,5.630949e-01
(7#)37/2,3964,2.216472,3989,1.287380,5.433076e-01,1.445058,6.429444e-01
(7#)19,4051,2.044491,4093,1.310952,4.443953e-01,1.453295,5.047420e-01
(7#)39/2,4153,2.340594,4096,1.330601,5.647740e-01,1.461820,6.909148e-01
(7#)20,4282,2.220909,4297,1.351740,4.965239e-01,1.470609,5.910266e-01
(7#)41/2,4393,2.306710,4409,1.372500,5.191884e-01,1.479042,6.316318e-01
(7#)21,4486,2.143577,4513,1.392082,4.316755e-01,1.488303,5.049341e-01
(7#)43/2,4603,2.102361,4603,1.409185,4.000495e-01,1.490815,4.649645e-01
(11#)2,4651,2.085780,4723,1.426629,3.798286e-01,1.499735,4.395116e-01
(7#)45/2,4801,1.856187,4817,1.444055,2.510693e-01,1.510170,2.729044e-01
(7#)23,4909,2.178086,4933,1.459875,4.000957e-01,1.373774,5.228014e-01
(7#)47/2,4987,2.151973,5039,1.475787,3.771937e-01,1.374037,4.921163e-01
(7#)24,5086,2.176695,5119,1.491689,3.778986e-01,1.374468,4.983790e-01
(7#)49/2,5242,2.126897,5237,1.505578,3.454872e-01,1.375363,4.517491e-01
(7#)25,5308,2.217466,5351,1.520944,3.770339e-01,1.376226,5.061102e-01
(7#)51/2,5416,1.965120,5449,1.535259,2.468542e-01,1.377363,3.120898e-01
(7#)26,5557,2.301782,5563,1.547323,3.971573e-01,1.378581,5.472722e-01
(7#)53/2,5596,2.182571,5669,1.559703,3.360081e-01,1.379939,4.513736e-01
(7#)27,5728,2.248387,5749,1.572731,3.573995e-01,1.381597,4.890399e-01
(11#)5/2,5857,2.159168,5879,1.581643,3.112588e-01,1.383371,4.174766e-01
(7#)28,5906,2.349289,5981,1.570254,4.028753e-01,1.385158,5.624160e-01
(7#)57/2,6038,2.309643,6089,1.562082,3.910734e-01,1.387268,5.388728e-01
(7#)29,6131,2.233345,6173,1.576667,3.481873e-01,1.389390,4.726376e-01
(7#)59/2,6218,2.356115,6299,1.588981,3.939211e-01,1.391700,5.512208e-01
(7#)30,6353,2.124621,6397,1.612858,2.755857e-01,1.393753,3.671834e-01
(7#)61/2,6421,2.298798,6469,1.626757,3.457979e-01,1.394457,4.819374e-01
(7#)31,6568,2.399779,6607,1.647009,3.764157e-01,1.396873,5.388965e-01
(7#)63/2,6719,2.265862,6719,1.658014,3.123348e-01,1.399910,4.342051e-01
(7#)32,6791,2.430712,6823,1.677958,3.706066e-01,1.402395,5.367632e-01
(7#)65/2,6863,2.365471,6917,1.686440,3.383574e-01,1.405288,4.831970e-01
(11#)3,7024,2.323062,7027,1.695915,3.146637e-01,1.408246,4.453391e-01
(7#)67/2,7108,2.390305,7129,1.703954,3.384695e-01,1.411338,4.863123e-01
(7#)34,7219,2.055910,7243,1.712646,1.826790e-01,1.414357,2.426997e-01
(7#)69/2,7246,2.136908,7349,1.720284,2.168705e-01,1.417777,2.938572e-01
(7#)35,7351,2.199762,7451,1.728153,2.412960e-01,1.420973,3.318916e-01
(7#)71/2,7522,2.372402,7559,1.735998,3.123205e-01,1.424582,4.467303e-01
(7#)36,7561,2.321013,7649,1.743494,2.861126e-01,1.428107,4.043948e-01
(7#)73/2,7727,2.199214,7759,1.751094,2.278593e-01,1.432249,3.128786e-01
(7#)37,7846,2.336977,7873,1.759020,2.841014e-01,1.435965,4.024868e-01
(7#)75/2,7951,2.232082,7963,1.765228,2.346549e-01,1.439573,3.243003e-01
(7#)38,8062,2.328303,8081,1.772836,2.725592e-01,1.442879,3.849713e-01
(11#)7/2,8116,2.236375,8179,1.778848,2.288903e-01,1.446996,3.161909e-01
(7#)39,8224,2.292547,8192,1.785203,2.501313e-01,1.451386,3.495583e-01
(7#)79/2,8311,2.234912,8389,1.791908,2.209209e-01,1.455471,3.043716e-01
(7#)40,8429,2.249292,8501,1.798622,2.235947e-01,1.459627,3.087570e-01
(7#)81/2,8599,2.329117,8609,1.804736,2.550749e-01,1.464054,3.581705e-01
(7#)41,8614,2.287560,8713,1.811058,2.335745e-01,1.467522,3.246984e-01
(7#)83/2,8777,2.179478,8819,1.816468,1.821914e-01,1.472496,2.465270e-01
(7#)42,8839,2.279660,8923,1.822120,2.240257e-01,1.476498,3.098819e-01
(7#)85/2,9014,2.281605,9029,1.827967,2.216747e-01,1.480971,3.063112e-01
(7#)43,9091,2.412999,9133,1.833905,2.744228e-01,1.486165,3.896566e-01
(7#)87/2,9173,2.323530,9239,1.838894,2.339233e-01,1.490554,3.251382e-01
(11#)4,9283,2.301998,9343,1.844199,2.217324e-01,1.495230,3.061730e-01
(7#)89/2,9349,2.396602,9439,1.849601,2.590820e-01,1.499493,3.647906e-01
(7#)45,9511,2.294051,9551,1.855090,2.123860e-01,1.504739,2.917190e-01
(7#)91/2,9649,2.163663,9649,1.860483,1.509665e-01,1.509104,2.009007e-01
(7#)46,9748,2.284701,9749,1.864620,2.031779e-01,1.513760,2.775083e-01
(7#)93/2,9817,2.375649,9829,1.869522,2.395879e-01,1.518716,3.332598e-01
(7#)47,9941,2.284239,9973,1.874255,1.978217e-01,1.524656,2.689026e-01
(7#)95/2,10078,2.360845,10079,1.879734,2.278893e-01,1.528990,3.146594e-01
(7#)48,10174,2.343381,10181,1.883992,2.182018e-01,1.533850,2.995006e-01
(7#)97/2,10273,2.292671,10289,1.888396,1.939897e-01,1.539250,2.626441e-01
(7#)49,10369,2.243034,10391,1.892964,1.696856e-01,1.545204,2.265526e-01
(11#)9/2,10462,2.194423,10499,1.897026,1.456317e-01,1.549713,1.919046e-01
(7#)50,10501,2.449522,10601,1.901209,2.534029e-01,1.555039,3.526040e-01
(7#)101/2,10687,2.319381,10709,1.905458,1.965779e-01,1.560138,2.653118e-01
(7#)51,10786,2.430362,10799,1.909568,2.411632e-01,1.565520,3.326652e-01
(7#)103/2,10883,2.318296,10909,1.914225,1.915196e-01,1.570990,2.572079e-01
(7#)52,11023,2.452351,11003,1.918278,2.456192e-01,1.576750,3.387176e-01
(7#)105/2,11054,2.258518,11087,1.921645,1.615273e-01,1.582273,2.129045e-01
(7#)53,11197,2.391314,11213,1.925490,2.166625e-01,1.587887,2.933609e-01
(7#)107/2,11272,2.131467,11329,1.929418,9.959207e-02,1.594040,1.267528e-01
(7#)54,11353,2.334737,11443,1.933423,1.886072e-01,1.598911,2.509921e-01
(7#)109/2,11461,2.347919,11549,1.936802,1.924912e-01,1.605456,2.560749e-01
(11#)5,11593,2.296655,11633,1.940408,1.685555e-01,1.610403,2.212161e-01
(7#)111/2,11749,2.392249,11743,1.939189,2.099641e-01,1.616493,2.802734e-01
(7#)56,11839,2.348206,11863,1.933525,1.943069e-01,1.623191,2.554727e-01
(7#)113/2,11932,2.392674,11969,1.935749,2.119172e-01,1.626188,2.809792e-01
(7#)57,11971,2.386736,12073,1.945945,2.041790e-01,1.614632,2.729978e-01
(7#)115/2,12101,2.395745,12163,1.954194,2.037164e-01,1.606353,2.748779e-01
(7#)58,12281,2.223656,12281,1.961413,1.254876e-01,1.597277,1.641813e-01
(7#)117/2,12326,2.217079,12347,1.964482,1.209620e-01,1.587441,1.591221e-01
(7#)59,12422,2.346659,12491,1.967602,1.761771e-01,0.701823,5.401034e-01
(7#)119/2,12574,2.295932,12589,1.970818,1.526902e-01,0.698587,4.653880e-01
(7#)60,12671,2.225896,12703,1.973918,1.201391e-01,0.695457,3.623200e-01
(11#)11/2,12757,2.354186,12809,1.977207,1.745098e-01,0.692301,5.445305e-01
(7#)61,12878,2.336543,12911,1.980331,1.654085e-01,0.688981,5.170128e-01
(7#)123/2,12982,2.377047,13009,1.983071,1.812123e-01,0.686215,5.741291e-01
(7#)62,13049,2.340065,13121,1.986334,1.638880e-01,0.682920,5.179684e-01
(7#)125/2,13142,2.381559,13229,1.988932,1.801575e-01,0.680286,5.771499e-01
(7#)63,13241,2.313245,13331,1.992061,1.494815e-01,0.677136,4.743272e-01
(7#)127/2,13339,2.408045,13421,1.994652,1.883456e-01,0.674520,6.128699e-01
(7#)64,13451,2.365320,13537,1.997422,1.690560e-01,0.671722,5.476938e-01
(7#)129/2,13646,2.418129,13649,2.000365,1.896644e-01,0.668750,6.246938e-01
(7#)65,13729,2.380300,13751,2.003214,1.724736e-01,0.666071,5.661348e-01
(7#)131/2,13807,2.343338,13859,2.005617,1.556247e-01,0.663446,5.090407e-01
(11#)6,13943,2.508139,13963,2.008543,2.221315e-01,0.660490,7.564021e-01
(7#)133/2,14051,2.389016,14029,2.010875,1.723116e-01,0.658126,5.745723e-01
(7#)67,14096,2.408715,14173,2.013433,1.792522e-01,0.655542,6.029850e-01
(7#)135/2,14243,2.286441,14251,2.016015,1.258737e-01,0.652943,4.141648e-01
(7#)68,14332,2.428418,14369,2.018508,1.848814e-01,0.650425,6.302187e-01
(7#)137/2,14411,2.316236,14489,2.021007,1.363476e-01,0.647891,4.556770e-01
(7#)69,14528,2.225437,14593,2.023715,9.501837e-02,0.645333,3.125859e-01
(7#)139/2,14699,2.430591,14699,2.026440,1.818539e-01,0.642540,6.289896e-01
(7#)70,14779,2.470069,14797,2.028497,1.969510e-01,0.640517,6.893993e-01
(7#)141/2,14831,2.313924,14869,2.030779,1.305253e-01,0.638027,4.437822e-01
(7#)71,14951,2.398094,15013,2.033213,1.650570e-01,0.635729,5.739568e-01
(13#)/2,15784,2.297078,16141,2.035283,1.210030e-01,0.633476,4.132674e-01
(11#)7,17218,2.342733,17321,2.059105,1.290468e-01,0.609540,4.653148e-01
(11#)15/2,18322,2.313856,18461,2.079735,1.066749e-01,0.588536,3.978023e-01
(11#)8,18637,2.262025,19609,2.098262,7.515105e-02,0.569806,2.874013e-01
(11#)17/2,20509,2.288028,20789,2.115204,7.853905e-02,0.552990,3.125264e-01
(11#)9,20816,2.279925,21943,2.130015,6.801353e-02,0.537763,2.787659e-01
(11#)19/2,22354,2.333078,23099,2.143516,8.474095e-02,0.524130,3.616698e-01
(11#)10,23201,2.282149,24251,2.155858,5.692875e-02,0.511623,2.468439e-01
(11#)21/2,24256,2.336632,25409,2.167233,7.525934e-02,0.499981,3.388109e-01
(11#)11,25496,2.309603,26561,2.177352,5.896619e-02,0.489721,2.700538e-01
(11#)23/2,27182,2.331847,27701,2.186953,6.415141e-02,0.479992,3.018675e-01
(11#)12,27904,2.328254,28871,2.195803,5.857082e-02,0.471016,2.812028e-01
(11#)25/2,29738,2.340355,30029,2.203905,6.007184e-02,0.462793,2.948402e-01
(13#),30332,2.331433,31183,2.211582,5.277500e-02,0.455075,2.633654e-01
(11#)27/2,31294,2.341935,32327,2.218580,5.411016e-02,0.447901,2.754068e-01
(11#)14,32972,2.389670,32768,2.225171,7.132151e-02,0.441206,3.728394e-01
(11#)29/2,34274,2.354215,34649,2.231389,5.358308e-02,0.434886,2.824326e-01
(11#)15,35792,2.297694,35803,2.237153,2.670194e-02,0.429029,1.411117e-01
(11#)31/2,36436,2.373766,36947,2.242618,5.683379e-02,0.423476,3.096941e-01
(11#)16,37201,2.393769,38113,2.247781,6.292560e-02,0.418225,3.490657e-01
(11#)33/2,38188,2.401751,39251,2.252570,6.412627e-02,0.413350,3.609072e-01
(11#)17,39992,2.425829,40423,2.257204,7.204644e-02,0.408637,4.126523e-01
(11#)35/2,40597,2.307754,41579,2.261429,2.027784e-02,0.404332,1.145717e-01
(11#)18,41851,2.392174,42727,2.265547,5.438635e-02,0.400142,3.164552e-01
(11#)37/2,43531,2.348344,43889,2.269372,3.420726e-02,0.396245,1.993009e-01
(11#)19,44533,2.418503,45013,2.273030,6.203501e-02,0.392514,3.706186e-01
(13#)3/2,45259,2.407217,46199,2.276531,5.581852e-02,0.388947,3.359995e-01
(11#)20,46369,2.380141,47353,2.279865,4.304350e-02,0.385545,2.600890e-01
(11#)41/2,47834,2.378831,48497,2.282978,4.112846e-02,0.382368,2.506826e-01
(11#)21,48931,2.430664,49663,2.285984,6.136790e-02,0.379300,3.814395e-01
(11#)43/2,50461,2.416903,50789,2.288809,5.445537e-02,0.376415,3.402999e-01
(11#)22,51826,2.346624,51973,2.291529,2.375842e-02,0.373639,1.474552e-01
(11#)45/2,52876,2.469593,53129,2.294127,7.370098e-02,0.370983,4.729759e-01
(11#)23,53624,2.388364,54277,2.296636,3.916317e-02,0.368417,2.489787e-01
(11#)47/2,54421,2.447211,55439,2.298973,6.248651e-02,0.366026,4.049931e-01
(11#)24,56176,2.444148,56591,2.301237,6.024979e-02,0.363711,3.929246e-01
(11#)49/2,57172,2.426083,57737,2.303406,5.188913e-02,0.361492,3.393630e-01
(11#)25,58789,2.355012,58901,2.305475,2.125909e-02,0.359370,1.378440e-01
(11#)51/2,59074,2.411060,60041,2.307462,4.391827e-02,0.357334,2.899192e-01
(13#)2,61058,2.418361,61211,2.309390,4.610662e-02,0.355359,3.066505e-01
(11#)53/2,61444,2.421746,62351,2.311196,4.672363e-02,0.353505,3.127254e-01
(11#)27,63421,2.436905,63521,2.312951,5.220459e-02,0.350010,3.541442e-01
(11#)55/2,64198,2.443219,64679,2.314611,5.407479e-02,0.348353,3.691887e-01
(11#)28,65336,2.468498,65536,2.316236,6.366641e-02,0.346771,4.390852e-01
(11#)57/2,66602,2.429966,66977,2.317764,4.727434e-02,0.345259,3.249792e-01
(11#)29,67904,2.413565,68141,2.319258,3.985760e-02,0.343783,2.743213e-01
(11#)59/2,69239,2.447118,69263,2.320668,5.305593e-02,0.342416,3.692877e-01
(11#)30,69911,2.449157,70451,2.322048,5.329433e-02,0.341024,3.727274e-01
(11#)61/2,70544,2.431070,71597,2.323349,4.532181e-02,0.339734,3.170745e-01
(11#)31,71633,2.358847,72763,2.324632,1.461119e-02,0.338471,1.010869e-01
(11#)63/2,73016,2.438849,73907,2.325821,4.745311e-02,0.337280,3.351162e-01
(11#)32,74716,2.474061,75041,2.327003,6.127976e-02,0.336144,4.374851e-01
(13#)5/2,75968,2.467098,76213,2.328108,5.798664e-02,0.335014,4.148782e-01
(11#)33,77144,2.383605,77383,2.329182,2.309691e-02,0.333930,1.629773e-01
(11#)67/2,78427,2.494035,78539,2.330245,6.792847e-02,0.332899,4.920111e-01
(11#)34,79312,2.406904,79693,2.331213,3.195254e-02,0.331909,2.280474e-01
(11#)69/2,79784,2.452666,80849,2.332171,5.037600e-02,0.330955,3.640827e-01
(11#)35,81749,2.460417,82003,2.333098,5.313385e-02,0.330039,3.857696e-01
(11#)71/2,82252,2.460452,83137,2.333974,5.277268e-02,0.329172,3.842307e-01
(11#)36,84046,2.459958,84313,2.334836,5.220262e-02,0.328307,3.811128e-01
(11#)73/2,84562,2.471941,85469,2.335643,5.671644e-02,0.327490,4.161898e-01
(11#)37,86248,2.426071,86599,2.336437,3.764596e-02,0.326721,2.743442e-01
(11#)75/2,87316,2.472748,87767,2.337182,5.638415e-02,0.325956,4.159028e-01
(11#)38,88498,2.433762,88919,2.337916,4.017827e-02,0.325231,2.947013e-01
(11#)77/2,89459,2.383150,90089,2.338606,1.886812e-02,0.324523,1.372599e-01
(13#)3,90526,2.492321,91243,2.339283,6.336993e-02,0.323852,4.725554e-01
(11#)79/2,92357,2.434532,92399,2.339920,3.963780e-02,0.323206,2.927297e-01
(11#)40,92656,2.473194,93553,2.340535,5.513090e-02,0.322586,4.112361e-01
(11#)81/2,94228,2.450231,94709,2.341128,4.554944e-02,0.321990,3.388397e-01
(11#)41,95467,2.446013,95857,2.341701,4.358176e-02,0.321421,3.245339e-01
(11#)83/2,96361,2.470995,97007,2.342243,5.351189e-02,0.320874,4.012541e-01
(11#)42,97684,2.508166,98143,2.342764,6.822038e-02,0.320345,5.163246e-01
(11#)85/2,98764,2.453349,99317,2.343265,4.590877e-02,0.319840,3.441846e-01
(11#)43,99581,2.468655,100483,2.343750,5.192126e-02,0.319351,3.911214e-01
(11#)87/2,101467,2.483060,101627,2.344207,5.754449e-02,0.318891,4.354246e-01
(11#)44,102352,2.491281,102793,2.344643,6.066388e-02,0.318441,4.604872e-01
(11#)89/2,103214,2.468903,103919,2.345064,5.146123e-02,0.318015,3.894124e-01
(11#)45,104056,2.467765,105097,2.345464,5.082963e-02,0.317610,3.850666e-01
(13#)7/2,105883,2.452749,106243,2.345847,4.456291e-02,0.317218,3.369985e-01
(11#)46,106298,2.480088,107377,2.346213,5.549150e-02,0.316851,4.225172e-01
(11#)93/2,107684,2.498534,108557,2.346569,6.274990e-02,0.316495,4.801498e-01
(11#)47,109717,2.499467,109721,2.346892,6.298561e-02,0.316154,4.825971e-01
(11#)95/2,110281,2.415536,110879,2.347213,2.869254e-02,0.315831,2.163277e-01
(11#)48,111058,2.464714,112031,2.347508,4.872144e-02,0.315525,3.714634e-01
(11#)97/2,112681,2.478536,113189,2.347799,5.418977e-02,0.315233,4.147313e-01
(11#)49,113389,2.460935,114343,2.348066,4.694935e-02,0.314956,3.583643e-01
(11#)99/2,115426,2.500222,115499,2.348321,6.267892e-02,0.314694,4.826943e-01
(11#)50,116371,2.460027,116639,2.348560,4.636995e-02,0.314449,3.544836e-01
(11#)101/2,116728,2.402456,117809,2.348785,2.259337e-02,0.314211,1.708120e-01
(11#)51,118894,2.444233,118931,2.348997,3.974294e-02,0.313989,3.033100e-01
(11#)103/2,119458,2.462122,120103,2.349197,4.695001e-02,0.313784,3.598813e-01
(13#)4,121234,2.463828,121271,2.349386,4.756222e-02,0.313587,3.649450e-01
(11#)105/2,121612,2.502568,122401,2.349561,6.308890e-02,0.313404,4.882101e-01
(11#)53,123059,2.504951,123583,2.349724,6.397130e-02,0.313232,4.955656e-01
(11#)107/2,124447,2.517146,124739,2.349875,6.876358e-02,0.313073,5.342875e-01
(11#)54,125479,2.491172,125887,2.350015,5.833157e-02,0.312926,4.510875e-01
(11#)109/2,126397,2.546025,127037,2.350142,8.005757e-02,0.312790,6.262444e-01
(11#)55,127189,2.428594,128203,2.350258,3.278738e-02,0.312664,2.505437e-01
(11#)111/2,129263,2.490514,129347,2.350366,5.791805e-02,0.312549,4.484033e-01
(11#)56,130307,2.503745,130513,2.350461,6.317613e-02,0.312445,4.905951e-01
(11#)113/2,131641,2.512217,131072,2.350547,6.651756e-02,0.312351,5.175908e-01
(11#)57,131888,2.478781,132817,2.350621,5.308736e-02,0.312268,4.104167e-01
(11#)115/2,133174,2.475614,133979,2.350688,5.178039e-02,0.312194,4.001550e-01
(11#)58,134087,2.503206,135131,2.350743,6.284086e-02,0.312129,4.884615e-01
(13#)9/2,135802,2.501586,136277,2.350790,6.217349e-02,0.312075,4.832044e-01
(11#)59,136649,2.492808,137443,2.350827,5.864260e-02,0.312029,4.550250e-01
(11#)119/2,137587,2.515309,138599,2.350854,6.761699e-02,0.311992,5.271129e-01
(11#)60,139511,2.466330,139753,2.350875,4.794362e-02,0.311964,3.700908e-01
(11#)121/2,140009,2.495139,140909,2.350884,5.955301e-02,0.311945,4.624373e-01
(11#)61,141676,2.498497,142061,2.350881,6.089920e-02,0.311934,4.732283e-01
(11#)123/2,142258,2.505830,143197,2.350867,6.383582e-02,0.311932,4.967846e-01
(11#)62,143896,2.509536,144349,2.350845,6.532304e-02,0.311937,5.087277e-01
(11#)125/2,145144,2.491578,145517,2.350815,5.815417e-02,0.311951,4.512343e-01
(11#)63,146176,2.504029,146683,2.350776,6.315555e-02,0.311973,4.912380e-01
(11#)127/2,147401,2.521313,147827,2.350731,7.005345e-02,0.312002,5.467337e-01
(11#)64,148696,2.533538,148991,2.350678,7.491295e-02,0.312014,5.860634e-01
(11#)129/2,149846,2.509766,150131,2.350619,6.551082e-02,0.312039,5.100228e-01
(13#)5,150292,2.507348,151303,2.350551,6.457585e-02,0.312083,5.024208e-01
(11#)131/2,151909,2.518866,152459,2.350477,6.919051e-02,0.312134,5.394766e-01
(11#)66,152914,2.505061,153611,2.350397,6.372884e-02,0.312193,4.954115e-01
(11#)133/2,154702,2.506776,154769,2.350310,6.445023e-02,0.312259,5.010776e-01
(11#)67,155816,2.502854,155921,2.350216,6.292444e-02,0.312331,4.887059e-01
(11#)135/2,156007,2.496651,157061,2.350117,6.048512e-02,0.312410,4.690439e-01
(11#)68,157901,2.486203,158233,2.350008,5.633791e-02,0.312495,4.358310e-01
(11#)137/2,158419,2.533724,159389,2.349895,7.531951e-02,0.312588,5.880872e-01
