FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,CboundMin(n_a),n_b,CboundMax(n_b),jitter
154770,155924,(11#)67,154772,1431.098,155610,5357.603,155921,2.662625,155610,9.84169818,155346,2192.619392,4.033458603,154787,2.564095,155610,9.93995852,154787,2.246574,155610,10.25686929,0.098545
155925,157079,(11#)135/2,155938,1440.051,156975,5339.533,157061,2.662611,156975,9.73748674,156501,2206.077005,4.033257989,155938,2.564494,156975,9.83528266,155938,2.247824,156975,10.15119807,0.098148
157080,158234,(11#)68,157081,1448.818,157080,5540.411,158233,2.662595,157080,10.09812943,157656,2219.423832,4.032887543,157081,2.564850,157080,10.19588944,157081,2.249011,157080,10.51172785,0.097760
158235,159389,(11#)137/2,158243,1457.739,158340,5323.851,159389,2.662581,158340,9.63906561,158811,2233.074041,4.033096709,158243,2.565224,158340,9.73640337,158243,2.250219,158340,10.05133811,0.097370
159390,160544,(11#)69,159394,1466.584,159390,5507.988,160541,2.662566,159390,9.91769910,159966,2246.771956,4.033413861,159403,2.565593,159390,10.01468954,159403,2.251409,159390,10.32888192,0.096987
160545,161699,(11#)139/2,160546,1475.409,160545,5327.891,161683,2.662551,160545,9.53594422,161121,2260.141835,4.033167693,160553,2.565955,160545,9.63255772,160553,2.252573,160545,9.94594555,0.096611
161700,162854,(11#)70,161708,1484.319,162435,5593.555,162853,2.662538,162435,9.91427750,162276,2273.797909,4.033457502,161717,2.566316,162435,10.01028384,161717,2.253734,162435,10.32237775,0.096235
162855,164009,(11#)141/2,162859,1493.081,162855,5471.509,163997,2.662523,162855,9.67711174,163431,2287.028790,4.033020028,162859,2.566665,162855,9.77298486,162859,2.254857,162855,10.08479525,0.095872
164010,165164,(11#)71,164011,1501.878,164010,5462.219,165161,2.662509,164010,9.60389037,164586,2300.189416,4.032492056,164011,2.567013,164010,9.69939988,164011,2.255976,164010,10.01043702,0.095510
165165,166319,(13#)11/2,165173,1510.741,165165,5908.048,166319,2.662495,165165,10.32724606,165741,2314.213876,4.033499119,165173,2.567360,165165,10.42239733,165173,2.257089,165165,10.73267385,0.095149
166320,167474,(11#)72,166349,1519.702,166320,5447.266,167471,2.662481,166320,9.46659105,166896,2327.338358,4.032957651,166349,2.567707,166320,9.56138772,166349,2.258200,166320,9.87091216,0.094788
167475,168629,(11#)145/2,167483,1528.334,167475,5681.639,168629,2.662468,167475,9.81715484,168051,2340.776697,4.032988650,167483,2.568036,167475,9.91160208,167483,2.259256,167475,10.22038664,0.094445
168630,169784,(11#)73,168631,1537.064,169575,5627.075,169783,2.662454,169575,9.62237255,169206,2354.394964,4.033349900,168631,2.568366,169575,9.71619468,168631,2.260313,169575,10.02365797,0.094101
169785,170939,(11#)147/2,169789,1545.860,169785,5541.608,170927,2.662440,169785,9.46644780,170361,2367.566612,4.032969395,169789,2.568695,169785,9.56020817,169789,2.261364,169785,9.86754113,0.093759
170940,172094,(11#)74,170948,1554.692,170940,5732.262,172093,2.662427,170940,9.73686678,171516,2381.064788,4.033169888,170953,2.569021,170940,9.83028958,170953,2.262407,170940,10.13691049,0.093419
172095,173249,(11#)149/2,172097,1563.366,172095,5642.486,173249,2.662414,172095,9.53074787,172671,2394.205922,4.032789577,172097,2.569338,172095,9.62383791,172097,2.263419,172095,9.92975813,0.093089
173250,174404,(11#)75,173254,1572.147,173250,5635.725,174389,2.662401,173250,9.46630613,173826,2407.397675,4.032522356,173263,2.569656,173250,9.55906663,173263,2.264436,173250,9.86429375,0.092757
174405,175559,(11#)151/2,174407,1580.852,174405,5705.025,175543,2.662387,174405,9.52979147,174981,2421.021022,4.032998480,174407,2.569965,174405,9.62222709,174407,2.265421,174405,9.92677206,0.092435
175560,176714,(11#)76,175564,1589.633,175560,6033.484,176713,2.662375,175560,10.02304749,176136,2434.410854,4.033102533,175573,2.570277,175560,10.11516133,175573,2.266413,175560,10.41903144,0.092111
176715,177869,(11#)153/2,176716,1598.332,176715,6111.461,177841,2.662362,176715,10.09724336,177291,2447.461647,4.032669219,176741,2.570585,176715,10.18903991,176741,2.267394,176715,10.49224576,0.091789
177870,179024,(11#)77,177874,1607.049,177870,5760.734,179021,2.662349,177870,9.46612223,178446,2460.920911,4.032931287,177883,2.570882,177870,9.55760448,177883,2.268340,177870,9.86015308,0.091479
179025,180179,(11#)155/2,179026,1615.731,179025,5991.598,180179,2.662336,179025,9.79249350,179601,2473.915942,4.032455333,179029,2.571178,179025,9.88366579,179029,2.269278,179025,10.18556738,0.091171
180180,181334,(13#)6,180181,1624.409,180180,6352.424,181303,2.662324,180180,10.32657872,180756,2487.576918,4.033084269,180181,2.571471,180180,10.41744392,180181,2.270209,180180,10.71870525,0.090865
181335,182489,(11#)157/2,181348,1633.223,181545,6091.679,182489,2.662311,181545,9.84056942,181911,2500.663020,4.032798820,181361,2.571768,181545,9.93107697,181361,2.271151,181545,10.23159407,0.090556
182490,183644,(11#)79,182498,1641.847,182490,5961.691,183637,2.662299,182490,9.58887822,183066,2513.896345,4.032773240,182503,2.572051,182490,9.67914042,182503,2.272050,182490,9.97914754,0.090259
183645,184799,(11#)159/2,183646,1650.466,183645,6032.289,184777,2.662287,183645,9.65150593,184221,2527.377821,4.033162867,183661,2.572337,183645,9.74147206,183661,2.272952,183645,10.04086493,0.089962
184800,185954,(11#)80,184802,1659.137,185640,6252.103,185951,2.662274,185640,9.91329877,185376,2540.319634,4.032711234,184823,2.572619,185640,10.00276043,184802,2.273845,185640,10.30110853,0.089667
185955,187109,(11#)161/2,185957,1667.774,185955,6262.991,187091,2.662262,185955,9.91656461,186531,2553.542651,4.032728909,185957,2.572892,185955,10.00594788,185957,2.274706,185955,10.30413402,0.089383
187110,188264,(11#)81,187111,1676.414,187110,6009.313,188261,2.662250,187110,9.46577079,187686,2566.576891,4.032469119,187111,2.573165,187110,9.55486716,187111,2.275572,187110,9.85246061,0.089096
188265,189419,(11#)163/2,188273,1685.105,188370,6215.725,189407,2.662238,188370,9.73617373,188841,2579.995599,4.032831671,188273,2.573439,188370,9.82496107,188273,2.276433,188370,10.12191730,0.088811
189420,190574,(11#)82,189421,1693.684,189420,6226.838,190573,2.662226,189420,9.70839418,189996,2593.021617,4.032598051,189421,2.573706,189420,9.79692684,189421,2.277273,189420,10.09335871,0.088533
190575,191729,(11#)165/2,190577,1702.316,190575,6102.021,191717,2.662215,190575,9.46564238,191151,2606.222778,4.032656453,190577,2.573971,190575,9.55389810,190577,2.278109,190575,9.84976081,0.088255
191730,192884,(11#)83,191732,1710.967,191730,6208.627,192883,2.662202,191730,9.58246195,192306,2619.451702,4.032774488,191747,2.574236,191730,9.67044313,191747,2.278945,191730,9.96574227,0.087977
192885,194039,(11#)167/2,192887,1719.540,192885,6201.065,194027,2.662191,192885,9.52292833,193461,2632.648754,4.032860077,192887,2.574493,192885,9.61063854,192887,2.279750,192885,9.90538257,0.087710
194040,195194,(11#)84,194042,1728.158,194040,6194.543,195193,2.662180,194040,9.46551863,194616,2645.018515,4.031703982,194057,2.574753,194040,9.55296016,194057,2.280566,194040,9.84715450,0.087438
195195,196349,(13#)13/2,195197,1736.733,195195,6791.222,196337,2.662168,195195,10.32597584,195771,2658.668770,4.032519732,195197,2.575004,195195,10.41315217,195197,2.281352,195195,10.70680499,0.087176
196350,197504,(11#)85,196358,1745.381,196350,6673.139,197479,2.662157,196350,10.09646852,196926,2672.081916,4.032983661,196379,2.575260,196350,10.18338186,196379,2.282157,196350,10.47649840,0.086907
197505,198659,(11#)171/2,197507,1753.897,197505,6656.567,198659,2.662145,197505,10.02218719,198081,2685.066922,4.032816300,197507,2.575503,197505,10.10884090,197507,2.282916,197505,10.40142910,0.086653
198660,199814,(11#)86,198668,1762.547,198660,6471.568,199813,2.662134,198660,9.69621990,199236,2697.894281,4.032433103,198673,2.575752,198660,9.78261612,198673,2.283692,198660,10.07468103,0.086394
199815,200969,(11#)173/2,199819,1771.045,199815,6385.243,200929,2.662124,199815,9.52067059,200391,2710.799811,4.032187880,199819,2.575993,199815,9.60681259,199819,2.284445,199815,9.89836192,0.086141
200970,202124,(11#)87,200971,1779.579,200970,6615.046,202121,2.662112,200970,9.81584623,201546,2724.382884,4.032963152,200971,2.576233,200970,9.90173607,200971,2.285194,200970,10.19277469,0.085890
202125,203279,(11#)175/2,202127,1788.135,202125,6409.378,203279,2.662101,202125,9.46524115,202701,2736.945774,4.032244164,202127,2.576471,202125,9.55088200,202127,2.285937,202125,9.84141740,0.085640
203280,204434,(11#)88,203282,1796.694,203490,6551.721,204431,2.662090,203490,9.62109273,203856,2750.065532,4.032365832,203293,2.576710,203490,9.70644201,203293,2.286678,203490,9.99638902,0.085391
204435,205589,(11#)177/2,204437,1805.211,204435,6584.049,205589,2.662080,204435,9.63121763,205011,2763.311124,4.032684917,204437,2.576941,204435,9.71636757,204437,2.287396,204435,10.00591322,0.085150
205590,206744,(11#)89,205594,1813.771,205590,6575.828,206699,2.662069,205590,9.57392014,206166,2776.281103,4.032615683,205603,2.577173,205590,9.65882809,205603,2.288119,205590,9.94788704,0.084906
206745,207899,(11#)179/2,206749,1822.273,207480,6810.258,207877,2.662058,207480,9.83961511,207321,2788.992125,4.032189276,206749,2.577401,207480,9.92413278,206749,2.288823,207480,10.21240881,0.084668
207900,209054,(11#)90,207902,1830.789,208845,6898.384,209039,2.662047,208845,9.91245622,208476,2802.018600,4.032236968,207923,2.577630,208845,9.99669626,207923,2.289535,208845,10.28441687,0.084427
209055,210209,(11#)181/2,209063,1839.322,209055,6629.364,210209,2.662037,209055,9.51788769,209631,2814.902997,4.032096033,209063,2.577851,209055,9.60208528,209063,2.290218,209055,9.88972103,0.084196
210210,211364,(13#)7,210214,1847.809,210210,7225.097,211349,2.662026,210210,10.32542719,210786,2828.342850,4.032762199,210229,2.578075,210210,10.40939234,210229,2.290910,210210,10.69656400,0.083962
211365,212519,(11#)183/2,211366,1856.279,211365,6766.156,212507,2.662016,211365,9.62536047,211941,2841.052881,4.032400469,211369,2.578292,211365,9.70909601,211369,2.291579,211365,9.99581024,0.083735
212520,213674,(11#)92,212522,1864.772,212520,7002.083,213659,2.662005,212520,9.91560897,213096,2853.991517,4.032380413,212557,2.578515,212520,9.99911664,212522,2.292261,212520,10.28537757,0.083501
213675,214829,(11#)185/2,213676,1873.261,213675,6905.972,214817,2.661995,213675,9.73528747,214251,2866.747133,4.032118289,213713,2.578730,213675,9.81857003,213713,2.292931,213675,10.10438414,0.083275
214830,215984,(11#)93,214831,1881.698,214830,6977.082,215983,2.661985,214830,9.79120150,215406,2879.798800,4.032287519,214831,2.578936,214830,9.87426061,214831,2.293564,214830,10.15963190,0.083059
215985,217139,(11#)187/2,215998,1890.269,215985,7226.450,217121,2.661975,215985,10.09577805,216561,2892.723763,4.032292415,216023,2.579153,215985,10.17861640,215998,2.294232,215985,10.46355118,0.082831
217140,218294,(11#)94,217142,1898.647,217140,6956.344,218287,2.661964,217140,9.67508243,217716,2905.739272,4.032436572,217157,2.579358,217140,9.75770164,217157,2.294862,217140,10.04220378,0.082616
218295,219449,(11#)189/2,218308,1907.197,218295,6835.357,219437,2.661955,218295,9.46471882,218871,2918.350196,4.032034761,218357,2.579573,218295,9.54712149,218318,2.295512,218295,9.83119712,0.082391
219450,220604,(11#)95,219451,1915.519,219450,7269.495,220589,2.661945,219450,10.02143115,220026,2931.655262,4.032604760,219451,2.579767,219450,10.10361886,219451,2.296113,219450,10.38727174,0.082188
220605,221759,(11#)191/2,220613,1924.009,220605,6932.310,221747,2.661935,220605,9.51472718,221181,2944.092668,4.031995084,220613,2.579971,220605,9.59670247,220613,2.296738,220605,9.87993856,0.081974
221760,222914,(11#)96,221762,1932.415,221760,6926.052,222913,2.661925,221760,9.46461322,222336,2957.164665,4.032270012,221773,2.580173,221760,9.54637760,221773,2.297354,221760,9.82920054,0.081762
222915,224069,(11#)193/2,222919,1940.839,223860,7029.716,224069,2.661915,223860,9.53073578,223491,2970.177836,4.032474996,222919,2.580369,223860,9.61212221,222919,2.297955,223860,9.89420698,0.081555
224070,225224,(11#)97,224071,1949.236,224070,7059.921,225223,2.661905,224070,9.56417213,224646,2982.493930,4.031750177,224071,2.580566,224070,9.64552111,224071,2.298554,224070,9.92753290,0.081349
225225,226379,(13#)15/2,225227,1957.657,225225,7654.340,226379,2.661895,225225,10.32492096,225801,2995.653629,4.032180663,225227,2.580761,225225,10.40606539,225227,2.299148,225225,10.68767903,0.081144
226380,227534,(11#)98,226381,1966.057,226380,7046.615,227533,2.661886,226380,9.46447531,226956,3008.620251,4.032360045,226381,2.580954,226380,9.54541660,226381,2.299735,226380,9.82663551,0.080941
227535,228689,(11#)197/2,227537,1974.464,227535,7112.958,228677,2.661877,227535,9.51297687,228111,3021.341237,4.032222970,227537,2.581146,227535,9.59371738,227537,2.300317,227535,9.87454707,0.080740
228690,229844,(11#)99,228692,1982.894,229425,7113.872,229841,2.661867,228690,9.46440904,229266,3034.161892,4.032232121,228707,2.581338,228690,9.54495015,228707,2.300899,228690,9.82539394,0.080538
229845,230999,(11#)199/2,229847,1991.247,229845,7172.997,230999,2.661857,229845,9.51241792,230421,3046.870360,4.032105620,229847,2.581523,229845,9.59276190,229847,2.301460,229845,9.87282517,0.080344
231000,232154,(11#)100,231001,1999.622,232050,7534.170,232153,2.661848,232050,9.91171578,231576,3059.503275,4.031893406,231001,2.581709,232050,9.99168774,231001,2.302023,232050,10.27103480,0.080148
232155,233309,(11#)201/2,232171,2008.106,232155,7307.500,233297,2.661839,232155,9.60991216,232731,3072.398512,4.032039769,232171,2.581896,232155,9.68986680,232171,2.302587,232155,9.96918068,0.079952
233310,234464,(11#)101,233314,2016.407,233415,7515.563,234463,2.661829,233415,9.83879344,233886,3085.146190,4.032003800,233323,2.582078,233415,9.91853868,233323,2.303137,233415,10.19745082,0.079760
234465,235619,(11#)203/2,234467,2024.739,234465,7525.472,235607,2.661820,234465,9.81477062,235041,3097.834415,4.031902885,234467,2.582257,234465,9.89434292,234467,2.303677,234465,10.17292400,0.079572
235620,236774,(11#)102,235621,2033.089,235620,7772.443,236773,2.661811,235620,10.09515643,236196,3110.695563,4.032038848,235621,2.582437,235620,10.17453991,235621,2.304217,235620,10.45276017,0.079384
236775,237929,(11#)205/2,236779,2041.463,236775,7504.146,237929,2.661802,236775,9.70684787,237351,3123.727729,4.032405030,236779,2.582615,236775,9.78604465,236779,2.304752,236775,10.06390907,0.079196
237930,239084,(11#)103,237934,2049.826,237930,7419.198,239081,2.661793,237930,9.55785034,238506,3136.018775,4.031827457,237959,2.582795,237930,9.63686163,237959,2.305291,237930,9.91437316,0.079007
239085,240239,(11#)207/2,239087,2058.134,239085,7727.548,240209,2.661784,239085,9.91478590,239661,3148.630741,4.031678419,239087,2.582965,239085,9.99361377,239087,2.305802,239085,10.27077726,0.078828
240240,241394,(13#)8,240242,2066.485,240240,8079.458,241393,2.661775,240240,10.32445160,240816,3161.652760,4.032064412,240257,2.583141,240240,10.40309724,240257,2.306327,240240,10.67991555,0.078643
241395,242549,(11#)209/2,241412,2074.938,241395,7873.372,242533,2.661766,241395,10.02075765,241971,3174.751837,4.032554696,241421,2.583314,241395,10.09922307,241421,2.306843,241395,10.37570094,0.078461
242550,243704,(11#)105,242551,2083.111,242550,7465.796,243703,2.661757,242550,9.46401883,243126,3186.725614,4.031629359,242551,2.583479,242550,9.54230518,242551,2.307339,242550,9.81844539,0.078286
243705,244859,(11#)211/2,243707,2091.435,243705,7531.411,244859,2.661748,243705,9.50926967,244281,3199.819588,4.032134914,243707,2.583648,243705,9.58737892,243707,2.307841,243705,9.86318610,0.078109
244860,246014,(11#)106,244861,2099.739,244860,7672.894,246011,2.661739,244860,9.64952273,245436,3212.667119,4.032336497,244861,2.583815,244860,9.72745600,244861,2.308338,244860,10.00293284,0.077933
246015,247169,(11#)213/2,246017,2108.051,246015,7664.541,247141,2.661731,246015,9.60108227,246591,3224.713105,4.031546660,246017,2.583981,246015,9.67884147,246017,2.308830,246015,9.95399249,0.077759
247170,248324,(11#)107,247183,2116.429,247170,7657.036,248323,2.661722,247170,9.55402688,247746,3237.457652,4.031644694,247183,2.584146,247170,9.63161310,247183,2.309321,247170,9.90644092,0.077584
248325,249479,(11#)215/2,248342,2124.769,248325,7800.188,249463,2.661714,248325,9.69468979,248901,3250.229668,4.031786404,248351,2.584311,248325,9.77210491,248351,2.309809,248325,10.04661394,0.077411
249480,250634,(11#)108,249497,2133.040,249480,7644.178,250619,2.661705,249480,9.46383210,250056,3263.088419,4.032043768,249497,2.584471,249480,9.54107717,249497,2.310282,249480,9.81526996,0.077243
250635,251789,(11#)217/2,250636,2141.242,250635,7938.421,251789,2.661697,250635,9.79013972,251211,3276.073788,4.032464194,250643,2.584629,250635,9.86721657,250643,2.310750,250635,10.14109743,0.077076
251790,252944,(11#)109,251791,2149.485,252525,7798.519,252937,2.661688,252525,9.55716228,252366,3287.607380,4.031113303,251791,2.584787,252525,9.63396659,251791,2.311215,252525,9.90734353,0.076910
252945,254099,(11#)219/2,252946,2157.774,253890,7878.906,254083,2.661680,253890,9.61205271,253521,3301.167101,4.032258365,252949,2.584945,253890,9.68866231,252949,2.311679,253890,9.96168037,0.076744
254100,255254,(11#)110,254102,2166.047,254100,7762.697,255253,2.661671,254100,9.46371186,254676,3312.959629,4.031253948,254119,2.585102,254100,9.54029170,254119,2.312143,254100,9.81325502,0.076577
255255,270269,(17#)/2,255259,2174.305,255255,9067.342,270269,2.661566,255255,11.01228466,262655,3401.383560,4.031736478,255259,2.585254,255255,11.08870184,255259,2.312591,255255,11.36136644,0.076417
270270,285284,(13#)9,270271,2281.188,270270,8918.277,285283,2.661467,270270,10.32361264,277676,3563.812963,4.031588176,270271,2.587149,270270,10.39802939,270271,2.318096,270270,10.66708271,0.074417
285285,300299,(13#)19/2,285287,2387.243,285285,9881.467,300299,2.661375,285285,10.93048147,292696,3725.010632,4.031487859,285287,2.588856,285285,11.00309330,285287,2.322948,285285,11.26900133,0.072612
300300,315314,(13#)10,300301,2492.482,314160,9895.594,315313,2.661288,300300,10.32287406,307715,3884.924522,4.031295325,300301,2.590400,300300,10.39384885,300301,2.327236,300300,10.65701272,0.070975
315315,330329,(13#)21/2,315334,2597.116,329175,10216.451,330329,2.661205,315315,10.32253710,322735,4043.811662,4.031207938,315349,2.591807,315315,10.39202119,315349,2.331042,315315,10.65279135,0.069481
330330,345344,(13#)11,330331,2700.757,330330,10557.161,345329,2.661127,330330,10.32221960,337754,4201.565917,4.031051253,330331,2.593084,330330,10.39034045,330331,2.334401,330330,10.64902301,0.068121
345345,360359,(13#)23/2,345346,2803.885,345345,11481.766,360337,2.661053,345345,10.81343727,352772,4358.373807,4.030953337,345379,2.594259,345345,10.88030751,345379,2.337397,345345,11.13717361,0.066868
360360,375374,(13#)12,360362,2906.367,373065,12109.762,375373,2.660982,373065,10.68568261,367790,4514.202956,4.030832912,360391,2.595336,373065,10.75049694,360391,2.340049,373065,11.00462095,0.065717
375375,390389,(13#)25/2,375391,3008.317,375375,11757.991,390389,2.660914,375375,10.32135581,382808,4669.143246,4.030729817,375391,2.596326,375375,10.38601200,375391,2.342400,375375,10.63993949,0.064655
390390,405404,(13#)13,390391,3109.512,390390,12153.648,405401,2.660850,390390,10.32109578,397826,4823.259494,4.030660259,390391,2.597242,390390,10.38476820,390391,2.344484,390390,10.63752570,0.063672
405405,420419,(13#)27/2,405407,3210.267,405405,12547.093,420419,2.660788,405405,10.32084621,412844,4976.495092,4.030544045,405407,2.598090,405405,10.38360606,405407,2.346329,405405,10.63536721,0.062760
420420,435434,(13#)14,420421,3310.484,431970,12944.117,435427,2.660728,420420,10.32060646,427861,5128.927619,4.030419024,420421,2.598877,420420,10.38251762,420421,2.347955,420420,10.63343893,0.061911
435435,450449,(13#)29/2,435437,3410.214,435435,13821.603,450431,2.660671,435435,10.70261344,442878,5280.716560,4.030381399,435437,2.599608,435435,10.76373401,435437,2.349384,435435,11.01395831,0.061120
450450,465464,(13#)15,450451,3509.450,451605,14079.831,465463,2.660617,451605,10.57131934,457895,5431.716177,4.030292560,450451,2.600289,451605,10.63164715,450451,2.350632,451605,10.88126573,0.060382
465465,480479,(13#)31/2,465469,3608.252,465465,14587.573,480463,2.660564,465465,10.67580632,472912,5581.987484,4.030181329,465469,2.600925,465465,10.73549879,465469,2.351716,465465,10.98470782,0.059692
480480,495494,(13#)16,480484,3706.621,480480,14485.381,495491,2.660513,480480,10.31974148,487929,5731.671975,4.030129943,480499,2.601518,480480,10.37878766,480499,2.352648,480480,10.62765780,0.059045
495495,510509,(13#)33/2,495511,3804.580,504735,15356.024,510481,2.660464,504735,10.49286298,502946,5880.638345,4.030026979,495511,2.602073,504735,10.55094877,495511,2.353441,504735,10.79948121,0.058440
510510,525524,(17#),510518,3902.044,510510,16265.058,524288,2.660415,510510,11.00731275,517963,6029.083477,4.029992344,510529,2.602594,510510,11.06518378,510529,2.354107,510510,11.31367096,0.057870
525525,540539,(13#)35/2,525529,3999.107,533715,15924.334,540539,2.660371,533715,10.37804023,532979,6176.810543,4.029878849,525529,2.603081,533715,10.43509779,525529,2.354652,533715,10.68352861,0.057336
540540,555554,(13#)18,540541,4095.809,540540,16005.382,555523,2.660326,540540,10.31899420,547996,6324.087192,4.029849724,540541,2.603538,540540,10.37582653,540541,2.355088,540540,10.62427668,0.056832
555555,570569,(13#)37/2,555557,4192.167,569415,16961.704,570569,2.660283,555555,10.61364589,563012,6470.697514,4.029752804,555557,2.603969,555555,10.67000376,555557,2.355422,555555,10.91855030,0.056358
570570,585584,(13#)19,570574,4288.189,570570,17742.145,585581,2.660242,570570,10.92563636,578028,6616.880135,4.029727079,570587,2.604373,570570,10.98154667,570587,2.355660,570570,11.23025931,0.055910
585585,600599,(13#)39/2,585587,4383.807,596505,17371.474,600577,2.660201,585585,10.31849508,593044,6762.446187,4.029645251,585587,2.604754,585585,10.37398303,585587,2.355809,585585,10.62292725,0.055488
600600,615614,(13#)20,600601,4479.112,608685,17905.428,615607,2.660162,608685,10.43685650,608061,6907.518726,4.029573918,600601,2.605112,608685,10.49173973,615607,2.355862,608685,10.74115865,0.055089
615615,630629,(13#)41/2,615617,4574.103,615615,18331.261,630613,2.660123,615615,10.58275446,623077,7052.117814,4.029515134,615617,2.605450,615615,10.63746623,630613,2.355776,615615,10.88705390,0.054712
630630,645644,(13#)21,630659,4668.941,636405,18504.641,645641,2.660086,636405,10.38542014,638093,7196.286815,4.029484080,630659,2.605769,636405,10.43964307,645641,2.355620,636405,10.68980530,0.054354
645645,660659,(13#)43/2,645647,4763.132,645645,19065.005,660659,2.660050,645645,10.56955020,653109,7339.911457,4.029409216,645647,2.606069,645645,10.62356753,660659,2.355398,645645,10.87401649,0.054017
660660,675674,(13#)22,660661,4857.188,672945,19192.320,675643,2.660015,660660,10.31775367,668125,7483.090846,4.029339923,660661,2.606352,660660,10.37145123,675643,2.355116,660660,10.62240507,0.053698
675675,690689,(13#)45/2,675706,4951.161,680295,19535.852,690689,2.659980,680295,10.35943223,683141,7625.853205,4.029284234,675713,2.606621,680295,10.41273695,690689,2.354773,680295,10.66442022,0.053394
690690,705704,(13#)23,690692,5044.483,690690,20648.093,705689,2.659947,690690,10.80879355,698157,7768.294304,4.029284473,690719,2.606873,690690,10.86190114,705689,2.354376,690690,11.11400068,0.053107
705705,720719,(13#)47/2,705706,5137.676,705705,20519.540,720703,2.659914,705705,10.54662963,713172,7910.160711,4.029203179,705713,2.607112,705705,10.59946510,720703,2.353925,705705,10.85220098,0.052835
720720,735734,(13#)24,720724,5230.653,726495,20693.235,735733,2.659882,726495,10.37613560,728188,8051.681271,4.029154376,720743,2.607337,726495,10.42861732,735733,2.353424,726495,10.68229933,0.052577
735735,750749,(13#)49/2,735739,5323.307,746130,21791.074,750749,2.659851,746130,10.68115151,743204,8192.797421,4.029102433,735739,2.607550,746130,10.73332203,750749,2.352875,746130,10.98796317,0.052333
750750,765764,(13#)25,750769,5415.827,750750,21159.128,765763,2.659821,750750,10.31698454,758220,8333.526688,4.029051384,750769,2.607751,750750,10.36908491,765763,2.352280,750750,10.62396057,0.052100
765765,780779,(17#)3/2,765767,5507.900,765765,22953.594,780733,2.659791,765765,11.00465781,773236,8473.913876,4.029018011,765767,2.607941,765765,11.05653789,780733,2.351644,765765,11.31219818,0.051880
780780,795794,(13#)26,780782,5599.849,780780,21877.961,795793,2.659762,780780,10.31675112,788251,8613.858224,4.028950361,780799,2.608120,780780,10.36842214,795793,2.350961,780780,10.62490027,0.051671
795795,810809,(13#)53/2,795797,5691.532,795795,22671.941,810809,2.659733,795795,10.51892550,803267,8753.546434,4.028932060,795797,2.608289,795795,10.57039821,810809,2.350241,795795,10.82772604,0.051473
810810,825824,(13#)27,810814,5783.023,823515,22744.130,825821,2.659705,810810,10.31652871,818283,8892.843012,4.028895519,810839,2.608449,810810,10.36781322,825821,2.349482,810810,10.62602143,0.051284
825825,840839,(13#)55/2,825827,5874.234,825825,22949.249,840839,2.659678,825825,10.31642083,833298,9031.804379,4.028863428,825827,2.608599,825825,10.36752686,840839,2.348685,825825,10.62664492,0.051106
840840,855854,(13#)28,840841,5965.243,844305,23424.492,855851,2.659651,844305,10.33306561,848314,9170.298412,4.028774696,840841,2.608741,844305,10.38396452,855851,2.347853,844305,10.64424138,0.050937
855855,870869,(13#)57/2,855857,6056.046,855855,25050.780,870853,2.659625,855855,10.92304735,863329,9308.610164,4.028752086,855857,2.608875,855855,10.97382353,870853,2.346988,855855,11.23484569,0.050776
870870,885884,(13#)29,870871,6146.625,870870,24902.110,885883,2.659600,870870,10.69818857,878345,9446.558205,4.028712039,870871,2.609001,870870,10.74881255,885883,2.346087,870870,11.01082705,0.050624
885885,900899,(13#)59/2,885889,6237.019,885885,24793.020,900869,2.659574,885885,10.49699368,893360,9584.323987,4.028728555,885889,2.609120,885885,10.54747346,900869,2.345158,885885,10.81050592,0.050480
900900,915914,(13#)30,900902,6327.192,903210,25374.612,915911,2.659550,903210,10.56697357,908376,9721.504613,4.028630063,900917,2.609231,903210,10.61729639,915911,2.344194,903210,10.88153432,0.050343
915915,930929,(13#)61/2,915917,6417.150,915915,25493.730,930911,2.659525,915915,10.49066203,923391,9858.600063,4.028623356,915917,2.609336,915915,10.54087592,930911,2.343203,915915,10.80601818,0.050214
930930,945944,(13#)31,930931,6506.918,930930,26295.870,945943,2.659502,930930,10.67143888,938407,9995.230895,4.028549191,930931,2.609434,930930,10.72153042,945943,2.342180,930930,10.98776308,0.050092
945945,960959,(13#)63/2,945949,6596.519,945945,25769.039,960941,2.659478,945945,10.31563219,953422,10131.703001,4.028529753,945949,2.609526,945945,10.36560807,960941,2.341132,945945,10.63295382,0.049976
960960,975974,(13#)32,960961,6685.894,960960,26118.050,975967,2.659455,960960,10.31554150,968438,10267.939274,4.028529980,960961,2.609612,960960,10.36540810,975967,2.340055,960960,10.63388912,0.049867
975975,990989,(13#)65/2,975977,6775.108,975975,26466.281,990989,2.659433,975975,10.31545274,983453,10403.733332,4.028467422,975977,2.609692,975975,10.36521621,990989,2.338951,975975,10.63485398,0.049763
990990,1006004,(13#)33,991009,6864.235,990990,26813.855,1006003,2.659411,990990,10.31536589,998469,10539.280958,4.028417709,991009,2.609767,990990,10.36503210,1006003,2.337822,990990,10.63584769,0.049666
1006005,1021019,(13#)67/2,1006007,6952.981,1009470,27698.470,1021019,2.659389,1009470,10.48862638,1013484,10674.587326,4.028380290,1006007,2.609836,1009470,10.53818062,1021019,2.336669,1009470,10.81047387,0.049575
