START,n_0,C_min,Npred_0,Cpred_min,Lambda_min
(13#)35/2,535858,2.540830,540539,2.660371,-4.597479e-02
(13#)18,548461,2.531963,555523,2.660326,-4.945378e-02
(13#)37/2,569077,2.543991,570569,2.660283,-4.469840e-02
(13#)19,571262,2.550486,585581,2.660242,-4.213317e-02
(13#)39/2,588338,2.563074,600577,2.660201,-3.719436e-02
(13#)20,612022,2.551653,615607,2.660162,-4.164564e-02
(13#)41/2,621472,2.552996,630613,2.660123,-4.110479e-02
(13#)21,633967,2.541689,645641,2.660086,-4.552963e-02
(13#)43/2,656629,2.539026,660659,2.660050,-4.656438e-02
(13#)22,674719,2.554681,675643,2.660015,-4.040440e-02
(13#)45/2,686398,2.527108,690689,2.659980,-5.124304e-02
(13#)23,703568,2.559020,705689,2.659947,-3.868183e-02
(13#)47/2,713309,2.554701,720703,2.659914,-4.035860e-02
(13#)24,733528,2.558252,735733,2.659882,-3.895755e-02
(13#)49/2,748691,2.568782,750749,2.659851,-3.483825e-02
(13#)25,758411,2.555201,765763,2.659821,-4.012794e-02
(17#)3/2,770558,2.532269,780733,2.659791,-4.913181e-02
(13#)26,787162,2.561586,795793,2.659762,-3.761005e-02
(13#)53/2,804191,2.552045,810809,2.659733,-4.133074e-02
(13#)27,819212,2.562766,825821,2.659705,-3.712807e-02
(13#)55/2,831373,2.564720,840839,2.659678,-3.635575e-02
(13#)28,850253,2.564273,855851,2.659651,-3.651990e-02
(13#)57/2,860422,2.564422,870853,2.659625,-3.645202e-02
(13#)29,883648,2.566164,885883,2.659600,-3.576356e-02
(13#)59/2,891427,2.564719,900869,2.659574,-3.631704e-02
(13#)30,909037,2.548728,915911,2.659550,-4.256252e-02
(13#)61/2,915961,2.547074,930911,2.659525,-4.320229e-02
(13#)31,944161,2.565326,945943,2.659502,-3.605332e-02
(13#)63/2,957844,2.549019,960941,2.659478,-4.242128e-02
(13#)32,968299,2.573348,975967,2.659455,-3.291344e-02
(13#)65/2,990586,2.569172,990989,2.659433,-3.452927e-02
(13#)33,1004449,2.563918,1006003,2.659411,-3.656811e-02
(13#)67/2,1016921,2.561834,1021019,2.659389,-3.737299e-02
(17#)2,1034134,2.571303,1036027,2.659368,-3.367573e-02
(13#)69/2,1050706,2.556321,1051027,2.659347,-3.951149e-02
(13#)35,1053142,2.560025,1066063,2.659326,-3.805568e-02
(13#)71/2,1067611,2.564956,1081079,2.659306,-3.612386e-02
(13#)36,1093418,2.575284,1096079,2.659286,-3.209785e-02
(13#)73/2,1101119,2.571810,1111091,2.659266,-3.344021e-02
(13#)37,1116337,2.566773,1126093,2.659247,-3.539353e-02
(13#)75/2,1138519,2.571708,1141139,2.659227,-3.346521e-02
(13#)38,1154584,2.576126,1156151,2.659209,-3.174199e-02
(13#)77/2,1166306,2.582036,1171133,2.659190,-2.944333e-02
(13#)39,1171721,2.577143,1186181,2.659172,-3.133338e-02
(13#)79/2,1190542,2.575724,1201183,2.659154,-3.187737e-02
(13#)40,1201553,2.553525,1216213,2.659136,-4.052650e-02
(13#)81/2,1227416,2.574592,1231229,2.659119,-3.230379e-02
(13#)41,1239109,2.571541,1246243,2.659101,-3.348277e-02
(13#)83/2,1246537,2.571671,1261259,2.659084,-3.342582e-02
(13#)42,1271308,2.567174,1276271,2.659067,-3.516963e-02
(17#)5/2,1287808,2.580738,1291271,2.659051,-2.989389e-02
(13#)43,1305097,2.580555,1306289,2.659035,-2.995878e-02
(13#)87/2,1308529,2.570502,1321319,2.659018,-3.385567e-02
(13#)44,1327552,2.567012,1336333,2.659003,-3.520866e-02
(13#)89/2,1347289,2.580835,1351327,2.658987,-2.983223e-02
(13#)45,1352977,2.568573,1366349,2.658971,-3.458871e-02
(13#)91/2,1367291,2.578175,1381349,2.658956,-3.085178e-02
(13#)46,1392068,2.581279,1396393,2.658941,-2.964291e-02
(13#)93/2,1403569,2.576241,1411387,2.658926,-3.159092e-02
(13#)47,1421554,2.574203,1426393,2.658911,-3.237667e-02
(13#)95/2,1427329,2.563568,1441439,2.658897,-3.651134e-02
(13#)48,1446013,2.577389,1456451,2.658882,-3.112886e-02
(13#)97/2,1460213,2.583438,1471447,2.658868,-2.877940e-02
(13#)49,1485139,2.569529,1486451,2.658854,-3.417259e-02
(13#)99/2,1498438,2.572049,1501499,2.658840,-3.318708e-02
(13#)50,1508933,2.579741,1516513,2.658826,-3.019567e-02
(13#)101/2,1525204,2.588498,1531499,2.658813,-2.680200e-02
(17#)3,1538384,2.572062,1546537,2.658799,-3.316661e-02
(13#)103/2,1552613,2.581629,1561559,2.658786,-2.944903e-02
(13#)52,1568978,2.579733,1576571,2.658773,-3.017883e-02
(13#)105/2,1588283,2.576881,1591589,2.658760,-3.128010e-02
(13#)53,1600058,2.588112,1606603,2.658747,-2.692631e-02
(13#)107/2,1611293,2.582728,1621619,2.658734,-2.900386e-02
(13#)54,1625321,2.576631,1636627,2.658722,-3.136282e-02
(13#)109/2,1647964,2.569523,1651621,2.658710,-3.412076e-02
(13#)55,1658869,2.582682,1666657,2.658697,-2.900776e-02
(13#)111/2,1668971,2.593334,1681679,2.658685,-2.488733e-02
(13#)56,1693639,2.579746,1696693,2.658673,-3.013618e-02
(13#)113/2,1708321,2.575121,1711687,2.658661,-3.192609e-02
(13#)57,1725814,2.588012,1726693,2.658649,-2.692809e-02
(13#)115/2,1740821,2.579711,1741723,2.658637,-3.013621e-02
(13#)58,1746859,2.570141,1756747,2.658626,-3.384869e-02
(13#)117/2,1770016,2.583728,1771751,2.658614,-2.857162e-02
(13#)59,1777753,2.573578,1786781,2.658603,-3.250365e-02
(17#)7/2,1791778,2.589083,1801781,2.658592,-2.649290e-02
(13#)60,1802266,2.584393,1816813,2.658581,-2.830186e-02
(13#)121/2,1831436,2.577516,1831811,2.658570,-3.096224e-02
(13#)61,1835741,2.571404,1846843,2.658559,-3.333219e-02
(13#)123/2,1858867,2.583732,1861859,2.658548,-2.854524e-02
(13#)62,1872751,2.587271,1876859,2.658537,-2.717232e-02
(13#)125/2,1877164,2.577582,1891889,2.658526,-3.092008e-02
(13#)63,1892416,2.592349,1906889,2.658516,-2.520366e-02
(13#)127/2,1908661,2.585161,1921919,2.658505,-2.797615e-02
(13#)64,1931242,2.580351,1936889,2.658495,-2.983474e-02
(13#)129/2,1939141,2.593342,1951949,2.658485,-2.480902e-02
(13#)65,1953379,2.593798,1966963,2.658475,-2.462944e-02
(13#)131/2,1969936,2.574568,1981963,2.658465,-3.206714e-02
(13#)66,1988632,2.587112,1996979,2.658455,-2.720293e-02
(13#)133/2,1997902,2.586030,2012009,2.658445,-2.761748e-02
(13#)67,2021137,2.583325,2027023,2.658435,-2.866027e-02
(13#)135/2,2033041,2.591447,2042039,2.658425,-2.551744e-02
(17#)4,2053553,2.579809,2057053,2.658415,-3.001472e-02
(13#)137/2,2071096,2.585053,2072053,2.658406,-2.798068e-02
(13#)69,2076304,2.586796,2087081,2.658396,-2.730289e-02
(13#)139/2,2098952,2.580068,2102099,2.658387,-2.990379e-02
(13#)70,2106019,2.587094,2117099,2.658378,-2.718092e-02
(13#)141/2,2118514,2.592353,2132129,2.658368,-2.514644e-02
(13#)71,2136091,2.592237,2147137,2.658359,-2.518781e-02
(13#)143/2,2149759,2.601746,2162137,2.658350,-2.152287e-02
(13#)72,2166772,2.597074,2177167,2.658341,-2.331682e-02
(13#)145/2,2191216,2.591899,2192161,2.658332,-2.530805e-02
(13#)73,2198473,2.595378,2207203,2.658323,-2.396330e-02
(13#)147/2,2210389,2.596815,2222219,2.658314,-2.340639e-02
(13#)74,2222702,2.600920,2237219,2.658306,-2.182385e-02
(13#)149/2,2246323,2.596339,2252233,2.658297,-2.358332e-02
(13#)75,2263843,2.582011,2267263,2.658288,-2.911375e-02
(13#)151/2,2279476,2.588150,2282257,2.658280,-2.673596e-02
(13#)76,2294377,2.602427,2297291,2.658271,-2.123144e-02
(17#)9/2,2309311,2.594955,2312293,2.658263,-2.410373e-02
(13#)77,2316212,2.583454,2327323,2.658254,-2.854225e-02
(13#)155/2,2338396,2.592073,2342309,2.658246,-2.520857e-02
(13#)78,2352563,2.595422,2357353,2.658238,-2.391437e-02
(13#)157/2,2368486,2.590531,2372369,2.658230,-2.579761e-02
(13#)79,2375998,2.595066,2387383,2.658221,-2.404515e-02
(13#)159/2,2391856,2.585609,2402383,2.658213,-2.769302e-02
(13#)80,2409742,2.596264,2417399,2.658205,-2.357759e-02
(13#)161/2,2425117,2.592377,2432429,2.658197,-2.507286e-02
(13#)81,2434183,2.589718,2447437,2.658189,-2.609607e-02
(13#)163/2,2459998,2.595797,2462443,2.658182,-2.374883e-02
(13#)82,2473948,2.581392,2477471,2.658174,-2.931063e-02
(13#)165/2,2484971,2.595580,2492461,2.658166,-2.382641e-02
(13#)83,2495473,2.597962,2507489,2.658158,-2.290611e-02
(13#)167/2,2511253,2.602871,2522503,2.658151,-2.101570e-02
(13#)84,2525273,2.595884,2537527,2.658143,-2.370064e-02
(13#)169/2,2548498,2.597963,2552531,2.658136,-2.289745e-02
(17#)5,2555363,2.595337,2567557,2.658128,-2.390574e-02
(13#)171/2,2578036,2.596895,2582551,2.658121,-2.330298e-02
(13#)86,2594246,2.593958,2597591,2.658113,-2.443158e-02
(13#)173/2,2612419,2.590050,2612549,2.658106,-2.593666e-02
(13#)87,2622619,2.592665,2627617,2.658099,-2.492490e-02
(13#)175/2,2640928,2.597647,2642639,2.658091,-2.300216e-02
(13#)88,2653489,2.589649,2657651,2.658084,-2.608322e-02
(13#)177/2,2662903,2.599814,2672639,2.658077,-2.216303e-02
(13#)89,2683354,2.590833,2687677,2.658070,-2.562085e-02
(13#)179/2,2695961,2.593039,2702681,2.658063,-2.476712e-02
(13#)90,2717602,2.598752,2717713,2.658056,-2.256370e-02
(13#)181/2,2719121,2.594914,2732701,2.658049,-2.403902e-02
(13#)91,2739127,2.593271,2747713,2.658042,-2.466975e-02
(13#)183/2,2759311,2.597895,2762759,2.658035,-2.288563e-02
(13#)92,2774917,2.605239,2777771,2.658028,-2.006008e-02
(13#)185/2,2781718,2.593394,2792773,2.658022,-2.461479e-02
(13#)93,2798351,2.597376,2807789,2.658015,-2.307790e-02
(17#)11/2,2812492,2.599243,2822819,2.658008,-2.235672e-02
(13#)94,2825503,2.600128,2837803,2.658001,-2.201366e-02
(13#)189/2,2849842,2.600123,2852849,2.657995,-2.201333e-02
(13#)95,2863901,2.601423,2867861,2.657988,-2.151084e-02
(13#)191/2,2873672,2.596843,2882863,2.657982,-2.327071e-02
(13#)96,2895122,2.601897,2897893,2.657975,-2.132376e-02
(13#)193/2,2904764,2.591674,2912893,2.657969,-2.525830e-02
(13#)97,2919424,2.602268,2927917,2.657962,-2.117629e-02
(13#)195/2,2936938,2.587620,2942909,2.657956,-2.681887e-02
(13#)98,2949664,2.600223,2957947,2.657949,-2.195756e-02
(13#)197/2,2970467,2.599407,2972969,2.657943,-2.226917e-02
(13#)99,2980234,2.595608,2987983,2.657937,-2.372947e-02
(13#)199/2,2997242,2.598877,3002981,2.657931,-2.246857e-02
(13#)100,3004042,2.591117,3018013,2.657924,-2.545631e-02
(13#)201/2,3021439,2.592341,3033011,2.657918,-2.498178e-02
(13#)101,3040787,2.595932,3048043,2.657912,-2.359525e-02
(13#)203/2,3053924,2.607868,3063059,2.657906,-1.900557e-02
(17#)6,3066709,2.591466,3078073,2.657900,-2.531260e-02
(13#)205/2,3092806,2.597068,3093071,2.657894,-2.315096e-02
(13#)103,3107012,2.604617,3108103,2.657888,-2.024618e-02
(13#)207/2,3115766,2.600286,3123091,2.657882,-2.190813e-02
(13#)104,3127703,2.602558,3138131,2.657876,-2.103250e-02
(13#)209/2,3144191,2.605823,3153149,2.657870,-1.977649e-02
(13#)105,3159916,2.603373,3168119,2.657864,-2.071488e-02
(13#)211/2,3177964,2.601562,3183179,2.657858,-2.140850e-02
(13#)106,3192643,2.602437,3198191,2.657852,-2.106996e-02
(13#)213/2,3201973,2.598668,3213163,2.657847,-2.251739e-02
(13#)107,3226558,2.596537,3228223,2.657841,-2.333550e-02
(13#)215/2,3235957,2.604722,3243239,2.657835,-2.018593e-02
(13#)108,3245252,2.608783,3258247,2.657830,-1.862617e-02
(13#)217/2,3260314,2.604682,3273269,2.657824,-2.019715e-02
(13#)109,3275093,2.605763,3288269,2.657818,-1.977995e-02
(13#)219/2,3290396,2.600457,3303281,2.657813,-2.181641e-02
(13#)110,3317926,2.603487,3318307,2.657807,-2.064965e-02
(17#)13/2,3326234,2.605172,3333313,2.657802,-2.000077e-02
(13#)111,3341761,2.604131,3348307,2.657796,-2.039818e-02
(13#)223/2,3354079,2.597185,3363343,2.657790,-2.306678e-02
(13#)112,3364727,2.596771,3378373,2.657785,-2.322432e-02
(13#)225/2,3380669,2.605672,3393373,2.657780,-1.980058e-02
(13#)113,3395806,2.609983,3408389,2.657774,-1.814522e-02
(13#)227/2,3411274,2.603699,3423419,2.657769,-2.055392e-02
(13#)114,3434458,2.611137,3438419,2.657763,-1.769903e-02
(13#)229/2,3439621,2.611954,3453409,2.657758,-1.738431e-02
(13#)115,3464267,2.603425,3468463,2.657753,-2.065314e-02
(13#)231/2,3479059,2.604518,3483463,2.657748,-2.023152e-02
(13#)116,3489916,2.613878,3498493,2.657742,-1.664195e-02
(13#)233/2,3502439,2.610699,3513491,2.657737,-1.785701e-02
(13#)117,3515401,2.612171,3528521,2.657732,-1.729145e-02
(13#)235/2,3539002,2.606307,3543523,2.657727,-1.953697e-02
(13#)118,3553097,2.606045,3558553,2.657722,-1.963562e-02
(13#)237/2,3561149,2.602978,3573529,2.657716,-2.081093e-02
(17#)7,3576721,2.610207,3588527,2.657711,-1.803570e-02
(13#)239/2,3591949,2.611007,3603583,2.657706,-1.772737e-02
(13#)120,3616831,2.603235,3618583,2.657701,-2.070656e-02
(13#)241/2,3633412,2.606239,3633583,2.657696,-1.955140e-02
(13#)121,3644584,2.609578,3648643,2.657691,-1.826918e-02
(13#)243/2,3658834,2.606500,3663659,2.657686,-1.944749e-02
(13#)122,3675767,2.603042,3678671,2.657681,-2.077318e-02
(13#)245/2,3682709,2.606978,3693689,2.657676,-1.926036e-02
(13#)123,3704819,2.596930,3708697,2.657671,-2.312020e-02
(13#)247/2,3722221,2.602626,3723719,2.657667,-2.092773e-02
(13#)124,3735406,2.608630,3738733,2.657662,-1.862161e-02
(13#)249/2,3753443,2.600434,3753721,2.657657,-2.176655e-02
(13#)125,3760034,2.593551,3768731,2.657652,-2.441505e-02
(13#)251/2,3783313,2.604192,3783739,2.657647,-2.031869e-02
(13#)126,3797879,2.598422,3798793,2.657642,-2.253493e-02
(13#)253/2,3801443,2.606210,3813773,2.657638,-1.954070e-02
(13#)127,3822034,2.613491,3828821,2.657633,-1.674900e-02
(17#)15/2,3834151,2.598408,3843823,2.657628,-2.253505e-02
(13#)128,3853924,2.606403,3858851,2.657624,-1.946138e-02
(13#)257/2,3858931,2.597507,3873847,2.657619,-2.287847e-02
(13#)129,3883478,2.594628,3888851,2.657614,-2.398557e-02
(13#)259/2,3891541,2.606291,3903899,2.657610,-1.949908e-02
(13#)130,3912628,2.602100,3918913,2.657605,-2.110653e-02
(13#)261/2,3927556,2.600320,3933929,2.657600,-2.178895e-02
(13#)131,3936293,2.599760,3948911,2.657596,-2.200282e-02
(13#)263/2,3961283,2.606488,3963959,2.657591,-1.941635e-02
(13#)132,3974746,2.609044,3978971,2.657587,-1.843470e-02
(13#)265/2,3992123,2.608902,3993959,2.657582,-1.848724e-02
(13#)133,3996758,2.606043,4009003,2.657578,-1.958220e-02
(13#)267/2,4015034,2.596429,4024003,2.657573,-2.327626e-02
(13#)134,4034477,2.610102,4039019,2.657569,-1.802249e-02
(13#)269/2,4047991,2.608708,4054033,2.657564,-1.855483e-02
(13#)135,4060838,2.605187,4069063,2.657560,-1.990395e-02
(13#)271/2,4069376,2.607269,4084079,2.657556,-1.910359e-02
(17#)8,4087942,2.607185,4099093,2.657551,-1.913393e-02
(13#)273/2,4099112,2.611193,4114087,2.657547,-1.759631e-02
(13#)137,4115572,2.602570,4129109,2.657543,-2.090259e-02
(13#)275/2,4131313,2.600695,4144121,2.657538,-2.162141e-02
(13#)138,4154263,2.606322,4159153,2.657534,-1.945859e-02
(13#)277/2,4161457,2.607097,4174151,2.657530,-1.915978e-02
(13#)139,4186967,2.607727,4189183,2.657525,-1.891628e-02
(13#)279/2,4197376,2.593242,4204169,2.657521,-2.448490e-02
(13#)140,4208627,2.613973,4219211,2.657517,-1.652094e-02
(13#)281/2,4222718,2.607053,4234229,2.657513,-1.917026e-02
(13#)141,4242659,2.608260,4249241,2.657508,-1.870551e-02
(13#)283/2,4254164,2.607386,4264259,2.657504,-1.903915e-02
(13#)142,4270639,2.603665,4279267,2.657500,-2.046576e-02
(13#)285/2,4280083,2.607170,4294259,2.657496,-1.911898e-02
(13#)143,4298422,2.609440,4309297,2.657492,-1.824718e-02
(13#)287/2,4323628,2.609173,4324303,2.657488,-1.834800e-02
(13#)144,4333132,2.610882,4339333,2.657484,-1.769172e-02
(17#)17/2,4342687,2.606964,4354349,2.657480,-1.919198e-02
(13#)145,4354381,2.614402,4369349,2.657475,-1.634103e-02
(13#)291/2,4372499,2.601775,4384379,2.657471,-2.118101e-02
(13#)146,4392541,2.607219,4399363,2.657467,-1.908928e-02
(13#)293/2,4400353,2.604258,4414379,2.657463,-2.022411e-02
(13#)147,4416868,2.603212,4429417,2.657459,-2.062434e-02
(13#)295/2,4441462,2.609455,4444409,2.657455,-1.822751e-02
(13#)148,4447771,2.609820,4459451,2.657451,-1.808614e-02
(13#)297/2,4469884,2.605726,4474469,2.657447,-1.965456e-02
(13#)149,4475881,2.602272,4489483,2.657443,-2.097947e-02
(13#)299/2,4499059,2.612312,4504457,2.657440,-1.712760e-02
(13#)150,4512502,2.605336,4519499,2.657436,-1.980010e-02
(13#)301/2,4520101,2.610048,4534501,2.657432,-1.799163e-02
(13#)151,4540321,2.610081,4549537,2.657428,-1.797748e-02
(13#)303/2,4562161,2.604160,4564559,2.657424,-2.024707e-02
(13#)152,4568336,2.615511,4579567,2.657420,-1.589624e-02
(13#)305/2,4593406,2.608216,4594589,2.657416,-1.868776e-02
(17#)9,4602932,2.612112,4609597,2.657412,-1.719363e-02
(13#)307/2,4621748,2.615499,4624603,2.657409,-1.589669e-02
(13#)154,4638149,2.615785,4639633,2.657405,-1.578584e-02
(13#)309/2,4642907,2.600257,4654649,2.657401,-2.173829e-02
(13#)155,4657141,2.599418,4669627,2.657397,-2.205950e-02
(13#)311/2,4674077,2.610601,4684661,2.657394,-1.776548e-02
(13#)156,4687861,2.607950,4699691,2.657390,-1.877997e-02
(13#)313/2,4710718,2.609368,4714691,2.657386,-1.823489e-02
(13#)157,4729297,2.607043,4729693,2.657382,-1.912480e-02
(13#)315/2,4734448,2.611760,4744711,2.657379,-1.731598e-02
(13#)158,4749676,2.609849,4759753,2.657375,-1.804643e-02
(13#)317/2,4765841,2.612665,4774769,2.657371,-1.696652e-02
(13#)159,4785362,2.612487,4789783,2.657368,-1.703352e-02
(13#)319/2,4792159,2.588525,4804799,2.657364,-2.624644e-02
(13#)160,4818013,2.609266,4819813,2.657360,-1.826419e-02
(13#)321/2,4824811,2.601355,4834829,2.657357,-2.129956e-02
(13#)161,4837909,2.605804,4849843,2.657353,-1.958925e-02
(19#)/2,4918721,2.600756,5105063,2.657294,-2.150614e-02
(17#)10,5167067,2.597599,5360353,2.657237,-2.269930e-02
(17#)21/2,5572393,2.607352,5615609,2.657184,-1.893177e-02
(17#)11,5638274,2.605302,5870857,2.657133,-1.969912e-02
(17#)23/2,5878723,2.605254,6126091,2.657085,-1.969948e-02
(17#)12,6175451,2.603294,6381371,2.657039,-2.043478e-02
(17#)25/2,6634582,2.604438,6636611,2.656996,-1.997925e-02
(17#)13,6670333,2.604986,6891883,2.656954,-1.975305e-02
(17#)27/2,6924206,2.610703,7147139,2.656913,-1.754539e-02
(17#)14,7376626,2.610535,7402363,2.656875,-1.759544e-02
(17#)29/2,7515967,2.611962,7657613,2.656838,-1.703503e-02
(17#)15,7808617,2.611891,7912889,2.656802,-1.704866e-02
(17#)31/2,8143934,2.607556,8168117,2.656767,-1.869659e-02
(17#)16,8377064,2.615094,8423407,2.656734,-1.579751e-02
(17#)33/2,8527412,2.609130,8678669,2.656702,-1.806867e-02
(17#)17,8870593,2.615707,8933917,2.656671,-1.553941e-02
(17#)35/2,9121549,2.613892,9189157,2.656640,-1.622187e-02
(17#)18,9307022,2.615493,9444403,2.656611,-1.559864e-02
(17#)37/2,9601418,2.616651,9699667,2.656583,-1.514545e-02
