START,n_1,C_max,Npred_1,CpredAlign,Lambda_max,Jitter,JitterRatio,Status
(5#)47/2,714,7.25655511,705,8.33279543,-1.382938e-01,1.013107,-1.062317,EXPECTED
(5#)24,720,6.73346279,720,8.16011759,-1.921690e-01,0.999676,-1.427117,EXPECTED
(7#)7/2,735,8.54549570,735,9.58106840,-1.143848e-01,0.991015,-1.044962,EXPECTED
(5#)25,750,7.24579438,750,8.13848871,-1.161833e-01,0.982576,-0.908524,EXPECTED
(5#)51/2,765,7.15563604,765,8.60591918,-1.845499e-01,0.970317,-1.494649,EXPECTED
(5#)26,780,7.04990800,780,8.76731164,-2.180157e-01,0.958510,-1.791743,EXPECTED
(5#)53/2,795,6.51590604,795,8.24811943,-2.357390e-01,0.952137,-1.819290,EXPECTED
(5#)27,810,6.64448411,810,8.09780728,-1.978063e-01,0.943427,-1.540472,EXPECTED
(5#)55/2,825,7.66200530,825,8.88420627,-1.480014e-01,0.933766,-1.308894,EXPECTED
(7#)4,840,8.20414590,840,9.50930718,-1.476314e-01,0.924075,-1.412398,EXPECTED
(5#)57/2,855,7.47170017,855,8.49135725,-1.279263e-01,0.916439,-1.112630,EXPECTED
(5#)29,870,7.79339087,870,8.32661294,-6.618071e-02,0.905422,-0.588921,EXPECTED
(5#)59/2,885,7.91710221,885,8.17955242,-3.261218e-02,0.900064,-0.291591,EXPECTED
(5#)30,900,6.78664426,900,8.04451998,-1.700345e-01,0.889637,-1.413920,EXPECTED
(5#)61/2,915,6.91869875,915,8.15853239,-1.648366e-01,0.883558,-1.403228,EXPECTED
(5#)31,930,6.63119009,930,8.27595231,-2.215697e-01,0.874676,-1.880425,EXPECTED
(7#)9/2,945,7.55793189,945,9.45281719,-2.237152e-01,0.869860,-2.178380,EXPECTED
(5#)32,960,7.07321591,960,8.01387709,-1.248594e-01,0.860471,-1.093193,EXPECTED
(5#)65/2,975,7.58665247,975,8.65742853,-1.320273e-01,0.855894,-1.251062,EXPECTED
(5#)33,990,7.49719194,990,8.79471211,-1.596221e-01,0.849613,-1.527190,EXPECTED
(5#)67/2,1005,6.85377083,1005,8.10398697,-1.675572e-01,0.841746,-1.485265,EXPECTED
(5#)34,1020,7.33980895,1020,8.46282068,-1.423697e-01,0.834706,-1.345398,EXPECTED
(5#)69/2,1035,7.08454356,1035,8.32071960,-1.608333e-01,0.829128,-1.490935,EXPECTED
(7#)5,1050,8.66474534,1050,9.40368241,-8.183883e-02,0.824246,-0.896501,EXPECTED
(5#)71/2,1071,6.91378853,1065,8.07171226,-1.548479e-01,0.817091,-1.417129,EXPECTED
(5#)36,1092,7.70861537,1080,7.96097068,-3.221235e-02,0.810129,-0.311500,EXPECTED
(5#)73/2,1095,6.98422798,1095,8.05626848,-1.427960e-01,0.806342,-1.329511,EXPECTED
(5#)37,1110,7.44190976,1110,8.15388236,-9.136667e-02,0.798935,-0.891152,EXPECTED
(5#)75/2,1125,6.85042475,1125,7.94447317,-1.481658e-01,0.794594,-1.376865,EXPECTED
(5#)38,1140,7.12745061,1140,8.35839820,-1.593132e-01,0.789427,-1.559292,EXPECTED
(11#)/2,1155,9.13559580,1155,10.31552116,-1.214713e-01,0.782694,-1.507518,EXPECTED
(7#)6,1260,8.73658664,1260,9.32651263,-6.534160e-02,0.750602,-0.785937,EXPECTED
(7#)13/2,1365,8.55809036,1365,10.07578264,-1.632577e-01,0.721695,-2.102955,EXPECTED
(7#)7,1470,7.81539530,1470,9.26856894,-1.705334e-01,0.696055,-2.087728,EXPECTED
(7#)15/2,1575,8.53964513,1575,9.24418992,-7.927578e-02,0.672425,-1.047767,EXPECTED
(7#)8,1680,8.40436284,1680,9.22209544,-9.285133e-02,0.650231,-1.257603,EXPECTED
(7#)17/2,1785,8.79830470,1785,9.77424468,-1.051918e-01,0.633724,-1.540008,EXPECTED
(7#)9,1890,8.43214029,1890,9.18488115,-8.550815e-02,0.615556,-1.222863,EXPECTED
(7#)19/2,1995,8.57059128,1995,9.67246181,-1.209461e-01,0.601620,-1.831506,EXPECTED
(7#)10,2145,8.12379559,2145,9.23436335,-1.281342e-01,0.586470,-1.893648,EXPECTED
(7#)21/2,2205,8.06714663,2205,9.14012839,-1.248746e-01,0.574746,-1.866880,EXPECTED
(11#),2310,9.14058186,2310,10.07887734,-9.771784e-02,0.562985,-1.666644,EXPECTED
(7#)23/2,2415,8.64639902,2415,9.52325861,-9.659415e-02,0.551891,-1.588827,EXPECTED
(7#)12,2520,7.98399457,2520,9.10442625,-1.313218e-01,0.541786,-2.068034,EXPECTED
(7#)25/2,2625,8.59805030,2625,9.09458305,-5.614350e-02,0.531675,-0.933903,EXPECTED
(7#)13,2730,9.53914578,2730,9.86327410,-3.341423e-02,0.523417,-0.619254,EXPECTED
(7#)27/2,2835,8.56334577,2835,9.07598342,-5.814077e-02,0.515043,-0.995330,EXPECTED
(7#)14,2940,8.67739172,2940,9.06751837,-4.397763e-02,0.506480,-0.770271,EXPECTED
(7#)29/2,3135,8.85070812,3045,9.37695299,-5.775740e-02,0.499824,-1.052860,EXPECTED
(7#)15,3150,8.07464822,3150,9.05241053,-1.143018e-01,0.492382,-1.985780,EXPECTED
(7#)31/2,3255,9.08651900,3255,9.34047846,-2.756559e-02,0.486591,-0.521916,EXPECTED
(7#)16,3360,8.55513325,3360,9.03865020,-5.497837e-02,0.480518,-1.006241,EXPECTED
(11#)3/2,3465,9.20509845,3465,9.98347534,-8.117375e-02,0.474661,-1.639859,EXPECTED
(7#)17,3570,8.47248673,3570,9.59706997,-1.246338e-01,0.469216,-2.396728,EXPECTED
(7#)35/2,3675,8.65796828,3675,9.02087048,-4.106075e-02,0.463950,-0.782201,EXPECTED
(7#)18,3795,8.16344904,3780,9.01542865,-9.927065e-02,0.458491,-1.858225,EXPECTED
(7#)37/2,3885,8.65284260,3885,9.25496395,-6.727216e-02,0.454195,-1.325689,EXPECTED
(7#)19,3990,8.61525608,3990,9.50883812,-9.868710e-02,0.449420,-1.988301,EXPECTED
(7#)39/2,4095,9.26020575,4095,9.77859852,-5.446991e-02,0.445490,-1.163646,EXPECTED
(7#)20,4200,8.21978002,4290,9.07920829,-9.944355e-02,0.441471,-1.946738,EXPECTED
(7#)41/2,4305,8.45913368,4305,9.21160595,-8.521744e-02,0.437509,-1.719901,EXPECTED
(7#)21,4410,8.62279023,4410,8.98812938,-4.149602e-02,0.433493,-0.842780,EXPECTED
(7#)43/2,4515,8.78519237,4515,9.19280815,-4.535384e-02,0.430237,-0.947421,EXPECTED
(11#)2,4620,9.43200294,4620,9.93078495,-5.153105e-02,0.426852,-1.168513,EXPECTED
(7#)45/2,4725,8.48560494,4725,8.97694784,-5.628875e-02,0.423484,-1.160240,EXPECTED
(7#)23,4830,9.23639960,4830,9.38074327,-1.550684e-02,0.420434,-0.343321,EXPECTED
(7#)47/2,4935,8.55995006,4935,9.16015420,-6.776866e-02,0.417390,-1.437994,EXPECTED
(7#)24,5040,8.47914389,5040,8.96687070,-5.592726e-02,0.414253,-1.177365,EXPECTED
(7#)49/2,5145,8.23437263,5145,8.96393829,-8.489249e-02,0.411714,-1.772021,EXPECTED
(7#)25,5250,8.88898687,5250,8.96094911,-8.063069e-03,0.408814,-0.176027,EXPECTED
(7#)51/2,5355,8.59144749,5355,9.52816452,-1.034849e-01,0.405890,-2.307810,EXPECTED
(7#)26,5460,8.73404796,5460,9.73267803,-1.082601e-01,0.403779,-2.473210,EXPECTED
(7#)53/2,5565,8.44836872,5565,9.12043370,-7.654399e-02,0.401556,-1.673652,EXPECTED
(7#)27,5670,8.27370483,5670,8.95018214,-7.859149e-02,0.399065,-1.695156,EXPECTED
(11#)5/2,5775,9.30254452,5775,9.89773937,-6.201842e-02,0.397043,-1.499069,EXPECTED
(7#)28,5880,8.40421431,5880,8.94527192,-6.239183e-02,0.394966,-1.369884,EXPECTED
(7#)57/2,5985,8.99970987,5985,9.44603452,-4.840269e-02,0.392883,-1.136024,EXPECTED
(7#)29,6090,8.52931444,6090,9.25749965,-8.192501e-02,0.390911,-1.862790,EXPECTED
(7#)59/2,6195,8.61597314,6195,9.08864137,-5.340761e-02,0.388969,-1.215182,EXPECTED
(7#)30,6300,8.26068737,6300,8.93654555,-7.864131e-02,0.387128,-1.745826,EXPECTED
(7#)61/2,6405,8.78106455,6405,9.07953832,-3.342570e-02,0.385081,-0.775093,EXPECTED
(7#)31,6510,8.48065427,6510,9.22746055,-8.439628e-02,0.383434,-1.947679,EXPECTED
(7#)63/2,6615,8.51815935,6615,8.93074162,-4.729916e-02,0.381871,-1.080423,EXPECTED
(7#)32,6765,7.91178535,6720,8.92889427,-1.209391e-01,0.380112,-2.675814,EXPECTED
(7#)65/2,6825,9.18281598,6825,9.70435161,-5.524050e-02,0.378709,-1.377141,EXPECTED
(11#)3,6930,9.57022794,6930,9.87529100,-3.137876e-02,0.376975,-0.809239,EXPECTED
(7#)67/2,7035,8.65754455,7035,9.05528992,-4.491797e-02,0.375690,-1.058706,EXPECTED
(7#)34,7140,8.99867832,7140,9.49200725,-5.337239e-02,0.374172,-1.318455,EXPECTED
(7#)69/2,7245,8.89869542,7245,9.32770596,-4.708442e-02,0.372913,-1.150431,EXPECTED
(7#)35,7350,8.15181074,7350,8.91913446,-8.995883e-02,0.371588,-2.064985,EXPECTED
(7#)71/2,7455,8.83168226,7455,9.04150053,-2.347964e-02,0.370281,-0.566646,EXPECTED
(7#)36,7560,8.65079274,7560,8.91617955,-3.021659e-02,0.369037,-0.719133,EXPECTED
(7#)73/2,7665,8.55978200,7665,9.03525105,-5.405899e-02,0.367786,-1.292787,EXPECTED
(7#)37,7770,9.12968576,7770,9.15770163,-3.063958e-03,0.366442,-0.076454,EXPECTED
(7#)75/2,7875,7.93215960,7875,8.91216183,-1.164915e-01,0.365486,-2.681367,EXPECTED
(7#)38,7980,8.86151069,7980,9.41360972,-6.043923e-02,0.364262,-1.515665,EXPECTED
(11#)7/2,8085,9.49404748,8085,9.85931102,-3.775127e-02,0.363301,-1.005402,EXPECTED
(7#)39,8190,9.19979531,8190,9.68542650,-5.144110e-02,0.362238,-1.340641,EXPECTED
(7#)79/2,8295,8.67819577,8295,9.01828304,-3.844032e-02,0.361246,-0.941428,EXPECTED
(7#)40,8400,8.39818911,8400,8.90614718,-5.872563e-02,0.360108,-1.410571,EXPECTED
(7#)81/2,8505,8.54937189,8580,8.99059902,-5.032166e-02,0.359258,-1.228162,EXPECTED
(7#)41,8610,8.81029329,8610,9.12314523,-3.489389e-02,0.358291,-0.873178,EXPECTED
(7#)83/2,8715,8.50173807,8715,9.00845083,-5.789250e-02,0.357473,-1.417485,EXPECTED
(7#)42,8820,8.72119273,8820,8.90192473,-2.051151e-02,0.356627,-0.506782,EXPECTED
(7#)85/2,8925,9.64346441,8925,9.47068328,1.807937e-02,0.355758,0.485670,OUTLIER
(7#)43,9030,8.34206329,9030,9.10844688,-8.789163e-02,0.354884,-2.159533,EXPECTED
(7#)87/2,9135,8.48656720,9135,9.21554367,-8.240700e-02,0.354157,-2.058343,EXPECTED
(11#)4,9240,9.63749652,9240,9.84756483,-2.156282e-02,0.353392,-0.594434,EXPECTED
(7#)89/2,9345,8.48036675,9345,8.99553819,-5.897500e-02,0.352621,-1.460978,EXPECTED
(7#)45,9450,8.61855486,9450,8.89645259,-3.173519e-02,0.351845,-0.789830,EXPECTED
(7#)91/2,9555,9.35414843,9555,9.67234754,-3.345112e-02,0.351002,-0.906545,EXPECTED
(7#)46,9660,8.92495168,9660,9.30163123,-4.133887e-02,0.350521,-1.074628,EXPECTED
(7#)93/2,9765,8.57412318,9765,9.18865354,-6.922068e-02,0.349849,-1.756559,EXPECTED
(7#)47,9870,8.74177224,9870,9.08311384,-3.830413e-02,0.349209,-0.977471,EXPECTED
(7#)95/2,9975,9.24857451,9975,9.39504849,-1.571336e-02,0.348400,-0.420419,EXPECTED
(7#)48,10080,8.32911566,10080,8.89172820,-6.536414e-02,0.347916,-1.617093,EXPECTED
(7#)97/2,10185,8.32950717,10185,8.98100528,-7.530753e-02,0.347344,-1.875657,EXPECTED
(7#)49,10290,8.59384526,10290,8.89037132,-3.392254e-02,0.346756,-0.855143,EXPECTED
(11#)9/2,10395,9.44835638,10395,9.83893875,-4.050706e-02,0.346238,-1.128075,EXPECTED
(7#)50,10500,8.52416040,10500,8.88900789,-4.191091e-02,0.345715,-1.055342,EXPECTED
(7#)101/2,10605,8.84761592,10605,8.97471726,-1.426340e-02,0.345187,-0.368210,EXPECTED
(7#)51,10710,8.90730621,10710,9.45733506,-5.991877e-02,0.344684,-1.595748,EXPECTED
(7#)103/2,10815,8.64871912,10815,8.97174774,-3.666927e-02,0.344124,-0.938698,EXPECTED
(7#)52,10920,9.43768576,10920,9.66319342,-2.361338e-02,0.343644,-0.656225,EXPECTED
(7#)105/2,11025,8.55056947,11025,8.88604753,-3.848447e-02,0.343249,-0.977361,EXPECTED
(7#)53,11130,8.57999332,11130,9.05298842,-5.366178e-02,0.342806,-1.379775,EXPECTED
(7#)107/2,11235,8.73451914,11235,8.96627603,-2.618754e-02,0.342360,-0.676939,EXPECTED
(7#)54,11385,8.42939459,11340,8.88438645,-5.257045e-02,0.341912,-1.330728,EXPECTED
(7#)109/2,11445,8.57779617,11445,8.96375713,-4.401244e-02,0.341541,-1.130057,EXPECTED
(11#)5,11550,9.48545130,11550,9.83255994,-3.594014e-02,0.341150,-1.017466,EXPECTED
(7#)111/2,11655,8.60649982,11655,9.12697102,-5.871617e-02,0.340765,-1.527361,EXPECTED
(7#)56,11760,8.39587779,11760,8.88243436,-5.633481e-02,0.340345,-1.429598,EXPECTED
(7#)113/2,11865,8.36774564,11865,8.95897689,-6.827152e-02,0.340039,-1.738716,EXPECTED
(7#)57,11970,8.98693403,11970,9.38403615,-4.323822e-02,0.339697,-1.168989,EXPECTED
(7#)115/2,12075,8.57491459,12075,9.28786690,-7.986788e-02,0.339298,-2.101257,EXPECTED
(7#)58,12180,8.86473307,12180,9.19705048,-3.680200e-02,0.338993,-0.980308,EXPECTED
(7#)117/2,12285,9.18105503,12285,9.65683704,-5.052404e-02,0.338721,-1.404643,EXPECTED
(7#)59,12390,8.40207017,12390,9.02977895,-7.204976e-02,0.338429,-1.854772,EXPECTED
(7#)119/2,12495,8.66043013,12495,9.44894584,-8.713879e-02,0.338136,-2.331948,EXPECTED
(7#)60,12600,8.63111440,12600,8.87914357,-2.833148e-02,0.337859,-0.734120,EXPECTED
(11#)11/2,12705,9.16595724,12705,9.82784853,-6.972372e-02,0.337572,-1.960741,EXPECTED
(7#)61,12810,8.46350784,12810,9.02323277,-6.403894e-02,0.337305,-1.659403,EXPECTED
(7#)123/2,12915,8.71515540,12915,9.09710507,-4.289273e-02,0.337077,-1.133123,EXPECTED
(7#)62,13020,8.71414996,13020,9.17228581,-5.123839e-02,0.336811,-1.360216,EXPECTED
(7#)125/2,13125,8.49533428,13125,8.87749014,-4.400177e-02,0.336605,-1.135324,EXPECTED
(7#)63,13230,8.33251629,13230,8.87717641,-6.331805e-02,0.336364,-1.619258,EXPECTED
(7#)127/2,13335,8.76844060,13335,8.94517946,-1.995580e-02,0.336169,-0.525744,EXPECTED
(7#)64,13440,8.63297568,13440,8.87656005,-2.782485e-02,0.335966,-0.725027,EXPECTED
(7#)129/2,13545,8.82129881,13545,9.08462244,-2.941403e-02,0.335757,-0.784268,EXPECTED
(7#)65,13650,8.95297785,13650,9.65244682,-7.522524e-02,0.335551,-2.084538,EXPECTED
(7#)131/2,13755,8.37142247,13755,8.94196049,-6.593104e-02,0.335401,-1.701062,EXPECTED
(11#)6,13860,9.55432606,13860,9.82441827,-2.787690e-02,0.335212,-0.805736,EXPECTED
(7#)133/2,13965,8.87192975,13965,9.37765554,-5.543746e-02,0.335066,-1.509332,EXPECTED
(7#)67,14070,8.32609536,14070,9.00643632,-7.854487e-02,0.334911,-2.031408,EXPECTED
(7#)135/2,14175,8.40681424,14175,8.87479954,-5.417315e-02,0.334761,-1.397968,EXPECTED
(7#)68,14280,8.79311025,14280,9.44390700,-7.140128e-02,0.334622,-1.944871,EXPECTED
(7#)137/2,14385,8.30958693,14385,8.93765719,-7.286360e-02,0.334487,-1.877712,EXPECTED
(7#)69,14490,8.89487412,14490,9.28085008,-4.247798e-02,0.334348,-1.154414,EXPECTED
(7#)139/2,14595,8.44162097,14595,8.93630746,-5.694812e-02,0.334215,-1.480144,EXPECTED
(7#)70,14700,8.49350364,14700,8.87378210,-4.379950e-02,0.334118,-1.138156,EXPECTED
(7#)141/2,14805,8.91974615,14805,9.06340279,-1.597715e-02,0.334018,-0.430087,EXPECTED
(7#)71,14910,8.47297674,14910,8.99721830,-6.003356e-02,0.333915,-1.569985,EXPECTED
(13#)/2,15015,10.42234789,15015,10.68466468,-2.485717e-02,0.333832,-0.785775,EXPECTED
(11#)7,16170,9.36233987,16170,9.82065950,-4.779303e-02,0.333177,-1.375604,EXPECTED
(11#)15/2,17745,9.32207485,17325,9.81992279,-5.202803e-02,0.333829,-1.491326,EXPECTED
(11#)8,18480,9.31770329,18480,9.81976808,-5.248133e-02,0.334869,-1.499287,EXPECTED
(11#)17/2,19635,9.85407381,19635,10.45251555,-5.895772e-02,0.336359,-1.779176,EXPECTED
(11#)9,20790,9.50917607,20790,9.82103161,-3.226893e-02,0.338176,-0.922169,EXPECTED
(11#)19/2,21945,10.03630588,21945,10.38016396,-3.368757e-02,0.338363,-1.016240,EXPECTED
(11#)10,23205,9.96342729,23205,10.25847575,-2.918315e-02,0.327646,-0.900510,EXPECTED
(11#)21/2,24255,9.26316555,24255,9.79988228,-5.632453e-02,0.316618,-1.695155,EXPECTED
(11#)11,25935,10.00515405,25935,10.16019459,-1.537723e-02,0.306878,-0.505219,EXPECTED
(11#)23/2,26565,9.68903779,26565,10.23132595,-5.445906e-02,0.297619,-1.822089,EXPECTED
(11#)12,28665,9.64300221,27720,9.77081032,-1.316691e-02,0.289055,-0.442158,EXPECTED
(11#)25/2,28875,9.33805967,28875,9.76247600,-4.444757e-02,0.281187,-1.509374,EXPECTED
(13#),30030,10.29324643,30030,10.61659289,-3.093015e-02,0.273708,-1.181356,EXPECTED
(11#)27/2,31395,9.61692440,31395,10.01699134,-4.075828e-02,0.266871,-1.499102,EXPECTED
(11#)14,32340,9.25579730,32340,9.74055065,-5.104756e-02,0.260403,-1.861551,EXPECTED
(11#)29/2,33495,9.86602778,33495,10.08522776,-2.197444e-02,0.254274,-0.862062,EXPECTED
(11#)15,34650,9.32153632,34650,9.72806649,-4.268770e-02,0.248573,-1.635456,EXPECTED
(11#)31/2,35805,9.80252643,35805,10.04921431,-2.485430e-02,0.243146,-1.014567,EXPECTED
(11#)16,36960,9.33802928,36960,9.71691275,-3.977272e-02,0.237992,-1.592001,EXPECTED
(11#)33/2,38115,9.35358563,38115,9.71178380,-3.758021e-02,0.233188,-1.536092,EXPECTED
(11#)17,39270,10.20109986,39270,10.33880320,-1.340857e-02,0.228521,-0.602585,EXPECTED
(11#)35/2,41055,9.76303145,41055,9.75400318,9.251683e-04,0.224239,0.040262,OUTLIER
(11#)18,42315,9.55848499,42315,9.84371724,-2.940417e-02,0.220049,-1.296222,EXPECTED
(11#)37/2,42735,9.80136239,42735,9.96444487,-1.650185e-02,0.216134,-0.754543,EXPECTED
(11#)19,43890,9.90341504,43890,10.24713560,-3.411856e-02,0.212365,-1.618537,EXPECTED
(13#)3/2,45045,10.26764128,45045,10.54736320,-2.687857e-02,0.208742,-1.340037,EXPECTED
(11#)20,46410,9.79215333,46410,10.12947905,-3.386851e-02,0.205267,-1.643351,EXPECTED
(11#)41/2,47355,9.54488090,47355,9.92160245,-3.870947e-02,0.202003,-1.864930,EXPECTED
(11#)21,49140,9.40378836,48510,9.67524343,-2.845777e-02,0.198832,-1.365248,EXPECTED
(11#)43/2,49665,9.65248299,49665,9.90313288,-2.563597e-02,0.195832,-1.279923,EXPECTED
(11#)22,51870,9.99806075,51870,10.04114219,-4.299723e-03,0.192926,-0.223306,EXPECTED
(11#)45/2,51975,9.31934551,51975,9.66589244,-3.651104e-02,0.190128,-1.822703,EXPECTED
(11#)23,53130,9.89328734,53130,10.11423306,-2.208717e-02,0.187405,-1.178975,EXPECTED
(11#)47/2,54285,9.78259187,54285,9.87080540,-8.976985e-03,0.184852,-0.477212,EXPECTED
(11#)24,55440,9.56399190,55965,9.72263831,-1.645181e-02,0.182360,-0.869963,EXPECTED
(11#)49/2,56595,9.41284344,56595,9.65497433,-2.539818e-02,0.179954,-1.345515,EXPECTED
(11#)25,58695,9.53919817,58695,9.70512353,-1.724451e-02,0.177637,-0.934070,EXPECTED
(11#)51/2,58905,10.14218881,58905,10.28172163,-1.366389e-02,0.175395,-0.795535,EXPECTED
(13#)2,60060,10.28857922,60060,10.50905611,-2.120291e-02,0.173204,-1.272932,EXPECTED
(11#)53/2,61215,9.64534908,61215,9.83125605,-1.909086e-02,0.171129,-1.086356,EXPECTED
(11#)27,62790,9.83540102,62790,9.91321828,-7.880821e-03,0.169096,-0.460196,EXPECTED
(11#)55/2,64155,9.50337581,64155,9.67451111,-1.784762e-02,0.167156,-1.023806,EXPECTED
(11#)28,64680,9.44756523,64680,9.63913458,-2.007427e-02,0.165240,-1.159340,EXPECTED
(11#)57/2,65835,9.77535774,65835,10.19442602,-4.197640e-02,0.163419,-2.564379,EXPECTED
(11#)29,66990,9.80639681,66990,9.98609601,-1.815882e-02,0.161619,-1.111869,EXPECTED
(11#)59/2,68145,9.55368012,68145,9.79955145,-2.541018e-02,0.159905,-1.537609,EXPECTED
(11#)30,69615,10.09514545,69615,10.07886498,1.614005e-03,0.158210,0.102904,OUTLIER
(11#)61/2,70455,9.49396558,70455,9.79031899,-3.073764e-02,0.156594,-1.892495,EXPECTED
(11#)31,71610,9.74488844,71610,9.95469734,-2.130165e-02,0.154981,-1.353772,EXPECTED
(11#)63/2,73185,9.46959502,72765,9.62636978,-1.642004e-02,0.153469,-1.021540,EXPECTED
(11#)32,73920,9.40564697,73920,9.62473540,-2.302614e-02,0.151949,-1.441855,EXPECTED
(13#)5/2,75075,10.18649755,75075,10.48430067,-2.881589e-02,0.150510,-1.978627,EXPECTED
(11#)33,76230,9.45590124,76230,9.62161173,-1.737277e-02,0.149095,-1.111442,EXPECTED
