START,n_0,C_min,Npred_0,CpredBound,Lambda_min,Jitter,JitterRatio
(13#)69,2076304,2.586796,2087081,2.373414,8.609062e-02,33.902541,3.101935e+01
(13#)139/2,2098952,2.580068,2097152,2.374684,8.295138e-02,34.560965,2.940974e+01
(13#)70,2106019,2.587094,2117099,2.376072,8.508653e-02,34.560965,3.046484e+01
(13#)141/2,2118514,2.592353,2132129,2.377395,8.656061e-02,34.560965,3.122305e+01
(13#)71,2136091,2.592237,2147137,2.378748,8.594691e-02,34.560965,3.119791e+01
(13#)143/2,2149759,2.601746,2162137,2.380081,8.904824e-02,34.560965,3.258786e+01
(13#)72,2166772,2.597074,2177167,2.381397,8.669814e-02,34.560965,3.189765e+01
(13#)145/2,2191216,2.591899,2192161,2.382675,8.416701e-02,34.560965,3.112710e+01
(13#)73,2198473,2.595378,2207203,2.383954,8.497172e-02,34.560965,3.164059e+01
(13#)147/2,2210389,2.596815,2222219,2.385218,8.499517e-02,34.560965,3.185234e+01
(13#)74,2222702,2.600920,2237219,2.386468,8.605078e-02,34.560965,3.247011e+01
(13#)149/2,2246323,2.596339,2252233,2.387702,8.377098e-02,34.560965,3.177259e+01
(13#)75,2263843,2.582011,2267263,2.388894,7.773806e-02,34.560965,2.957845e+01
(13#)151/2,2279476,2.588150,2282257,2.390097,7.960938e-02,34.560965,3.050759e+01
(13#)76,2294377,2.602427,2297291,2.391218,8.464161e-02,34.909475,3.239242e+01
(17#)9/2,2309311,2.594955,2312293,2.392390,8.127631e-02,34.909475,3.124182e+01
(13#)77,2316212,2.583454,2327323,2.393548,7.635048e-02,34.909475,2.945374e+01
(13#)155/2,2338396,2.592073,2342309,2.394633,7.922796e-02,35.232177,3.051042e+01
(13#)78,2352563,2.595422,2357353,2.395763,8.004736e-02,35.232177,3.102439e+01
(13#)157/2,2368486,2.590531,2372369,2.396878,7.769582e-02,35.232177,3.025662e+01
(13#)79,2375998,2.595066,2387383,2.397981,7.898482e-02,35.232177,3.096110e+01
(13#)159/2,2391856,2.585609,2402383,2.399071,7.487949e-02,35.232177,2.946320e+01
(13#)80,2409742,2.596264,2417399,2.400155,7.854017e-02,35.232177,3.114210e+01
(13#)161/2,2425117,2.592377,2432429,2.401230,7.659411e-02,35.232177,3.051712e+01
(13#)81,2434183,2.589718,2447437,2.402282,7.512987e-02,35.232177,3.008411e+01
(13#)163/2,2459998,2.595797,2462443,2.403321,7.704207e-02,35.232177,3.105664e+01
(13#)82,2473948,2.581392,2477471,2.404368,7.104171e-02,35.232177,2.871398e+01
(13#)165/2,2484971,2.595580,2492461,2.405384,7.610044e-02,35.232177,3.101178e+01
(13#)83,2495473,2.597962,2507489,2.406405,7.659336e-02,35.232177,3.139638e+01
(13#)167/2,2511253,2.602871,2522503,2.407335,7.809474e-02,35.587455,3.189272e+01
(13#)84,2525273,2.595884,2537527,2.408314,7.500020e-02,35.587455,3.075087e+01
(13#)169/2,2548498,2.597963,2552531,2.409291,7.539516e-02,35.587455,3.108957e+01
(17#)5,2555363,2.595337,2567557,2.410281,7.397304e-02,35.587455,3.064883e+01
(13#)171/2,2578036,2.596895,2582551,2.411171,7.420398e-02,35.916424,3.063154e+01
(13#)86,2594246,2.593958,2597591,2.412108,7.268384e-02,35.916424,3.014355e+01
(13#)173/2,2612419,2.590050,2612549,2.413069,7.077780e-02,35.916424,2.948247e+01
(13#)87,2622619,2.592665,2627617,2.413992,7.140450e-02,35.916424,2.991271e+01
(13#)175/2,2640928,2.597647,2642639,2.414898,7.294899e-02,35.916424,3.074629e+01
(13#)88,2653489,2.589649,2657651,2.415817,6.948481e-02,35.916424,2.938968e+01
(13#)177/2,2662903,2.599814,2672639,2.416716,7.303031e-02,35.916424,3.110720e+01
(13#)89,2683354,2.590833,2687677,2.417611,6.919958e-02,35.916424,2.957249e+01
(13#)179/2,2695961,2.593039,2702681,2.418500,6.968303e-02,35.916424,2.994115e+01
(13#)90,2717602,2.598752,2717713,2.419358,7.152911e-02,35.916424,3.092199e+01
