FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg
4,4,4,4,2.748,4,2.987,4,2.870137,4,2.87013699,4,2.986907,2.870136988
5,5,5,5,2.719,5,3.294,5,4.266093,5,4.26609329,5,3.293911,4.266093288
6,6,6,6,4.935,6,5.811,6,6.218875,6,6.21887455,6,5.811305,6.218874548
7,7,7,7,2.511,7,2.688,7,3.393036,7,3.39303648,7,2.688216,3.393036479
8,8,8,8,2.443,8,2.604,8,2.814638,8,2.81463781,8,2.603689,2.814637805
9,9,9,9,4.376,9,4.822,9,5.820367,9,5.82036707,9,4.822380,5.820367067
10,10,10,10,3.320,10,3.636,10,3.855372,10,3.85537204,10,3.635841,3.855372038
11,11,11,11,2.551,11,2.693,11,3.097468,11,3.09746822,11,2.693497,3.097468223
12,12,12,12,5.132,12,5.408,12,5.565937,12,5.56593708,12,5.408407,5.565937077
13,13,13,13,2.627,13,2.818,13,3.090238,13,3.09023772,13,2.818289,3.090237720
14,14,14,14,3.185,14,3.408,14,3.390541,14,3.39054128,14,3.407763,3.390541276
15,29,5PRD2,16,2.878,21,7.190,16,2.765142,15,7.37996871,21,4.602564,4.134925296
30,44,5PR,31,3.599,42,9.870,32,2.734624,30,7.34072410,36,5.798929,4.157279100
45,59,5PR3D2,47,4.318,45,11.063,59,2.764597,45,7.28666194,52,6.654728,4.056517987
60,74,5PR2,61,4.914,60,12.965,64,2.715385,60,7.24494775,67,7.677272,4.094513910
75,89,5PR5D2,79,5.609,75,14.354,89,2.743169,75,7.23135463,82,8.574615,4.101748100
90,104,5PR3,97,6.281,90,16.072,103,2.732657,90,7.23185422,97,9.367129,4.071701082
105,119,7PRD2,107,6.629,105,20.808,113,2.731305,105,8.66686583,112,10.360468,4.150129383
120,134,5PR4,122,7.272,120,18.872,128,2.702466,120,7.20928755,127,10.982580,4.079119631
135,149,5PR9D2,137,7.651,135,20.060,149,2.720304,135,7.20410054,142,11.679149,4.062655944
150,164,5PR5,151,8.098,150,21.524,163,2.715599,150,7.20511157,157,12.350932,4.040970850
165,179,5PR11D2,167,8.603,165,25.165,179,2.712819,165,8.00082618,172,13.288745,4.115601962
180,194,5PR6,181,9.038,180,24.008,193,2.712054,180,7.19355883,187,13.795484,4.053336769
195,209,5PR13D2,197,9.520,195,27.366,199,2.709905,195,7.84428932,202,14.655520,4.106006598
210,224,7PR,211,9.929,210,31.692,223,2.707019,210,8.62979456,217,15.321704,4.100967873
225,239,5PR15D2,227,10.392,231,27.896,239,2.705377,231,7.18508610,232,15.944358,4.091830667
240,254,5PR8,241,10.795,240,28.700,251,2.704265,240,7.18404410,247,16.449649,4.053707028
255,269,5PR17D2,256,11.211,255,31.686,256,2.693275,255,7.66085308,262,17.067265,4.052742387
270,284,5PR9,271,11.625,270,30.938,283,2.701699,270,7.18281338,277,17.785348,4.073078282
285,299,5PR19D2,293,12.226,285,33.792,293,2.701790,285,7.60337193,292,18.573524,4.111588781
300,314,5PR10,302,12.550,300,33.093,313,2.700437,300,7.17743292,307,18.767251,4.019191219
315,329,7PR3D2,317,12.864,315,40.854,317,2.700184,315,8.61115415,322,19.764623,4.105137805
330,344,5PR11,331,13.227,330,39.124,337,2.698997,330,7.97401946,337,20.323171,4.094035208
345,359,5PR23D2,347,13.641,345,37.863,359,2.697202,345,7.51690411,352,20.828851,4.078383721
360,374,5PR12,362,14.106,360,37.264,373,2.697135,360,7.17246315,367,21.282889,4.052443147
375,389,5PR25D2,379,14.455,375,38.175,389,2.696402,375,7.17131417,382,21.753873,4.035118054
390,404,5PR13,397,14.908,390,42.862,401,2.695884,390,7.82387510,397,22.689718,4.100937450
405,419,5PR27D2,409,15.205,405,40.184,419,2.694640,405,7.17078622,412,22.899720,4.038380967
420,434,7PR2,421,15.500,420,49.513,433,2.694622,420,8.60223889,427,23.932590,4.119559320
435,449,5PR29D2,439,15.936,435,43.700,449,2.694048,435,7.43306573,442,24.064398,4.048091226
450,464,5PR15,454,16.373,462,43.981,463,2.693116,462,7.16743359,457,25.005176,4.110835966
465,479,5PR31D2,467,16.610,465,45.597,479,2.692619,465,7.41434850,472,25.003618,4.023589455
480,494,5PR16,482,17.040,480,45.117,491,2.692264,480,7.16531086,487,25.828824,4.068187119
495,509,5PR33D2,499,17.367,495,51.076,509,2.692163,495,7.96058969,502,26.342209,4.065558046
510,524,5PR17,512,17.672,510,50.141,512,2.686429,510,7.64264747,517,26.646029,4.030128585
525,539,7PR5D2,526,18.069,525,57.416,538,2.696448,525,8.59706998,532,27.873750,4.135506996
540,554,5PR18,541,18.346,540,48.856,547,2.690775,540,7.16260023,547,27.875374,4.055842310
555,569,5PR37D2,557,18.714,555,51.104,569,2.690611,555,7.36656045,562,28.479316,4.069070894
570,584,5PR19,571,19.030,570,53.675,577,2.690424,570,7.58365556,577,28.741282,4.032218448
585,599,5PR39D2,587,19.392,585,56.194,599,2.689596,585,7.81275465,592,29.730402,4.098917188
600,614,5PR20,601,19.710,600,52.494,613,2.689631,600,7.16027293,607,29.854056,4.044577586
615,629,5PR41D2,617,20.068,615,54.669,619,2.689185,615,7.34327566,622,30.574619,4.073861594
630,644,7PR3,631,20.377,630,65.143,643,2.688718,630,8.59207809,637,31.022679,4.065595706
645,659,5PR43D2,647,20.731,645,56.428,659,2.688423,645,7.33412050,652,31.334113,4.041449716
660,674,5PR22,661,21.041,660,62.271,673,2.688464,660,7.95360276,667,32.490693,4.124465824
675,689,5PR45D2,677,21.391,675,56.835,683,2.688000,675,7.15773218,682,32.035916,4.004734156
690,704,5PR23,691,21.693,690,60.548,701,2.687975,690,7.49893355,697,33.395472,4.111568089
705,719,5PR47D2,706,22.083,705,59.880,719,2.687407,705,7.31662958,712,33.396482,4.051697486
720,734,5PR24,727,22.469,720,59.518,733,2.687452,720,7.15644784,727,33.443675,3.998454277
735,749,7PR7D2,739,22.726,735,72.351,743,2.687037,735,8.58719170,742,35.163229,4.145472077
750,764,5PR25,751,22.982,750,61.234,761,2.687024,750,7.15630777,757,34.711892,4.034144733
765,779,5PR51D2,766,23.364,765,66.135,773,2.686848,765,7.63291811,772,35.486840,4.068772757
780,794,5PR26,787,23.743,780,68.643,787,2.686405,780,7.80528485,787,35.888795,4.059355288
795,809,5PR53D2,797,23.956,795,64.932,809,2.686344,795,7.29471835,802,36.366366,4.059836635
810,824,5PR27,811,24.247,810,64.608,823,2.685928,810,7.15472752,817,36.750666,4.049022950
825,839,5PR55D2,827,24.580,825,72.624,839,2.685726,825,7.94924953,832,37.173146,4.044399745
840,854,7PR4,842,24.953,840,79.520,853,2.685775,840,8.58407866,847,38.057720,4.088185602
855,869,5PR57D2,857,25.203,855,70.956,863,2.685434,855,7.57379415,862,38.653300,4.101486567
870,884,5PR29,877,25.614,870,70.438,883,2.685200,870,7.41823750,877,38.730675,4.059148530
885,899,5PR59D2,887,25.817,885,69.869,887,2.685154,885,7.27842450,892,38.941009,4.033255374
900,914,5PR30,907,26.225,900,69.554,911,2.684886,900,7.15208551,907,39.711628,4.064536940
915,929,5PR61D2,919,26.469,915,71.482,929,2.684891,915,7.27296264,922,40.062494,4.053571313
930,944,5PR31,934,26.832,930,73.638,941,2.684762,930,7.39862282,937,40.216901,4.022753430
945,959,7PR9D2,947,27.035,945,86.298,953,2.684635,945,8.58200080,952,41.694283,4.124362418
960,974,5PR32,967,27.437,960,72.791,971,2.684260,960,7.15088425,967,41.364748,4.045747866
975,989,5PR65D2,977,27.639,975,80.200,983,2.684142,975,7.80062493,982,42.247309,4.087550162
990,1004,5PR33,991,27.917,990,82.663,997,2.684190,990,7.94534790,997,42.093032,4.028730270
1005,1019,5PR67D2,1006,28.273,1005,76.273,1019,2.683801,1005,7.26051298,1012,42.611898,4.035788696
1020,1034,5PR34,1021,28.514,1020,81.046,1024,2.681141,1020,7.62643108,1027,43.654495,4.091093088
1035,1049,5PR69D2,1039,28.868,1035,80.349,1049,2.683702,1035,7.48994347,1042,43.268288,4.013726424
1050,1064,7PR5,1051,29.104,1050,93.077,1063,2.683407,1050,8.57966186,1057,44.738001,4.107501863
1065,1079,5PR71D2,1069,29.459,1065,79.410,1069,2.683525,1065,7.25304850,1072,44.796632,4.071866120
1080,1094,5PR36,1082,29.769,1080,79.127,1093,2.683318,1080,7.14875727,1087,45.251674,4.071960832
1095,1109,5PR73D2,1097,30.006,1095,80.959,1109,2.683183,1095,7.24917329,1102,45.037198,4.013757310
1110,1124,5PR37,1114,30.391,1110,82.996,1123,2.682909,1110,7.35295362,1117,46.383761,4.093582232
1125,1139,5PR75D2,1126,30.624,1125,81.393,1129,2.683020,1125,7.14844049,1132,46.088752,4.029369546
1140,1154,5PR38,1142,30.932,1140,87.072,1153,2.682829,1140,7.56826738,1147,46.036073,3.986801137
1155,1259,11PRD2,1163,31.281,1155,110.577,1259,2.681915,1155,9.53007910,1206,48.694486,4.066233708
1260,1364,7PR6,1262,33.219,1260,106.006,1361,2.681396,1260,8.57531312,1311,51.584464,4.056036092
1365,1469,7PR13D2,1367,35.127,1365,122.410,1459,2.680712,1365,9.35356312,1416,54.574329,4.058719755
1470,1574,7PR7,1471,37.037,1470,118.464,1571,2.680140,1470,8.57264344,1521,57.461629,4.057088001
1575,1679,7PR15D2,1579,38.988,1575,124.454,1669,2.679787,1575,8.57093822,1626,60.327957,4.057305507
1680,1784,7PR8,1684,40.955,1680,130.519,1783,2.679205,1680,8.56975153,1731,63.104326,4.054267089
1785,1889,7PR17D2,1787,42.667,1785,145.440,1889,2.678883,1785,9.14018451,1836,65.980299,4.059955479
1890,1994,7PR9,1894,44.570,1890,142.254,1993,2.678508,1890,8.56789132,1941,68.574064,4.050480577
1995,2099,7PR19D2,1997,46.287,1995,156.634,2048,2.676937,1995,9.07056300,2046,71.351205,4.054213030
2100,2204,7PR10,2102,48.111,2145,157.626,2203,2.677756,2145,8.65214719,2151,74.048482,4.054710953
2205,2309,7PR21D2,2207,49.823,2205,159.260,2309,2.677521,2205,8.56514666,2256,76.605548,4.049399195
2310,2414,11PR,2311,51.548,2310,183.228,2411,2.677177,2310,9.51595498,2361,79.421555,4.058892352
2415,2519,7PR23D2,2417,53.290,2415,178.460,2503,2.676943,2415,8.97116580,2466,81.912078,4.052911581
2520,2624,7PR12,2521,54.982,2520,175.887,2621,2.676720,2520,8.56269466,2571,84.540646,4.054978605
2625,2729,7PR25D2,2633,56.788,2625,181.241,2729,2.676474,2625,8.56221025,2676,86.921734,4.046612392
2730,2834,7PR13,2731,58.353,2730,203.656,2833,2.676249,2730,9.33990552,2782,89.668037,4.056123556
2835,2939,7PR27D2,2837,60.036,2835,191.943,2939,2.675980,2835,8.56078760,2887,92.108059,4.052486884
2940,3044,7PR14,2942,61.731,2940,197.299,3041,2.675833,2940,8.56022332,2992,94.592547,4.051726445
3045,3149,7PR29D2,3046,63.355,3045,209.985,3137,2.675654,3045,8.87685877,3097,97.084308,4.052165383
3150,3254,7PR15,3158,65.091,3150,207.764,3253,2.675448,3150,8.55930633,3202,99.490401,4.049743583
3255,3359,7PR31D2,3257,66.574,3255,220.211,3359,2.675223,3255,8.85376750,3307,101.971955,4.051169086
3360,3464,7PR16,3361,68.166,3360,218.077,3463,2.675056,3360,8.55816779,3412,104.199431,4.043288130
3465,3569,11PR3D2,3467,69.776,3465,247.916,3559,2.674908,3465,9.50870704,3517,106.999861,4.058076155
3570,3674,7PR17,3571,71.347,3570,243.483,3673,2.674779,3570,9.12788635,3622,109.284249,4.053444261
3675,3779,7PR35D2,3677,72.939,3675,233.243,3779,2.674587,3675,8.55682377,3727,111.439079,4.044985701
3780,3884,7PR18,3793,74.670,3780,238.323,3881,2.674486,3780,8.55641678,3832,113.930037,4.049325703
3885,3989,7PR37D2,3889,76.095,3885,250.201,3989,2.674342,3885,8.80059383,3937,116.198940,4.046237925
3990,4094,7PR19,3994,77.683,3990,262.878,4093,2.674208,3990,9.05902910,4042,118.892680,4.058084449
4095,4199,7PR39D2,4096,79.141,4095,276.154,4096,2.673517,4095,9.33300293,4147,120.992259,4.050008651
4200,4304,7PR20,4201,80.675,4290,264.951,4297,2.673959,4290,8.64111668,4252,123.322266,4.050188288
4305,4409,7PR41D2,4306,82.239,4305,269.678,4409,2.673829,4305,8.77400021,4357,125.546082,4.047409195
4410,4514,7PR21,4414,83.801,4410,267.856,4513,2.673712,4410,8.55431361,4462,127.841853,4.047322597
4515,4619,7PR43D2,4517,85.245,4515,279.277,4603,2.673583,4515,8.76250498,4567,130.059696,4.045218897
4620,4724,11PR2,4621,86.734,4620,308.334,4723,2.673457,4620,9.50395507,4672,132.535138,4.051331703
4725,4829,7PR45D2,4729,88.274,4725,282.235,4817,2.673391,4725,8.55334142,4777,134.729933,4.049058310
4830,4934,7PR23,4831,89.721,4830,300.734,4933,2.673275,4830,8.96032980,4882,136.952250,4.048007681
4935,5039,7PR47D2,4937,91.220,4935,298.234,5039,2.673145,4935,8.74270751,4987,139.311760,4.051255638
5040,5144,7PR24,5042,92.734,5040,296.539,5119,2.673070,5040,8.55236744,5092,141.266302,4.043075146
5145,5249,7PR49D2,5147,94.168,5145,301.192,5237,2.672990,5145,8.55217279,5197,143.865419,4.053586437
5250,5354,7PR25,5261,95.760,5250,305.941,5351,2.672862,5250,8.55190387,5302,145.600092,4.040030627
5355,5459,7PR51D2,5366,97.255,5355,331.254,5449,2.672803,5355,9.12165173,5407,148.310048,4.053795516
5460,5564,7PR26,5462,98.584,5460,343.923,5563,2.672682,5460,9.32868501,5512,150.250595,4.046600915
5565,5669,7PR53D2,5569,100.024,5565,326.115,5669,2.672620,5565,8.71878830,5617,152.580324,4.050199838
5670,5774,7PR27,5674,101.503,5670,324.519,5749,2.672555,5670,8.55087561,5722,154.501031,4.043198456
5775,5879,11PR5D2,5779,102.904,5775,365.623,5879,2.672429,5775,9.50061339,5827,156.920607,4.049513986
5880,5984,7PR28,5881,104.296,5880,333.702,5981,2.672375,5880,8.55032099,5932,159.038414,4.048089303
5985,6089,7PR57D2,5987,105.737,5985,358.112,6089,2.672295,5985,9.05311257,6037,161.033929,4.043897131
6090,6194,7PR29,6091,107.146,6090,355.524,6173,2.672233,6090,8.86660386,6142,163.377962,4.048601885
6195,6299,7PR59D2,6197,108.578,6195,353.399,6299,2.672121,6195,8.69963656,6247,165.426252,4.046139659
6300,6404,7PR30,6301,109.978,6300,351.884,6397,2.672075,6300,8.54943114,6352,167.711695,4.049586401
6405,6509,7PR61D2,6406,111.422,6405,362.379,6491,2.671989,6405,8.69418887,6457,169.533296,4.042122955
6510,6614,7PR31,6514,112.866,6510,373.333,6607,2.671912,6510,8.84387731,6562,172.040433,4.051098213
6615,6719,7PR63D2,6619,114.230,6615,365.310,6719,2.671839,6615,8.54880788,6667,173.844732,4.043672138
6720,6824,7PR32,6722,115.634,6720,369.831,6823,2.671772,6720,8.54861281,6772,175.978794,4.044166910
6825,6929,7PR65D2,6827,116.990,6825,408.251,6917,2.671733,6825,9.32561359,6877,178.167028,4.046042181
6930,7034,11PR3,6934,118.438,6930,420.804,7027,2.671646,6930,9.49810045,6982,180.491731,4.051002954
7035,7139,7PR67D2,7039,119.786,7035,388.986,7129,2.671604,7035,8.67954514,7087,182.481140,4.048550602
7140,7244,7PR34,7142,121.173,7140,413.397,7243,2.671518,7140,9.11771327,7192,184.349590,4.043665129
7245,7349,7PR69D2,7247,122.514,7245,410.571,7349,2.671475,7245,8.95476755,7297,186.599192,4.047306853
7350,7454,7PR35,7351,123.872,7350,396.351,7451,2.671399,7350,8.54755750,7402,188.585838,4.045304290
7455,7559,7PR71D2,7457,125.253,7455,406.477,7559,2.671338,7455,8.67119566,7507,190.573730,4.043552639
7560,7664,7PR36,7561,126.604,7560,405.088,7649,2.671307,7560,8.54715332,7612,192.890274,4.048791853
7665,7769,7PR73D2,7666,127.997,7665,415.156,7759,2.671230,7665,8.66741947,7717,194.756355,4.044706274
7770,7874,7PR37,7778,129.444,7770,425.607,7873,2.671187,7770,8.79107181,7822,196.833371,4.045143165
7875,7979,7PR75D2,7877,130.686,7875,418.058,7963,2.671123,7875,8.54665467,7927,198.692822,4.041298907
7980,8084,7PR38,7993,132.177,7980,447.279,8081,2.671080,7980,9.04923277,8032,200.894406,4.044502207
8085,8189,11PR7D2,8087,133.381,8085,474.097,8179,2.671014,8085,9.49598970,8137,203.210406,4.049992879
8190,8294,7PR39,8191,134.711,8190,470.222,8192,2.670682,8190,9.32316868,8242,205.147271,4.047966477
8295,8399,7PR79D2,8297,136.064,8295,440.921,8389,2.670927,8295,8.65701829,8347,207.115919,4.046722956
8400,8504,7PR40,8402,137.433,8400,439.597,8501,2.670873,8400,8.54588363,8452,208.974681,4.043474147
8505,8609,7PR81D2,8506,138.753,8580,451.419,8609,2.670822,8580,8.63195161,8557,210.859387,4.040917770
8610,8714,7PR41,8612,140.128,8610,459.612,8713,2.670774,8610,8.76475917,8662,213.212438,4.047362969
8715,8819,7PR83D2,8719,141.415,8715,457.898,8819,2.670711,8715,8.65094459,8767,215.122350,4.045431747
8820,8924,7PR42,8821,142.701,8820,456.602,8923,2.670664,8820,8.54530676,8872,216.944314,4.041985082
8925,9029,7PR85D2,8926,144.055,8925,491.498,9029,2.670632,8925,9.11489376,8977,219.358855,4.049625901
9030,9134,7PR43,9034,145.410,9030,476.391,9133,2.670587,9030,8.75349434,9082,220.926830,4.041709010
9135,9239,7PR87D2,9137,146.668,9135,486.581,9239,2.670527,9135,8.86137132,9187,222.941908,4.042164105
9240,9344,11PR4,9241,147.967,9240,526.059,9343,2.670483,9240,9.49418124,9292,225.231296,4.047578074
9345,9449,7PR89D2,9346,149.309,9345,483.084,9439,2.670444,9345,8.64288941,9397,227.142339,4.046222119
9450,9554,7PR45,9458,150.702,9450,481.827,9551,2.670398,9450,8.54454716,9502,228.834927,4.041121674
9555,9659,7PR91D2,9556,151.950,9555,530.122,9649,2.670372,9555,9.32113413,9607,231.223971,4.048388920
9660,9764,7PR46,9661,153.188,9660,513.501,9749,2.670332,9660,8.95111839,9712,232.820188,4.041809570
9765,9869,7PR93D2,9767,154.498,9765,511.311,9859,2.670275,9765,8.83879237,9817,235.319166,4.050950422
9870,9974,7PR47,9871,155.782,9870,509.541,9973,2.670244,9870,8.73391281,9922,236.440968,4.036520377
9975,10079,7PR95D2,9986,157.230,9975,532.112,10079,2.670190,9975,9.04646099,10027,239.137725,4.049074818
10080,10184,7PR48,10084,158.465,10080,506.731,10181,2.670165,10080,8.54376264,10132,240.653967,4.041617490
10185,10289,7PR97D2,10193,159.740,10185,516.182,10289,2.670125,10185,8.63361722,10237,242.732913,4.043757379
10290,10394,7PR49,10294,161.008,10290,514.970,10391,2.670075,10290,8.54356903,10342,244.516869,4.041041019
10395,10499,11PR9D2,10399,162.259,10395,576.693,10499,2.670035,10395,9.49267980,10447,246.954558,4.049143919
10500,10604,7PR50,10501,163.504,10500,523.172,10601,2.670011,10500,8.54330046,10552,248.527542,4.043075656
10605,10709,7PR101D2,10607,164.794,10605,532.541,10709,2.669973,10605,8.62952079,10657,250.335247,4.041001875
10710,10814,7PR51,10711,166.058,10710,566.772,10799,2.669930,10710,9.11265762,10762,252.734239,4.048462049
10815,10919,7PR103D2,10826,167.484,10815,540.673,10909,2.669903,10815,8.62755052,10867,254.077470,4.039087699
10920,11024,7PR52,10924,168.701,10920,588.535,11003,2.669860,10920,9.31948435,10972,256.700423,4.050086393
11025,11129,7PR105D2,11027,169.884,11025,543.505,11119,2.669821,11025,8.54278948,11077,258.048013,4.040999621
11130,11234,7PR53,11131,171.139,11130,558.346,11213,2.669801,11130,8.71018917,11182,260.461471,4.048674400
11235,11339,7PR107D2,11239,172.440,11235,556.857,11329,2.669763,11235,8.62390003,11287,261.755247,4.039024047
11340,11444,7PR54,11351,173.786,11340,555.693,11443,2.669714,11340,8.54244131,11392,263.969072,4.043657383
11445,11549,7PR109D2,11447,174.938,11445,564.910,11549,2.669692,11445,8.62220880,11497,265.591373,4.039296219
11550,11654,11PR5,11551,176.184,11550,626.394,11633,2.669665,11550,9.49141587,11602,267.808447,4.044009189
11655,11759,7PR111D2,11657,177.453,11655,583.943,11743,2.669620,11655,8.78619854,11707,269.948047,4.047527546
11760,11864,7PR56,11762,178.737,11760,571.784,11863,2.669582,11760,8.54204077,11812,271.388429,4.040631772
11865,11969,7PR113D2,11867,179.958,11865,580.930,11969,2.669561,11865,8.61893084,11917,273.332536,4.041357005
11970,12074,7PR57,11971,181.196,11970,613.897,12073,2.669529,11970,9.04434477,12022,275.221168,4.041284968
12075,12179,7PR115D2,12076,182.504,12075,611.530,12163,2.669492,12075,8.94850011,12127,277.593770,4.048315868
12180,12284,7PR58,12182,183.732,12180,609.538,12281,2.669467,12180,8.85801523,12232,279.200011,4.044162611
12285,12389,7PR117D2,12286,184.964,12285,645.494,12379,2.669428,12285,9.31810444,12337,281.051067,4.043663556
12390,12494,7PR59,12391,186.175,12390,606.176,12491,2.669396,12390,8.69135577,12442,282.716736,4.040553245
12495,12599,7PR119D2,12497,187.427,12495,639.618,12589,2.669378,12495,9.11080432,12547,285.314816,4.050765960
12600,12704,7PR60,12601,188.654,12600,603.652,12703,2.669335,12600,8.54129031,12652,285.998303,4.033874847
12705,12809,11PR11D2,12706,189.920,12705,675.068,12809,2.669316,12705,9.49025683,12757,288.863606,4.047853137
12810,12914,7PR61,12812,191.195,12810,621.924,12911,2.669278,12810,8.68590906,12862,290.422545,4.043447769
12915,13019,7PR123D2,12917,192.368,12915,631.233,13009,2.669260,12915,8.76002368,12967,291.952635,4.038785863
13020,13124,7PR62,13033,193.727,13020,640.798,13121,2.669230,13020,8.83545298,13072,294.498002,4.048149117
13125,13229,7PR125D2,13127,194.826,13125,623.324,13229,2.669201,13125,8.54088118,13177,295.935094,4.042293175
13230,13334,7PR63,13238,196.154,13230,627.298,13331,2.669164,13230,8.54079737,13282,297.699122,4.040989924
13335,13439,7PR127D2,13337,197.279,13335,636.218,13421,2.669150,13335,8.60900658,13387,299.579669,4.041332588
13440,13544,7PR64,13441,198.491,13440,635.130,13537,2.669119,13440,8.54059921,13492,301.645894,4.044169724
13545,13649,7PR129D2,13553,199.793,13545,654.580,13649,2.669090,13545,8.74885075,13597,302.818388,4.035135137
13650,13754,7PR65,13654,200.996,13650,701.395,13751,2.669055,13650,9.31687000,13702,305.850504,4.050841512
13755,13859,7PR131D2,13757,202.162,13755,651.808,13859,2.669028,13755,8.60655649,13807,306.876651,4.039969494
13860,13964,11PR6,13873,203.505,13860,723.037,13963,2.669002,13860,9.48919262,13912,309.066068,4.044504129
13965,14069,7PR133D2,13967,204.592,13965,693.080,14057,2.668987,13965,9.04258698,14017,310.859031,4.043855657
14070,14174,7PR67,14071,205.794,14070,668.635,14173,2.668959,14070,8.67153022,14122,312.523503,4.041581885
14175,14279,7PR135D2,14177,207.017,14175,662.332,14251,2.668931,14175,8.54003543,14227,314.399184,4.042096343
14280,14384,7PR68,14281,208.215,14280,710.667,14369,2.668911,14280,9.10929007,14332,316.359174,4.043701589
14385,14489,7PR137D2,14387,209.434,14385,675.035,14489,2.668882,14385,8.60316769,14437,318.087309,4.042374941
14490,14594,7PR69,14494,210.694,14490,706.074,14593,2.668858,14490,8.94649302,14542,319.904917,4.042228764
14595,14699,7PR139D2,14614,212.070,14595,682.734,14699,2.668824,14595,8.60206380,14647,321.770638,4.042718471
14700,14804,7PR70,14702,213.079,14700,681.684,14797,2.668810,14700,8.53965669,14752,323.251475,4.038427095
14805,14909,7PR141D2,14813,214.320,14805,700.719,14897,2.668787,14805,8.72937727,14857,325.561468,4.044521093
14910,15014,7PR71,14914,215.504,14910,699.364,15013,2.668760,14910,8.66329734,14962,326.698523,4.036071909
15015,16169,13PRD2,15017,216.651,15015,840.195,16141,2.668514,15015,10.35083057,15581,338.082926,4.042551694
16170,17324,11PR7,16174,229.790,16170,816.770,16384,2.668294,16170,9.48744417,16737,357.717784,4.041461920
17325,18479,11PR15D2,17327,242.659,17745,863.244,18461,2.668071,17325,9.48666633,17893,377.201794,4.041478911
18480,19634,11PR8,18481,255.416,19110,915.696,19609,2.667877,18480,9.48592884,19048,396.388142,4.040732687
19635,20789,11PR17D2,19636,268.096,19635,1016.477,20789,2.667693,19635,10.11761783,20204,415.483899,4.041172291
20790,21944,11PR9,20798,280.638,21840,1018.568,21943,2.667519,20790,9.48467315,21359,434.292299,4.040665830
21945,23099,11PR19D2,21946,292.935,21945,1102.624,23099,2.667361,21945,10.04198433,22515,452.917962,4.040173685
23100,24254,11PR10,23102,305.204,23205,1140.371,24251,2.667213,23205,9.93182028,23670,471.449345,4.040337487
24255,25409,11PR21D2,24268,317.496,24255,1128.157,25409,2.667078,24255,9.48303126,24825,489.737325,4.039772817
25410,26564,11PR11,25411,329.368,25935,1237.474,26561,2.666946,25935,9.85758127,25981,507.959889,4.039900697
26565,27719,11PR23D2,26573,341.397,26565,1271.305,27701,2.666822,26565,9.93364518,27136,525.975370,4.039499437
27720,28874,11PR12,27733,353.314,28665,1266.551,28871,2.666698,27720,9.48167174,28291,543.908043,4.039487211
28875,30029,11PR25D2,28879,365.003,28875,1297.599,30029,2.666589,28875,9.48126293,29446,561.594024,4.038611407
30030,31184,13PR,30034,376.729,30030,1460.998,31183,2.666477,30030,10.34278742,30602,579.422368,4.039604962
31185,32339,11PR27D2,31189,388.327,31395,1427.675,32327,2.666375,31395,9.75130720,31757,596.930133,4.039125643
32340,33494,11PR14,32341,399.848,32340,1421.644,32768,2.666256,32340,9.48014915,32912,614.258575,4.038221655
33495,34649,11PR29D2,33503,411.397,33495,1516.583,34649,2.666185,33495,9.83091290,34067,631.716612,4.038858491
34650,35804,11PR15,34651,422.741,35490,1504.553,35803,2.666091,34650,9.47949526,35222,648.927588,4.038532074
35805,36959,11PR31D2,35806,434.115,35805,1596.574,36947,2.666005,35805,9.80604971,36377,666.047875,4.038255062
36960,38114,11PR16,36962,445.412,36960,1583.529,38113,2.665924,36960,9.47886983,37533,683.129703,4.038303421
38115,39269,11PR33D2,38119,456.634,38115,1623.408,39251,2.665841,38115,9.47857955,38688,699.990358,4.037585910
39270,40424,11PR17,39272,467.881,39270,1774.049,40423,2.665762,39270,10.11019819,39843,716.996230,4.038195156
40425,41579,11PR35D2,40427,478.902,41055,1733.981,41579,2.665687,41055,9.53204684,40998,733.779628,4.037993622
41580,42734,11PR18,41593,490.070,42315,1794.617,42727,2.665615,42315,9.62616082,42153,750.465585,4.037703114
42735,43889,11PR37D2,42737,500.977,42735,1832.029,43889,2.665547,42735,9.74830457,43308,767.137614,4.037752597
43890,45044,11PR19,43891,511.929,43890,1927.228,45013,2.665481,43890,10.03477120,44463,783.614689,4.037177522
45045,46199,13PR3D2,45053,522.910,45045,2027.918,46199,2.665410,45045,10.33859678,45618,800.222602,4.037644634
46200,47354,11PR20,46204,533.786,46410,1994.653,47353,2.665349,46410,9.92477041,46773,816.608038,4.037329469
47355,48509,11PR41D2,47356,544.580,47355,1985.690,48497,2.665287,47355,9.71957662,47929,833.127084,4.037993199
48510,49664,11PR21,48523,555.426,48510,1974.418,49663,2.665224,48510,9.47637982,49084,849.176229,4.036709502
49665,50819,11PR43D2,49667,566.060,49665,2061.641,50789,2.665169,49665,9.70729564,50239,865.517956,4.037139133
50820,51974,11PR22,50821,576.748,51870,2167.588,51973,2.665111,51870,9.85076268,51394,881.642762,4.036836074
51975,53129,11PR45D2,51977,587.413,51975,2088.474,53129,2.665055,51975,9.47575949,52549,897.764451,4.036798985
53130,54284,11PR23,53147,598.168,53130,2227.518,54277,2.665002,53130,9.92679171,53704,913.925666,4.037188220
