START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
7PR60,12619,2.647890,12703,2.552973,3.650453e-02,11.102550,1.216190e+00
11PR11/2,12739,2.628100,12809,2.554235,2.850839e-02,11.102550,9.526677e-01
7PR61,12823,2.628430,12911,2.556025,2.793339e-02,11.102550,9.396970e-01
7PR123/2,13003,2.725217,13009,2.557088,6.367895e-02,11.102550,2.195090e+00
7PR62,13049,2.634104,13121,2.558384,2.916728e-02,11.102550,9.953085e-01
7PR125/2,13204,2.664716,13229,2.559830,4.015664e-02,11.102550,1.387631e+00
7PR63,13291,2.609520,13331,2.561143,1.871265e-02,11.102550,6.439150e-01
7PR127/2,13438,2.668489,13399,2.562368,4.058056e-02,11.102550,1.418193e+00
7PR64,13522,2.655186,13537,2.563592,3.510531e-02,11.102550,1.234000e+00
7PR129/2,13597,2.589678,13649,2.564809,9.649532e-03,11.102550,3.372351e-01
7PR65,13729,2.650184,13751,2.566259,3.217988e-02,11.102550,1.144776e+00
7PR131/2,13807,2.611516,13859,2.567214,1.710963e-02,11.102550,6.080470e-01
11PR6,13954,2.536756,13963,2.568435,-1.241066e-02,11.102550,-4.373725e-01
7PR133/2,14029,2.591831,14057,2.569895,8.499534e-03,11.102550,3.044675e-01
7PR67,14164,2.624206,14173,2.570641,2.062309e-02,11.102550,7.483189e-01
7PR135/2,14258,2.649455,14243,2.571955,2.968765e-02,11.102550,1.086925e+00
7PR68,14374,2.632459,14369,2.573213,2.276308e-02,11.689587,7.947049e-01
7PR137/2,14479,2.617117,14489,2.573946,1.663320e-02,11.689587,5.829033e-01
7PR69,14566,2.643041,14593,2.575550,2.586704e-02,11.689587,9.164490e-01
7PR139/2,14629,2.672066,14699,2.576759,3.631955e-02,12.177555,1.249436e+00
7PR70,14767,2.614281,14797,2.577249,1.426656e-02,12.177555,4.880351e-01
7PR141/2,14821,2.619218,14897,2.578660,1.560592e-02,12.177555,5.373615e-01
7PR71,14944,2.614567,15013,2.579618,1.345717e-02,12.177555,4.658998e-01
13PR/2,15901,2.583324,16141,2.580598,1.055787e-03,12.177555,3.848821e-02
11PR7,16519,2.517418,17321,2.591127,-2.885914e-02,12.177555,-1.100684e+00
11PR15/2,18451,2.589383,18461,2.600418,-4.252578e-03,12.177555,-1.733574e-01
11PR8,18859,2.606662,19609,2.608631,-7.550870e-04,12.177555,-3.245623e-02
11PR17/2,20101,2.565478,20789,2.616019,-1.950888e-02,12.821431,-8.290443e-01
11PR9,21304,2.598940,21943,2.622373,-8.975963e-03,13.356646,-3.852621e-01
11PR19/2,22447,2.582260,23099,2.628031,-1.756991e-02,13.356646,-7.840907e-01
11PR10,23719,2.582388,24251,2.633689,-1.967097e-02,13.356646,-9.137787e-01
11PR21/2,24919,2.581163,25409,2.638487,-2.196557e-02,13.356646,-1.060000e+00
11PR11,26008,2.621855,26561,2.642749,-7.937581e-03,16.736679,-3.195120e-01
11PR23/2,26704,2.558655,27701,2.646824,-3.387870e-02,16.736679,-1.394623e+00
11PR12,28384,2.599822,28871,2.650537,-1.931928e-02,16.736679,-8.293502e-01
11PR25/2,29177,2.586378,30029,2.654182,-2.587807e-02,17.323716,-1.105719e+00
13PR,30169,2.616827,31183,2.657514,-1.542858e-02,17.323716,-6.839918e-01
11PR27/2,31981,2.638378,32327,2.660351,-8.293735e-03,17.323716,-3.802883e-01
11PR14,32749,2.614675,33493,2.663263,-1.841226e-02,17.323716,-8.653311e-01
11PR29/2,34274,2.641644,34649,2.665875,-9.130883e-03,17.530888,-4.383028e-01
11PR15,35792,2.587385,35803,2.668265,-3.078074e-02,17.530888,-1.502293e+00
11PR31/2,36118,2.617519,36947,2.670465,-2.002569e-02,17.530888,-1.008800e+00
11PR16,37594,2.622787,38113,2.672762,-1.887490e-02,17.530888,-9.764639e-01
11PR33/2,38593,2.596521,39251,2.674845,-2.971896e-02,17.530888,-1.567316e+00
11PR17,39841,2.654850,40423,2.676688,-8.192053e-03,18.174765,-4.316928e-01
11PR35/2,41011,2.576329,41579,2.678454,-3.887424e-02,18.174765,-2.065540e+00
11PR18,41851,2.621287,42727,2.680148,-2.220660e-02,18.174765,-1.217128e+00
11PR37/2,42808,2.637632,43889,2.681796,-1.660517e-02,18.388007,-9.225315e-01
11PR19,44236,2.646010,45013,2.683348,-1.401242e-02,18.388007,-7.961480e-01
13PR3/2,45328,2.650025,46199,2.684863,-1.306063e-02,18.388007,-7.587258e-01
11PR20,46681,2.671875,47353,2.686257,-5.368302e-03,18.388007,-3.195751e-01
11PR41/2,47638,2.578883,48497,2.687474,-4.124536e-02,18.388007,-2.460316e+00
11PR21,49549,2.625421,49663,2.688651,-2.379832e-02,18.388007,-1.460588e+00
11PR43/2,50671,2.638319,50789,2.689960,-1.938435e-02,21.768039,-1.026248e+00
11PR22,51826,2.667897,51973,2.691107,-8.662112e-03,21.768039,-4.699975e-01
11PR45/2,53069,2.643542,53129,2.692133,-1.821413e-02,21.768039,-1.001780e+00
11PR23,54134,2.667073,54277,2.693282,-9.778908e-03,21.983494,-5.444634e-01
11PR47/2,55201,2.650804,55439,2.694104,-1.620269e-02,21.983494,-9.152076e-01
11PR24,56209,2.650294,56591,2.695238,-1.681593e-02,21.983494,-9.660543e-01
11PR49/2,56752,2.599759,57737,2.696040,-3.636528e-02,21.983494,-2.103718e+00
11PR25,58789,2.653543,58901,2.696953,-1.622689e-02,21.983494,-9.641071e-01
11PR51/2,59734,2.643482,60041,2.697754,-2.032259e-02,21.983494,-1.224396e+00
13PR2,61207,2.662977,61211,2.698576,-1.327956e-02,21.983494,-8.159119e-01
11PR53/2,62207,2.671100,62351,2.699397,-1.053804e-02,21.983494,-6.584258e-01
11PR27,62956,2.621547,63521,2.700087,-2.951939e-02,21.983494,-1.855538e+00
11PR55/2,64606,2.658014,64679,2.700791,-1.596547e-02,21.983494,-1.025693e+00
11PR28,65449,2.648748,65831,2.701484,-1.971418e-02,21.983494,-1.282916e+00
11PR57/2,66721,2.662907,66977,2.702215,-1.465342e-02,22.410437,-9.514012e-01
11PR29,67904,2.676026,68141,2.702852,-9.974654e-03,22.410437,-6.585302e-01
11PR59/2,68416,2.677734,69263,2.703417,-9.545614e-03,22.410437,-6.389762e-01
11PR30,70264,2.648131,70451,2.703997,-2.087694e-02,22.410437,-1.409445e+00
11PR61/2,71419,2.655006,71597,2.704525,-1.847938e-02,22.410437,-1.265976e+00
11PR31,72064,2.590047,72763,2.705091,-4.345953e-02,22.410437,-2.980430e+00
11PR63/2,73624,2.681921,73907,2.705618,-8.797023e-03,22.410437,-6.218330e-01
11PR32,74584,2.677169,75041,2.706146,-1.076559e-02,22.410437,-7.699595e-01
13PR5/2,76036,2.671692,76213,2.706598,-1.298052e-02,22.410437,-9.393917e-01
11PR33,76861,2.681116,77383,2.707110,-9.648519e-03,22.410437,-7.083695e-01
11PR67/2,77899,2.690908,78539,2.707563,-6.170285e-03,22.410437,-4.594389e-01
11PR34,79214,2.650757,79693,2.708037,-2.137876e-02,22.410437,-1.599181e+00
11PR69/2,79784,2.683249,80849,2.708459,-9.351465e-03,22.410437,-7.122202e-01
11PR35,81526,2.664230,82003,2.708926,-1.663716e-02,22.634352,-1.264907e+00
11PR71/2,83086,2.681835,83137,2.709319,-1.019605e-02,22.634352,-7.866489e-01
11PR36,83719,2.649635,84313,2.709733,-2.242821e-02,22.634352,-1.740143e+00
11PR73/2,84874,2.671665,85469,2.710077,-1.427517e-02,22.847593,-1.114272e+00
11PR37,86134,2.684522,86599,2.710411,-9.597598e-03,22.847593,-7.591714e-01
11PR75/2,86974,2.660086,87767,2.710803,-1.888645e-02,22.847593,-1.503743e+00
11PR38,88012,2.660779,88919,2.711149,-1.875359e-02,22.847593,-1.509596e+00
11PR77/2,89809,2.669063,90089,2.711482,-1.576787e-02,22.847593,-1.285081e+00
13PR3,91006,2.648635,91243,2.711775,-2.355899e-02,22.847593,-1.933010e+00
11PR79/2,92107,2.679408,92399,2.712097,-1.212626e-02,22.847593,-1.011211e+00
11PR40,92431,2.691537,93553,2.712456,-7.742092e-03,22.847593,-6.537763e-01
11PR81/2,94441,2.683140,94709,2.712696,-1.095522e-02,22.847593,-9.331169e-01
11PR41,94936,2.679891,95857,2.712981,-1.227191e-02,22.847593,-1.055132e+00
11PR83/2,95917,2.659929,97007,2.713314,-1.987134e-02,22.847593,-1.719119e+00
11PR42,97684,2.690615,98143,2.713514,-8.474682e-03,22.847593,-7.445251e-01
11PR85/2,98377,2.680317,99317,2.713795,-1.241295e-02,23.075857,-1.088356e+00
11PR43,99364,2.682330,100483,2.714071,-1.176390e-02,23.075857,-1.041887e+00
11PR87/2,101006,2.677823,101627,2.714305,-1.353178e-02,23.075857,-1.208765e+00
11PR44,102356,2.687699,102793,2.714556,-9.942967e-03,23.075857,-8.982889e-01
11PR89/2,102859,2.669019,103919,2.714743,-1.698630e-02,23.075857,-1.543173e+00
11PR45,104506,2.690566,105097,2.715027,-9.050318e-03,23.075857,-8.332834e-01
13PR7/2,105832,2.672747,106243,2.715210,-1.576252e-02,23.291312,-1.446068e+00
11PR46,106531,2.698635,107377,2.715435,-6.206072e-03,23.291312,-5.771675e-01
11PR93/2,107684,2.697172,108557,2.715609,-6.812421e-03,23.291312,-6.391611e-01
11PR47,109297,2.708645,109721,2.715859,-2.659784e-03,23.291312,-2.523071e-01
11PR95/2,110281,2.698393,110879,2.716012,-6.508217e-03,23.291312,-6.215969e-01
11PR48,111064,2.689901,112031,2.716242,-9.744917e-03,23.291312,-9.372948e-01
11PR97/2,112771,2.687402,113189,2.716374,-1.072298e-02,23.291312,-1.039730e+00
11PR49,113623,2.704198,114343,2.716615,-4.581240e-03,23.291312,-4.493733e-01
11PR99/2,115114,2.679817,115499,2.716755,-1.368964e-02,23.291312,-1.347978e+00
11PR50,116386,2.685977,116639,2.716934,-1.145950e-02,23.291312,-1.138944e+00
11PR101/2,117244,2.695314,117809,2.717089,-8.046377e-03,23.291312,-8.077808e-01
11PR51,118894,2.696508,118931,2.717225,-7.653536e-03,23.524008,-7.669316e-01
11PR103/2,120091,2.676432,120103,2.717422,-1.519907e-02,23.524008,-1.529812e+00
13PR4,120914,2.672663,121271,2.717552,-1.665612e-02,23.524008,-1.688825e+00
11PR105/2,121879,2.700255,122401,2.717676,-6.430890e-03,23.524008,-6.604772e-01
11PR53,123094,2.687034,123583,2.717840,-1.139946e-02,23.524008,-1.177285e+00
11PR107/2,124541,2.663272,124739,2.717959,-2.032579e-02,23.524008,-2.106126e+00
11PR54,125854,2.690756,125887,2.718074,-1.010135e-02,23.524008,-1.060108e+00
11PR109/2,126754,2.668277,127037,2.718258,-1.855829e-02,23.524008,-1.954263e+00
11PR55,127189,2.682496,128203,2.718366,-1.328326e-02,23.524008,-1.413196e+00
11PR111/2,129049,2.706322,129347,2.718473,-4.479808e-03,23.524008,-4.822646e-01
11PR56,129874,2.677014,130513,2.718615,-1.542057e-02,23.524008,-1.663461e+00
11PR113/2,131374,2.702505,131641,2.718716,-5.980589e-03,23.743778,-6.468196e-01
11PR57,132274,2.680844,132817,2.718818,-1.406556e-02,23.743778,-1.526396e+00
11PR115/2,133384,2.670642,133979,2.718920,-1.791585e-02,23.743778,-1.954663e+00
11PR58,134033,2.689117,135131,2.719044,-1.106746e-02,23.743778,-1.220322e+00
13PR9/2,135721,2.712890,136277,2.719159,-2.308154e-03,23.743778,-2.574284e-01
