START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
17PR106,54226726,2.635112,54369311,2.634193,3.488304e-04
17PR213/2,54448969,2.634606,54624529,2.634230,1.425818e-04
17PR107,54684703,2.633856,54879793,2.634268,-1.562378e-04
17PR215/2,55083529,2.633461,55135049,2.634304,-3.202225e-04
17PR108,55192084,2.635633,55390327,2.634341,4.903051e-04
17PR217/2,55473001,2.636138,55645571,2.634377,6.680916e-04
17PR109,55853137,2.636086,55900837,2.634414,6.346639e-04
17PR219/2,56049046,2.635400,56156081,2.634449,3.607939e-04
17PR110,56165927,2.635609,56411353,2.634485,4.265895e-04
17PR221/2,56548759,2.635267,56666579,2.634520,2.834127e-04
17PR111,56673544,2.633961,56921863,2.634556,-2.259904e-04
17PR223/2,56969719,2.635792,57177101,2.634591,4.557006e-04
17PR112,57242986,2.635920,57432373,2.634626,4.911347e-04
17PR225/2,57577804,2.636144,57687607,2.634660,5.630784e-04
17PR113,57712034,2.637007,57942883,2.634695,8.770737e-04
17PR227/2,57988096,2.635972,58198097,2.634729,4.716563e-04
19PR6,58327037,2.635784,58453393,2.634763,3.875676e-04
17PR229/2,58622908,2.634749,58708621,2.634796,-1.785503e-05
17PR115,58803007,2.634830,58963889,2.634830,-7.982332e-08
17PR231/2,59213989,2.635457,59219141,2.634863,2.253576e-04
17PR116,59297873,2.634889,59474407,2.634897,-2.983004e-06
17PR233/2,59503861,2.637234,59729633,2.634929,8.742733e-04
17PR117,59774947,2.635060,59984921,2.634962,3.733681e-05
17PR235/2,60116767,2.634939,60240179,2.634995,-2.112632e-05
17PR118,60336769,2.636403,60495433,2.635027,5.222491e-04
17PR237/2,60497854,2.634093,60750689,2.635059,-3.667080e-04
17PR119,60816697,2.635280,61005929,2.635091,7.190165e-05
17PR239/2,61220564,2.635772,61261199,2.635123,2.463620e-04
17PR120,61395833,2.637005,61516447,2.635154,7.022871e-04
17PR241/2,61759091,2.633558,61771691,2.635185,-6.177941e-04
17PR121,61983998,2.636409,62026961,2.635216,4.525804e-04
17PR243/2,62244289,2.637559,62282179,2.635247,8.767786e-04
17PR122,62376973,2.635962,62537473,2.635278,2.596565e-04
17PR245/2,62587496,2.633622,62792693,2.635309,-6.402146e-04
17PR123,62989169,2.635139,63047981,2.635338,-7.567255e-05
19PR13/2,63287786,2.637261,63303217,2.635369,7.176658e-04
17PR124,63537428,2.635042,63558491,2.635399,-1.356289e-04
17PR249/2,63618773,2.633530,63813731,2.635429,-7.206824e-04
17PR125,63890804,2.632723,64069003,2.635459,-1.038556e-03
17PR251/2,64316048,2.636346,64324237,2.635488,3.253194e-04
17PR126,64424396,2.637243,64579511,2.635517,6.546319e-04
17PR253/2,64765823,2.636032,64834751,2.635547,1.841533e-04
17PR127,64931122,2.634970,65090021,2.635576,-2.299203e-04
17PR255/2,65322134,2.633716,65345279,2.635604,-7.166064e-04
17PR128,65582632,2.636488,65600489,2.635633,3.243697e-04
17PR257/2,65836588,2.636090,65855771,2.635662,1.624876e-04
17PR129,65963042,2.635804,66111043,2.635690,4.314219e-05
17PR259/2,66330947,2.636673,66366281,2.635719,3.620002e-04
17PR130,66475847,2.636600,66621551,2.635746,3.239780e-04
17PR261/2,66759878,2.632266,66876791,2.635774,-1.331807e-03
17PR131,67003604,2.638001,67108864,2.635799,8.350303e-04
17PR263/2,67307957,2.635541,67387291,2.635830,-1.095134e-04
17PR132,67561558,2.637463,67642571,2.635857,6.090217e-04
17PR265/2,67837898,2.635003,67897807,2.635885,-3.345252e-04
19PR7,68084449,2.637449,68153077,2.635911,5.833587e-04
17PR267/2,68374573,2.637397,68408339,2.635938,5.533668e-04
17PR134,68573404,2.636503,68663593,2.635965,2.041237e-04
17PR269/2,68827744,2.637719,68918771,2.635992,6.550826e-04
17PR135,68941876,2.637597,69174101,2.636018,5.987303e-04
17PR271/2,69300487,2.639059,69429337,2.636045,1.142833e-03
17PR136,69484453,2.638006,69684611,2.636071,7.337678e-04
17PR273/2,69727604,2.637982,69939847,2.636097,7.147498e-04
17PR137,70017487,2.636601,70195093,2.636123,1.812432e-04
17PR275/2,70230652,2.636101,70450379,2.636149,-1.822120e-05
17PR138,70519193,2.637251,70705627,2.636175,4.081836e-04
17PR277/2,70943798,2.635591,70960871,2.636200,-2.311524e-04
17PR139,71076134,2.638363,71216129,2.636226,8.104116e-04
17PR279/2,71221001,2.638419,71471363,2.636251,8.220527e-04
17PR140,71656906,2.638110,71726651,2.636276,6.953983e-04
17PR281/2,71735264,2.638721,71981879,2.636301,9.175012e-04
17PR141,72112511,2.637571,72237163,2.636326,4.721645e-04
17PR283/2,72336923,2.639129,72492419,2.636351,1.053315e-03
17PR142,72721048,2.636909,72747673,2.636375,2.024563e-04
19PR15/2,72970318,2.636999,73002877,2.636401,2.269436e-04
17PR143,73162897,2.637547,73258169,2.636425,4.255184e-04
17PR287/2,73416388,2.639578,73513421,2.636449,1.186093e-03
17PR144,73679659,2.637208,73768691,2.636473,2.787059e-04
17PR289/2,73865923,2.637441,74023903,2.636497,3.579928e-04
17PR145,74198197,2.636120,74279201,2.636521,-1.520106e-04
17PR291/2,74415724,2.637634,74534459,2.636544,4.131908e-04
17PR146,74595188,2.638243,74789713,2.636569,6.347603e-04
17PR293/2,74903176,2.637385,75044969,2.636592,3.006262e-04
17PR147,75214519,2.637605,75300223,2.636615,3.752222e-04
17PR295/2,75547741,2.637880,75555479,2.636639,4.707094e-04
17PR148,75693764,2.637004,75810697,2.636663,1.294705e-04
17PR297/2,75996457,2.636998,76065989,2.636685,1.185198e-04
17PR149,76103812,2.635696,76321207,2.636708,-3.839712e-04
17PR299/2,76519952,2.637322,76576477,2.636731,2.241719e-04
17PR150,76801957,2.637580,76831739,2.636754,3.130792e-04
17PR301/2,77046511,2.637491,77086979,2.636777,2.708468e-04
17PR151,77118317,2.636486,77342257,2.636799,-1.187147e-04
17PR303/2,77547046,2.634729,77597441,2.636821,-7.937507e-04
19PR8,77647972,2.636782,77852771,2.636844,-2.358359e-05
17PR305/2,77874982,2.638674,78108001,2.636866,6.853908e-04
17PR153,78275107,2.638349,78363281,2.636888,5.539477e-04
17PR307/2,78486157,2.635975,78618521,2.636911,-3.548644e-04
17PR154,78822322,2.634340,78873787,2.636932,-9.835011e-04
17PR309/2,78966427,2.638268,79129049,2.636954,4.983264e-04
17PR155,79340026,2.638984,79384289,2.636976,7.612062e-04
17PR311/2,79589386,2.634917,79639537,2.636997,-7.891583e-04
17PR156,79813457,2.637192,79894807,2.637019,6.548333e-05
17PR313/2,79993982,2.637292,80150047,2.637040,9.543289e-05
17PR157,80189056,2.636042,80405279,2.637061,-3.865779e-04
17PR315/2,80483692,2.637151,80660579,2.637083,2.577199e-05
17PR158,80775787,2.638658,80915819,2.637104,5.892125e-04
17PR317/2,81090704,2.637190,81171061,2.637125,2.452896e-05
17PR159,81205606,2.638884,81426337,2.637146,6.589057e-04
17PR319/2,81457762,2.636467,81681563,2.637167,-2.655367e-04
17PR160,81745228,2.639338,81936851,2.637187,8.151393e-04
17PR321/2,81948434,2.636703,82192109,2.637209,-1.917438e-04
17PR161,82299649,2.636581,82447357,2.637229,-2.456244e-04
19PR17/2,82476448,2.635786,82702597,2.637249,-5.547678e-04
17PR162,82772831,2.636570,82957873,2.637270,-2.652807e-04
17PR325/2,82974277,2.638083,83213071,2.637290,3.005336e-04
17PR163,83270389,2.638021,83468347,2.637310,2.695728e-04
17PR327/2,83573866,2.635813,83723639,2.637331,-5.755697e-04
17PR164,83908249,2.637948,83978893,2.637350,2.267157e-04
17PR329/2,84107501,2.638511,84234149,2.637370,4.323905e-04
17PR165,84251312,2.638312,84489347,2.637390,3.496579e-04
17PR331/2,84692869,2.638572,84744659,2.637410,4.405459e-04
17PR166,84806881,2.637017,84999913,2.637429,-1.561998e-04
17PR333/2,85253866,2.638908,85255169,2.637449,5.530599e-04
17PR167,85368512,2.638315,85510423,2.637468,3.211536e-04
17PR335/2,85668334,2.637413,85765679,2.637488,-2.830059e-05
17PR168,85894337,2.638894,86020871,2.637507,5.256031e-04
17PR337/2,86057368,2.638057,86276167,2.637526,2.013110e-04
17PR169,86277679,2.638048,86531429,2.637546,1.904925e-04
17PR339/2,86635817,2.639347,86786681,2.637564,6.757875e-04
17PR170,86986723,2.638438,87041951,2.637583,3.239857e-04
17PR341/2,87237119,2.638759,87297169,2.637603,4.383375e-04
19PR9,87336859,2.639474,87552457,2.637621,7.023682e-04
17PR343/2,87739513,2.640518,87807719,2.637640,1.090585e-03
17PR172,87907256,2.639516,88062899,2.637659,7.038392e-04
17PR345/2,88317857,2.637953,88318211,2.637677,1.047148e-04
17PR173,88332746,2.639604,88573477,2.637696,7.232429e-04
17PR347/2,88779079,2.639884,88828721,2.637714,8.222066e-04
17PR174,88877512,2.639661,89083993,2.637732,7.310329e-04
17PR349/2,89108666,2.637577,89339221,2.637751,-6.581695e-05
17PR175,89533657,2.638480,89594503,2.637769,2.694714e-04
17PR351/2,89819974,2.638140,89849731,2.637787,1.340006e-04
17PR176,90020452,2.637408,90105013,2.637805,-1.504562e-04
17PR353/2,90240302,2.637067,90360241,2.637823,-2.866755e-04
17PR177,90408334,2.637155,90615509,2.637841,-2.601935e-04
17PR355/2,90811001,2.636897,90870761,2.637858,-3.645086e-04
17PR178,90875329,2.638249,91126003,2.637876,1.412579e-04
17PR357/2,91148602,2.639899,91381271,2.637894,7.596805e-04
17PR179,91405261,2.638676,91636541,2.637912,2.895312e-04
17PR359/2,91757573,2.638221,91891799,2.637929,1.107238e-04
17PR180,92067589,2.638822,92147051,2.637947,3.317960e-04
19PR19/2,92385088,2.637805,92402281,2.637964,-6.035435e-05
17PR181,92519813,2.637801,92657519,2.637982,-6.851868e-05
17PR363/2,92901394,2.637219,92912789,2.637999,-2.958012e-04
17PR182,92977351,2.636052,93168073,2.638016,-7.446231e-04
17PR365/2,93168766,2.638208,93423329,2.638033,6.637028e-05
17PR183,93595127,2.639289,93678581,2.638050,4.695006e-04
17PR367/2,93719959,2.639809,93933809,2.638067,6.599994e-04
17PR184,94104617,2.639076,94189091,2.638084,3.758111e-04
17PR369/2,94231087,2.638209,94444331,2.638100,4.116297e-05
17PR185,94591381,2.639222,94699573,2.638117,4.186404e-04
17PR371/2,94942972,2.637647,94954859,2.638134,-1.846997e-04
17PR186,95018488,2.639047,95210113,2.638151,3.395685e-04
17PR373/2,95327212,2.640352,95465369,2.638168,8.276031e-04
17PR187,95638024,2.638354,95720551,2.638184,6.428837e-05
17PR375/2,95862097,2.640045,95975861,2.638201,6.987253e-04
17PR188,96228532,2.639652,96231133,2.638217,5.435931e-04
17PR377/2,96281998,2.635636,96486371,2.638233,-9.848317e-04
17PR189,96590467,2.639794,96741613,2.638249,5.853265e-04
17PR379/2,96761953,2.639482,96996877,2.638266,4.609475e-04
19PR10,97088941,2.637926,97252153,2.638282,-1.348913e-04
17PR381/2,97285939,2.639383,97507391,2.638298,4.111555e-04
17PR191,97680082,2.638759,97762663,2.638314,1.686048e-04
17PR383/2,97795063,2.639579,98017901,2.638330,4.732312e-04
17PR192,98047841,2.640364,98273143,2.638346,7.645305e-04
17PR385/2,98359288,2.640322,98528401,2.638362,7.425959e-04
17PR193,98775877,2.639451,98783677,2.638378,4.066544e-04
17PR387/2,98843674,2.640498,99038939,2.638394,7.972712e-04
17PR194,99073283,2.639764,99294187,2.638409,5.133018e-04
17PR389/2,99515047,2.639813,99549449,2.638425,5.259351e-04
17PR195,99768322,2.637211,99804697,2.638440,-4.657519e-04
17PR391/2,99946831,2.638389,100059937,2.638455,-2.504721e-05
17PR196,100111906,2.638212,100315157,2.638471,-9.799090e-05
17PR393/2,100388272,2.639528,100570441,2.638486,3.948746e-04
17PR197,100693913,2.639089,100825667,2.638501,2.227357e-04
17PR395/2,101034746,2.641022,101080961,2.638517,9.491316e-04
17PR198,101260834,2.638852,101336233,2.638532,1.213806e-04
17PR397/2,101352367,2.639342,101591467,2.638547,3.013129e-04
17PR199,101621434,2.637634,101846741,2.638562,-3.517427e-04
19PR21/2,101991091,2.639018,102101971,2.638577,1.671414e-04
17PR200,102196747,2.638929,102357239,2.638592,1.277471e-04
17PR401/2,102382802,2.637417,102612481,2.638607,-4.510224e-04
17PR201,102817096,2.639161,102867757,2.638622,2.043883e-04
17PR403/2,103122529,2.639256,103122997,2.638637,2.344045e-04
17PR202,103320814,2.640236,103378271,2.638652,6.000734e-04
17PR405/2,103389514,2.639476,103633477,2.638667,3.066240e-04
17PR203,103821217,2.637721,103888783,2.638681,-3.640372e-04
17PR407/2,103945861,2.637746,104144009,2.638696,-3.600708e-04
17PR204,104239084,2.640232,104399293,2.638710,5.764657e-04
17PR409/2,104612386,2.639666,104654549,2.638725,3.565990e-04
17PR205,104680729,2.639588,104909803,2.638739,3.216023e-04
17PR411/2,104983624,2.639516,105165059,2.638754,2.888994e-04
17PR206,105392479,2.636846,105420311,2.638768,-7.285658e-04
17PR413/2,105589153,2.638582,105675569,2.638782,-7.580322e-05
17PR207,105751579,2.641308,105930787,2.638796,9.514331e-04
17PR415/2,106101026,2.638222,106186037,2.638810,-2.229514e-04
17PR208,106267321,2.639040,106441273,2.638824,8.173814e-05
17PR417/2,106519801,2.639658,106696589,2.638839,3.102069e-04
19PR11,106738804,2.639706,106951841,2.638853,3.231122e-04
17PR419/2,107167198,2.640604,107207099,2.638867,6.579853e-04
17PR210,107225416,2.639657,107462339,2.638881,2.940532e-04
17PR421/2,107655619,2.638636,107717609,2.638895,-9.803244e-05
17PR211,107972233,2.639745,107972863,2.638908,3.169745e-04
17PR423/2,108107212,2.638805,108228083,2.638922,-4.436073e-05
17PR212,108237937,2.639201,108483373,2.638937,1.001584e-04
17PR425/2,108679906,2.639922,108738611,2.638950,3.681723e-04
17PR213,108743017,2.638278,108993883,2.638964,-2.598861e-04
17PR427/2,109080151,2.639030,109249139,2.638977,2.000893e-05
17PR214,109485668,2.640213,109504363,2.638991,4.631007e-04
17PR429/2,109695448,2.639208,109759627,2.639004,7.731692e-05
17PR215,109966684,2.640010,110014873,2.639017,3.761093e-04
17PR431/2,110067109,2.640378,110270117,2.639032,5.100927e-04
17PR216,110442529,2.636421,110525407,2.639045,-9.946839e-04
17PR433/2,110725558,2.639394,110780641,2.639058,1.273627e-04
17PR217,110996521,2.639285,111035923,2.639071,8.109896e-05
17PR435/2,111052807,2.640713,111291161,2.639084,6.170624e-04
17PR218,111443336,2.639024,111546433,2.639098,-2.804907e-05
