START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
11PR3,7024,2.323062,7027,1.884815,2.090565e-01
7PR67/2,7108,2.390305,7129,1.889045,2.353495e-01
7PR34,7219,2.055910,7243,1.893637,8.221940e-02
7PR69/2,7246,2.136908,7349,1.897854,1.186359e-01
7PR35,7351,2.199762,7451,1.901800,1.455481e-01
7PR71/2,7522,2.372402,7559,1.905917,2.189394e-01
7PR36,7561,2.321013,7649,1.909307,1.952635e-01
7PR73/2,7727,2.199214,7759,1.913337,1.392513e-01
7PR37,7846,2.336977,7873,1.917468,1.978529e-01
7PR75/2,7951,2.232082,7963,1.920641,1.502757e-01
7PR38,8062,2.328303,8081,1.924769,1.903339e-01
11PR7/2,8116,2.236375,8179,1.928104,1.483191e-01
7PR39,8224,2.292547,8192,1.928219,1.730667e-01
7PR79/2,8311,2.234912,8389,1.935123,1.440311e-01
7PR40,8429,2.249292,8501,1.938760,1.485667e-01
7PR81/2,8599,2.329117,8609,1.942207,1.816641e-01
7PR41,8614,2.287560,8713,1.945472,1.619812e-01
7PR83/2,8777,2.179478,8819,1.948730,1.119074e-01
7PR42,8839,2.279660,8923,1.951890,1.552283e-01
7PR85/2,9014,2.281605,9029,1.955074,1.544511e-01
7PR43,9091,2.412999,9133,1.958135,2.088778e-01
7PR87/2,9173,2.323530,9239,1.961192,1.695351e-01
11PR4,9283,2.301998,9343,1.964159,1.587131e-01
7PR89/2,9349,2.396602,9439,1.966860,1.976137e-01
7PR45,9511,2.294051,9551,1.969962,1.523048e-01
7PR91/2,9649,2.163663,9649,1.972650,9.242456e-02
7PR46,9748,2.284701,9749,1.975342,1.454938e-01
7PR93/2,9817,2.375649,9859,1.978245,1.830604e-01
7PR47,9941,2.284239,9973,1.981236,1.423122e-01
7PR95/2,10078,2.360845,10079,1.983949,1.739302e-01
7PR48,10174,2.343381,10181,1.986550,1.651952e-01
7PR97/2,10273,2.292671,10289,1.989252,1.419589e-01
7PR49,10369,2.243034,10391,1.991756,1.188130e-01
11PR9/2,10462,2.194423,10499,1.994383,9.558462e-02
7PR50,10501,2.449522,10601,1.996843,2.043252e-01
7PR101/2,10687,2.319381,10709,1.999401,1.484526e-01
7PR51,10786,2.430362,10799,2.001494,1.941461e-01
7PR103/2,10883,2.318296,10909,2.004046,1.456645e-01
7PR52,11023,2.452351,11003,2.006178,2.008158e-01
7PR105/2,11054,2.258518,11119,2.008789,1.171769e-01
7PR53,11197,2.391314,11213,2.010889,1.732663e-01
7PR107/2,11272,2.131467,11329,2.013434,5.696895e-02
7PR54,11353,2.334737,11443,2.015888,1.468394e-01
7PR109/2,11461,2.347919,11549,2.018164,1.513413e-01
11PR5,11593,2.296655,11633,2.019937,1.283873e-01
7PR111/2,11749,2.392249,11743,2.022223,1.680363e-01
7PR56,11839,2.348206,11863,2.024695,1.482326e-01
7PR113/2,11932,2.392674,11969,2.026862,1.659228e-01
7PR57,11971,2.386736,12073,2.028951,1.624077e-01
7PR115/2,12101,2.395745,12163,2.030730,1.652988e-01
7PR58,12281,2.223656,12281,2.033058,8.961144e-02
7PR117/2,12326,2.217079,12379,2.034950,8.571909e-02
7PR59,12422,2.346659,12491,2.037100,1.414654e-01
7PR119/2,12574,2.295932,12589,2.038969,1.186945e-01
7PR60,12671,2.225896,12703,2.041097,8.667235e-02
11PR11/2,12757,2.354186,12809,2.043072,1.417405e-01
7PR61,12878,2.336543,12911,2.044932,1.333080e-01
7PR123/2,12982,2.377047,13009,2.046718,1.496213e-01
7PR62,13049,2.340065,13121,2.048728,1.329597e-01
7PR125/2,13142,2.381559,13229,2.050643,1.496018e-01
7PR63,13241,2.313245,13331,2.052423,1.196303e-01
7PR127/2,13339,2.408045,13421,2.053996,1.590279e-01
7PR64,13451,2.365320,13537,2.055990,1.401559e-01
7PR129/2,13646,2.418129,13649,2.057893,1.613113e-01
7PR65,13729,2.380300,13751,2.059600,1.447150e-01
7PR131/2,13807,2.343338,13859,2.061397,1.281925e-01
11PR6,13943,2.508139,13963,2.063110,1.953266e-01
7PR133/2,14051,2.389016,14057,2.064651,1.459202e-01
7PR67,14096,2.408715,14173,2.066525,1.532251e-01
7PR135/2,14243,2.286441,14251,2.067763,1.005290e-01
7PR68,14332,2.428418,14369,2.069641,1.598646e-01
7PR137/2,14411,2.316236,14489,2.071521,1.116602e-01
7PR69,14528,2.225437,14593,2.073134,7.089177e-02
7PR139/2,14699,2.430591,14699,2.074752,1.582927e-01
7PR70,14779,2.470069,14797,2.076251,1.736821e-01
7PR141/2,14831,2.313924,14897,2.077758,1.076553e-01
7PR71,14951,2.398094,15013,2.079488,1.425524e-01
13PR/2,15784,2.297078,16141,2.095418,9.188502e-02
11PR7,17218,2.342733,16384,2.098481,1.101044e-01
11PR15/2,18322,2.313856,18461,2.123853,8.568349e-02
11PR8,18637,2.262025,19609,2.136178,5.724241e-02
11PR17/2,20509,2.288028,20789,2.147858,6.321908e-02
11PR9,20816,2.279925,21943,2.158430,5.476162e-02
11PR19/2,22354,2.333078,23099,2.168288,7.325074e-02
11PR10,23201,2.282149,24251,2.177461,4.695805e-02
11PR21/2,24256,2.336632,25409,2.186104,6.658939e-02
11PR11,25496,2.309603,26561,2.194178,5.126798e-02
11PR23/2,27182,2.331847,27701,2.201709,5.742694e-02
11PR12,27904,2.328254,28871,2.209004,5.257676e-02
11PR25/2,29738,2.340355,30029,2.215844,5.466927e-02
13PR,30332,2.331433,31183,2.222301,4.794012e-02
11PR27/2,31294,2.341935,32327,2.228389,4.969840e-02
11PR14,32972,2.389670,32768,2.230577,6.889484e-02
11PR29/2,34274,2.354215,34649,2.239888,4.978161e-02
11PR15,35792,2.297694,35803,2.245210,2.310680e-02
11PR31/2,36436,2.373766,36947,2.250263,5.343078e-02
11PR16,37201,2.393769,38113,2.255199,5.963097e-02
11PR33/2,38188,2.401751,39251,2.259813,6.091581e-02
11PR17,39992,2.425829,40423,2.264381,6.887198e-02
11PR35/2,40597,2.307754,41579,2.268711,1.706293e-02
11PR18,41851,2.392174,42727,2.272850,5.116789e-02
11PR37/2,43531,2.348344,43889,2.276890,3.090011e-02
11PR19,44533,2.418503,45013,2.280657,5.868528e-02
13PR3/2,45259,2.407217,46199,2.284490,5.232834e-02
11PR20,46369,2.380141,47353,2.288099,3.943857e-02
11PR41/2,47834,2.378831,48497,2.291555,3.737873e-02
11PR21,48931,2.430664,49663,2.294962,5.744827e-02
11PR43/2,50461,2.416903,50789,2.298153,5.038112e-02
11PR22,51826,2.346624,51973,2.301404,1.945843e-02
11PR45/2,52876,2.469593,53129,2.304480,6.919850e-02
11PR23,53624,2.388364,54277,2.307445,3.446766e-02
11PR47/2,54421,2.447211,55439,2.310358,5.754670e-02
11PR24,56176,2.444148,56591,2.313164,5.508029e-02
11PR49/2,57172,2.426083,57737,2.315882,4.648729e-02
11PR25,58789,2.355012,58901,2.318565,1.559751e-02
11PR51/2,59074,2.411060,60041,2.321123,3.801555e-02
13PR2,61058,2.418361,61211,2.323677,3.993912e-02
11PR53/2,61444,2.421746,62351,2.326104,4.029403e-02
11PR27,63421,2.436905,63521,2.328534,4.548997e-02
11PR55/2,64198,2.443219,64679,2.330875,4.707254e-02
11PR28,65336,2.468498,65536,2.332531,5.665593e-02
11PR57/2,66602,2.429966,66977,2.335358,3.971186e-02
11PR29,67904,2.413565,68141,2.337549,3.200204e-02
11PR59/2,69239,2.447118,69263,2.339610,4.492655e-02
11PR30,69911,2.449157,70451,2.341744,4.484784e-02
11PR61/2,70544,2.431070,71597,2.343758,3.657599e-02
11PR31,71633,2.358847,72763,2.345759,5.563897e-03
11PR63/2,73016,2.438849,73907,2.347681,3.809835e-02
11PR32,74716,2.474061,75041,2.349547,5.163832e-02
13PR5/2,75968,2.467098,76213,2.351434,4.801709e-02
11PR33,77144,2.383605,77383,2.353277,1.280530e-02
11PR67/2,78427,2.494035,78539,2.355061,5.733534e-02
11PR34,79312,2.406904,79693,2.356808,2.103304e-02
11PR69/2,79784,2.452666,80849,2.358522,3.914030e-02
11PR35,81749,2.460417,82003,2.360198,4.158515e-02
11PR71/2,82252,2.460452,83137,2.361817,4.091389e-02
11PR36,84046,2.459958,84313,2.363462,4.001683e-02
11PR73/2,84562,2.471941,85469,2.365047,4.420567e-02
11PR37,86248,2.426071,86599,2.366568,2.483215e-02
11PR75/2,87316,2.472748,87767,2.368113,4.323646e-02
11PR38,88498,2.433762,88919,2.369609,2.671328e-02
11PR77/2,89459,2.383150,90089,2.371103,5.068075e-03
13PR3,90526,2.492321,91243,2.372547,4.925038e-02
11PR79/2,92357,2.434532,92399,2.373970,2.519078e-02
11PR40,92656,2.473194,93553,2.375367,4.035838e-02
11PR81/2,94228,2.450231,94709,2.376743,3.045140e-02
11PR41,95467,2.446013,95857,2.378085,2.816377e-02
11PR83/2,96361,2.470995,97007,2.379407,3.776943e-02
11PR42,97684,2.508166,98143,2.380693,5.216027e-02
11PR85/2,98764,2.453349,99317,2.382000,2.951347e-02
11PR43,99581,2.468655,100483,2.383277,3.519697e-02
11PR87/2,101467,2.483060,101627,2.384510,4.049785e-02
11PR44,102352,2.491281,102793,2.385749,4.328398e-02
11PR89/2,103214,2.468903,103919,2.386924,3.376827e-02
11PR45,104056,2.467765,105097,2.388137,3.279924e-02
13PR7/2,105883,2.452749,106243,2.389297,2.621017e-02
11PR46,106298,2.480088,107377,2.390431,3.682055e-02
11PR93/2,107684,2.498534,108557,2.391592,4.374492e-02
11PR47,109717,2.499467,109721,2.392719,4.364711e-02
11PR95/2,110281,2.415536,110879,2.393825,9.028885e-03
11PR48,111058,2.464714,112031,2.394908,2.873088e-02
11PR97/2,112681,2.478536,113189,2.395984,3.387413e-02
11PR49,113389,2.460935,114343,2.397038,2.630740e-02
11PR99/2,115426,2.500222,115499,2.398082,4.171036e-02
11PR50,116371,2.460027,116639,2.399096,2.508025e-02
11PR101/2,116728,2.402456,117809,2.400123,9.714185e-04
11PR51,118894,2.444233,118931,2.401094,1.780687e-02
11PR103/2,119458,2.462122,120103,2.402095,2.468218e-02
13PR4,121234,2.463828,121271,2.403080,2.496483e-02
11PR105/2,121612,2.502568,122401,2.404021,4.017460e-02
11PR53,123059,2.504951,123583,2.404991,4.072302e-02
11PR107/2,124447,2.517146,124739,2.405927,4.519025e-02
11PR54,125479,2.491172,125887,2.406846,3.443599e-02
11PR109/2,126397,2.546025,127037,2.407755,5.583857e-02
11PR55,127189,2.428594,128203,2.408664,8.240378e-03
11PR111/2,129263,2.490514,129347,2.409546,3.305091e-02
11PR56,130307,2.503745,130513,2.410434,3.798094e-02
11PR113/2,131641,2.512217,131072,2.410834,4.119286e-02
11PR57,131888,2.478781,132817,2.412154,2.724661e-02
11PR115/2,133174,2.475614,133979,2.413006,2.561517e-02
11PR58,134087,2.503206,135131,2.413841,3.635312e-02
13PR9/2,135802,2.501586,136277,2.414662,3.536548e-02
11PR59,136649,2.492808,137443,2.415487,3.150867e-02
11PR119/2,137587,2.515309,138599,2.416297,4.015959e-02
11PR60,139511,2.466330,139753,2.417095,2.016481e-02
11PR121/2,140009,2.495139,140909,2.417885,3.145107e-02
11PR61,141676,2.498497,142061,2.418664,3.247403e-02
11PR123/2,142258,2.505830,143197,2.419424,3.509059e-02
11PR62,143896,2.509536,144349,2.420186,3.625350e-02
11PR125/2,145144,2.491578,145517,2.420949,2.875658e-02
11PR63,146176,2.504029,146683,2.421702,3.343028e-02
11PR127/2,147401,2.521313,147827,2.422434,4.000702e-02
11PR64,148696,2.533538,148991,2.423170,4.454002e-02
11PR129/2,149846,2.509766,150131,2.423884,3.481816e-02
13PR5,150292,2.507348,151303,2.424610,3.355496e-02
11PR131/2,151909,2.518866,152459,2.425318,3.784631e-02
11PR66,152914,2.505061,153611,2.426016,3.206256e-02
11PR133/2,154702,2.506776,154769,2.426711,3.246052e-02
11PR67,155816,2.502854,155921,2.427395,3.061291e-02
11PR135/2,156007,2.496651,157061,2.428066,2.785518e-02
11PR68,157901,2.486203,158233,2.428747,2.338124e-02
11PR137/2,158419,2.533724,159389,2.429413,4.204044e-02
11PR69,159407,2.542242,160541,2.430069,4.512658e-02
11PR139/2,161659,2.491347,161683,2.430713,2.463883e-02
11PR70,162353,2.507294,162853,2.431368,3.074982e-02
11PR141/2,163297,2.519915,163997,2.432001,3.551097e-02
11PR71,164954,2.477786,165161,2.432639,1.838891e-02
13PR11/2,165701,2.520785,166319,2.433267,3.533559e-02
11PR72,166351,2.526473,167471,2.433886,3.733516e-02
11PR145/2,167809,2.490909,168629,2.434503,2.290507e-02
11PR73,168814,2.509419,169783,2.435111,3.005889e-02
11PR147/2,170539,2.495056,170927,2.435708,2.407372e-02
11PR74,171694,2.497959,172093,2.436312,2.498866e-02
11PR149/2,172849,2.504239,173249,2.436905,2.725625e-02
11PR75,174214,2.457750,174389,2.437484,8.280074e-03
11PR151/2,174814,2.514062,175543,2.438064,3.069569e-02
11PR76,176551,2.496728,176713,2.438648,2.353725e-02
11PR153/2,177841,2.524335,177841,2.439205,3.430545e-02
11PR77,178898,2.502055,179021,2.439783,2.520327e-02
11PR155/2,179083,2.529322,180179,2.440345,3.581196e-02
13PR6,180379,2.501151,181303,2.440886,2.439006e-02
11PR157/2,181919,2.535068,182489,2.441451,3.762791e-02
11PR79,182519,2.515243,183637,2.441994,2.955455e-02
11PR159/2,184696,2.506373,184777,2.442528,2.580306e-02
11PR80,185578,2.512282,185951,2.443073,2.793491e-02
11PR161/2,187024,2.533868,187091,2.443598,3.627557e-02
11PR81,187471,2.522543,188261,2.444132,3.157747e-02
11PR163/2,189094,2.510677,189407,2.444651,2.665025e-02
11PR82,189817,2.521375,190573,2.445174,3.068817e-02
11PR165/2,191626,2.523077,191717,2.445684,3.115451e-02
11PR83,191768,2.509171,192883,2.446197,2.541785e-02
11PR167/2,193639,2.501153,194027,2.446698,2.201240e-02
11PR84,194767,2.519507,195193,2.447205,2.911674e-02
13PR13/2,195751,2.518018,196337,2.447697,2.832462e-02
11PR85,197402,2.512439,197479,2.448185,2.590723e-02
11PR171/2,198046,2.523633,198659,2.448684,3.014884e-02
11PR86,199021,2.495353,199813,2.449169,1.868147e-02
11PR173/2,200899,2.517394,200929,2.449635,2.728531e-02
11PR87,201904,2.515768,202121,2.450127,2.643826e-02
11PR175/2,203128,2.520731,203279,2.450602,2.821525e-02
11PR88,203417,2.508934,204431,2.451071,2.333306e-02
11PR177/2,204928,2.464243,205589,2.451539,5.168696e-03
11PR89,205924,2.529874,206699,2.451983,3.127242e-02
11PR179/2,206984,2.513240,207877,2.452451,2.448474e-02
11PR90,208129,2.513207,209039,2.452909,2.428486e-02
11PR181/2,209362,2.520880,210209,2.453368,2.714633e-02
13PR7,210557,2.506060,211349,2.453810,2.106988e-02
11PR183/2,211459,2.494267,212507,2.454257,1.617090e-02
11PR92,212644,2.547725,213659,2.454697,3.719752e-02
11PR185/2,213784,2.541986,214817,2.455137,3.476314e-02
11PR93,215854,2.563496,215983,2.455577,4.301033e-02
11PR187/2,216917,2.525146,217121,2.456002,2.776391e-02
11PR94,217697,2.481485,218287,2.456435,1.014626e-02
11PR189/2,219311,2.546183,219437,2.456859,3.571152e-02
11PR95,220453,2.532386,220589,2.457281,3.010656e-02
11PR191/2,221332,2.526687,221747,2.457701,2.768244e-02
11PR96,222634,2.538822,222913,2.458122,3.230263e-02
11PR193/2,223469,2.547178,224069,2.458535,3.542025e-02
11PR97,225002,2.551522,225223,2.458945,3.695751e-02
13PR15/2,225892,2.548480,226379,2.459353,3.559881e-02
11PR98,227251,2.549104,227533,2.459758,3.567897e-02
11PR197/2,228097,2.525164,228677,2.460156,2.608106e-02
11PR99,229234,2.519971,229841,2.460558,2.385915e-02
11PR199/2,230848,2.518411,230999,2.460955,2.307867e-02
11PR100,231643,2.524351,232153,2.461349,2.527461e-02
11PR201/2,232189,2.532524,233297,2.461736,2.834969e-02
11PR101,233978,2.534564,234463,2.462127,2.899599e-02
11PR203/2,235028,2.506846,235607,2.462509,1.784464e-02
11PR102,236092,2.538865,236773,2.462896,3.037934e-02
11PR205/2,237883,2.566648,237929,2.463276,4.110841e-02
11PR103,238892,2.539570,239081,2.463653,3.034949e-02
11PR207/2,239857,2.497741,240209,2.464019,1.359280e-02
13PR8,241393,2.514952,241393,2.464402,2.030469e-02
11PR209/2,242119,2.534017,242533,2.464767,2.770859e-02
11PR105,243043,2.536059,243703,2.465139,2.836299e-02
11PR211/2,243736,2.522425,244859,2.465505,2.282420e-02
11PR106,245587,2.544113,246011,2.465866,3.123882e-02
11PR213/2,246518,2.561050,247141,2.466220,3.773083e-02
11PR107,247868,2.534405,248323,2.466586,2.712381e-02
11PR215/2,248867,2.548208,249463,2.466938,3.241267e-02
11PR108,249512,2.527815,250619,2.467291,2.423431e-02
11PR217/2,251081,2.534266,251789,2.467648,2.663857e-02
11PR109,252071,2.523456,252937,2.467994,2.222354e-02
11PR219/2,253741,2.514393,254083,2.468339,1.848597e-02
11PR110,255214,2.528919,255253,2.468688,2.410523e-02
17PR/2,259801,2.503359,262144,2.470690,1.313594e-02
13PR9,272794,2.510783,285283,2.476951,1.356637e-02
13PR19/2,285424,2.505523,300299,2.480642,9.980133e-03
13PR10,303904,2.513081,315313,2.484083,1.160576e-02
13PR21/2,324223,2.512902,330329,2.487303,1.023923e-02
13PR11,340261,2.521429,345329,2.490322,1.241372e-02
13PR23/2,354971,2.521369,360337,2.493165,1.124899e-02
13PR12,366794,2.499164,375373,2.495852,1.326254e-03
13PR25/2,386068,2.523716,390389,2.498388,1.008657e-02
13PR13,401509,2.524416,405401,2.500792,9.402075e-03
13PR27/2,414448,2.520611,420419,2.503075,6.981158e-03
13PR14,431146,2.523703,435427,2.505245,7.340638e-03
13PR29/2,448444,2.521152,450431,2.507313,5.504322e-03
13PR15,463549,2.513127,465463,2.509291,1.527598e-03
13PR31/2,467009,2.541140,480463,2.511176,1.186147e-02
13PR16,488339,2.536748,495491,2.512985,9.411741e-03
13PR33/2,498436,2.527659,510481,2.514714,5.134586e-03
17PR,515611,2.539315,524288,2.516239,9.128937e-03
13PR35/2,535858,2.540830,540539,2.517976,9.035417e-03
13PR18,548461,2.531963,555523,2.519508,4.931282e-03
13PR37/2,569077,2.543991,570569,2.520990,9.082495e-03
13PR19,571262,2.550486,585581,2.522415,1.106699e-02
13PR39/2,588338,2.563074,600577,2.523788,1.544638e-02
13PR20,612022,2.551653,615607,2.525117,1.045390e-02
13PR41/2,621472,2.552996,630613,2.526399,1.047278e-02
13PR21,633967,2.541689,645641,2.527641,5.542526e-03
13PR43/2,656629,2.539026,660659,2.528842,4.019075e-03
13PR22,674719,2.554681,675643,2.530003,9.706881e-03
13PR45/2,686398,2.527108,690689,2.531132,-1.591181e-03
13PR23,703568,2.559020,705689,2.532225,1.052588e-02
13PR47/2,713309,2.554701,720703,2.533286,8.417749e-03
13PR24,733528,2.558252,735733,2.534318,9.399534e-03
13PR49/2,748691,2.568782,750749,2.535320,1.311189e-02
13PR25,758411,2.555201,765763,2.536295,7.426665e-03
17PR3/2,770558,2.532269,780733,2.537239,-1.960789e-03
13PR26,787162,2.561586,795793,2.538164,9.185441e-03
13PR53/2,804191,2.552045,810809,2.539062,5.100207e-03
13PR27,819212,2.562766,825821,2.539937,8.947862e-03
13PR55/2,831373,2.564720,840839,2.540791,9.374037e-03
13PR28,850253,2.564273,855851,2.541622,8.872528e-03
13PR57/2,860422,2.564422,870853,2.542433,8.611532e-03
13PR29,883648,2.566164,885883,2.543227,8.978443e-03
13PR59/2,891427,2.564719,900869,2.543998,8.111974e-03
13PR30,909037,2.548728,915911,2.544756,1.559627e-03
13PR61/2,915961,2.547074,930911,2.545493,6.209088e-04
13PR31,944161,2.565326,945943,2.546217,7.477015e-03
13PR63/2,957844,2.549019,960941,2.546921,8.233728e-04
13PR32,968299,2.573348,975967,2.547612,1.005125e-02
13PR65/2,990586,2.569172,990989,2.548289,8.161551e-03
13PR33,1004449,2.563918,1006003,2.548951,5.854807e-03
13PR67/2,1016921,2.561834,1021019,2.549598,4.787596e-03
17PR2,1034134,2.571303,1036027,2.550233,8.228054e-03
13PR69/2,1050706,2.556321,1048576,2.550750,2.181631e-03
13PR35,1053142,2.560025,1066063,2.551464,3.349635e-03
13PR71/2,1067611,2.564956,1081079,2.552062,5.039639e-03
13PR36,1093418,2.575284,1096079,2.552647,8.828801e-03
13PR73/2,1101119,2.571810,1111091,2.553222,7.253944e-03
13PR37,1116337,2.566773,1126093,2.553786,5.072679e-03
13PR75/2,1138519,2.571708,1141139,2.554339,6.776682e-03
13PR38,1154584,2.576126,1156151,2.554883,8.280196e-03
13PR77/2,1166306,2.582036,1171133,2.555415,1.036360e-02
13PR39,1171721,2.577143,1186181,2.555940,8.261223e-03
13PR79/2,1190542,2.575724,1201183,2.556455,7.509315e-03
13PR40,1201553,2.553525,1216213,2.556960,-1.344465e-03
13PR81/2,1227416,2.574592,1231229,2.557458,6.677320e-03
