START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
17PR205,104734339,2.730798,104909803,2.578845,5.725225e-02,0.000206,7.376359e+02
17PR411/2,105046939,2.733489,105165059,2.578941,5.819997e-02,0.000206,7.502330e+02
17PR206,105189181,2.733423,105420311,2.579038,5.813821e-02,0.000205,7.530976e+02
17PR413/2,105589153,2.730887,105675569,2.579133,5.717317e-02,0.000205,7.402634e+02
17PR207,105858616,2.732673,105930787,2.579228,5.779012e-02,0.000204,7.521814e+02
17PR415/2,106126936,2.733353,106186037,2.579324,5.800171e-02,0.000204,7.550441e+02
17PR208,106409554,2.732175,106441273,2.579417,5.753459e-02,0.000204,7.488137e+02
17PR417/2,106473436,2.732677,106696589,2.579512,5.768148e-02,0.000203,7.545074e+02
19PR11,106722751,2.733490,106951841,2.579605,5.794289e-02,0.000203,7.580542e+02
17PR419/2,107009636,2.733247,107207099,2.579699,5.781755e-02,0.000202,7.601386e+02
17PR210,107315704,2.732947,107462339,2.579792,5.767174e-02,0.000203,7.544581e+02
17PR421/2,107580511,2.732650,107717609,2.579884,5.752740e-02,0.000203,7.525419e+02
17PR211,107911411,2.732069,107972863,2.579977,5.727871e-02,0.000202,7.529307e+02
17PR423/2,108182134,2.733405,108228083,2.580068,5.773233e-02,0.000202,7.590941e+02
17PR212,108258109,2.732680,108483373,2.580160,5.743140e-02,0.000201,7.588060e+02
17PR425/2,108566351,2.733744,108738611,2.580251,5.778542e-02,0.000201,7.636468e+02
17PR213,108781126,2.731876,108993883,2.580340,5.706738e-02,0.000201,7.539104e+02
17PR427/2,109040779,2.733537,109249139,2.580431,5.763994e-02,0.000200,7.655300e+02
17PR214,109457554,2.732917,109504363,2.580521,5.737822e-02,0.000200,7.619800e+02
17PR429/2,109649791,2.732538,109759627,2.580609,5.720543e-02,0.000199,7.634623e+02
17PR215,109922641,2.731452,110014873,2.580699,5.677304e-02,0.000199,7.575528e+02
17PR431/2,110134933,2.732509,110270117,2.580788,5.712546e-02,0.000198,7.662677e+02
17PR216,110423197,2.732451,110525407,2.580876,5.707013e-02,0.000198,7.655303e+02
17PR433/2,110607691,2.733112,110780641,2.580964,5.727791e-02,0.000198,7.684242e+02
17PR217,110996521,2.732133,111035923,2.581051,5.688594e-02,0.000198,7.630404e+02
17PR435/2,111261013,2.732219,111291161,2.581138,5.688371e-02,0.000198,7.630354e+02
17PR218,111332731,2.733419,111546433,2.581225,5.728911e-02,0.000198,7.686566e+02
