START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound_min,n_b,Cbound_max
5PR11D2,166,2.118845,167,2.948848,165,7.80346860,165,8.68238232,172,3.901052806,4.472356836,172,1.023919,165,10.19240902,179,0.000000,165,14.17853177
5PR6,181,1.668171,191,2.939699,189,6.46492042,180,7.82363631,187,3.768748122,4.403602662,191,1.040550,180,9.02785780,194,0.000000,180,13.17651982
5PR13D2,199,1.565312,199,2.941545,195,7.62638382,195,8.51050408,202,3.762288585,4.455410104,206,1.102947,195,9.82209473,209,0.000000,195,13.73991835
7PR,214,2.088662,211,2.944011,210,8.47157302,210,9.37027774,217,3.886107477,4.456927863,212,1.160860,210,10.64380435,224,0.000000,210,14.49229254
5PR15D2,229,1.987282,239,2.936427,231,7.08610300,225,7.82223882,232,3.915040915,4.447954859,227,1.134719,231,9.61086975,239,0.000000,225,12.83503288
5PR8,241,2.197845,241,2.936757,240,7.16488512,240,7.79467826,247,4.087210783,4.401636053,241,1.253151,240,9.16197729,254,0.000000,240,12.72591005
5PR17D2,256,2.375459,256,2.926281,255,7.67640042,255,8.32660114,262,4.016782056,4.405039459,256,1.198017,255,9.69593468,269,0.000000,255,13.18542453
5PR9,277,2.000289,281,2.931769,273,7.30015233,270,7.81007046,277,3.916063743,4.424803093,277,1.254294,270,9.14426618,284,0.000000,270,12.59321100
5PR19D2,298,2.369115,293,2.933251,285,6.85530843,285,8.25022792,292,3.818921508,4.464142472,296,1.422107,285,9.22955769,299,0.000000,285,12.97650807
5PR10,313,1.834381,311,2.935205,300,6.86153383,300,7.79521819,307,3.864089015,4.367460976,311,1.303283,300,8.88049963,314,0.000000,300,12.47041533
7PR3D2,316,1.821502,317,2.935793,315,8.44418898,315,9.36400382,322,4.034332207,4.458006269,326,1.287660,315,10.42147083,329,0.000000,315,13.98462525
5PR11,334,2.192816,331,2.928150,330,8.18612235,330,8.64662183,337,4.098600453,4.441496959,331,1.340842,330,9.77531414,344,0.000000,330,13.22634971
5PR23D2,346,2.136303,349,2.929819,345,7.70716244,345,8.16011992,352,4.144928293,4.429384498,347,1.300290,345,9.32390086,359,0.000000,345,12.69555079
5PR12,361,2.491896,373,2.931717,360,7.69916015,360,7.79126373,367,4.105645269,4.403838093,367,1.342732,360,8.93460776,374,0.000000,360,12.29371745
5PR25D2,389,2.364384,383,2.924670,375,7.06606795,375,7.79738806,382,3.981550138,4.378352950,382,1.333755,375,8.89658591,389,0.000000,375,12.26363339
5PR13,404,2.490536,401,2.925989,390,7.86627777,390,8.48557781,397,4.117981269,4.449407715,401,1.366908,390,9.27220559,404,0.000000,390,12.92513970
5PR27D2,419,2.617346,409,2.926526,405,7.07547171,405,7.78404798,412,4.028145469,4.385297068,416,1.791292,405,8.65356845,419,0.000000,405,12.19390155
7PR2,433,2.371783,421,2.927277,420,8.77125227,420,9.34245623,427,4.108456501,4.475446469,422,1.384709,420,10.21923002,434,0.000000,420,13.73072742
5PR29D2,439,2.172389,439,2.921500,435,7.65537202,435,8.05990363,442,4.097855005,4.389300553,436,1.378965,435,9.05110761,449,0.000000,435,12.42863972
5PR15,451,2.484088,461,2.922771,450,7.82003745,462,7.77558921,457,4.183341622,4.459258381,457,1.378491,462,8.99419732,464,0.000000,450,12.11981813
5PR31D2,466,2.603518,467,2.923088,465,6.95384765,465,8.04602590,472,3.990494615,4.367626196,466,1.419038,465,9.03792684,479,0.000000,465,12.37685103
5PR16,491,2.170204,491,2.924248,483,7.09774091,480,7.77871510,487,4.010873873,4.417595731,487,1.423296,480,8.75822490,494,0.000000,480,12.09137194
5PR33D2,496,2.158537,503,2.918777,495,7.96480076,495,8.64742134,502,4.027448928,4.409242729,499,1.912928,495,9.31115473,509,0.000000,495,12.94381771
5PR17,514,2.425229,512,2.912920,510,7.64347374,510,8.28530718,517,3.995164027,4.370081308,521,1.424986,510,9.06710649,524,0.000000,510,12.57080796
7PR5D2,526,2.224923,526,2.924867,525,8.27573308,525,9.32545484,532,4.169212490,4.486942637,536,1.444320,525,10.09671254,538,0.000000,525,13.59785816
5PR18,548,2.471090,541,2.920429,540,7.65131467,540,7.77181901,547,4.208121765,4.401780981,542,1.445194,546,8.75920228,554,0.000000,540,12.03586872
5PR37D2,556,2.138928,569,2.916107,555,7.49631626,555,7.99729789,562,4.098396974,4.413683769,556,1.424067,555,8.90586860,569,0.000000,555,12.25097053
5PR19,571,2.250802,571,2.916184,570,8.11352032,570,8.21792838,577,4.190533285,4.370366267,577,1.422603,570,9.07495230,584,0.000000,570,12.46544313
5PR39D2,593,2.479793,587,2.916771,585,8.10475159,585,8.47041617,592,4.132719525,4.444848989,592,1.696391,585,9.34433308,599,0.000000,585,12.70991515
5PR20,601,2.459414,601,2.917245,600,7.24260337,600,7.76496582,607,4.108871615,4.386964219,611,1.760699,600,8.34437409,614,0.000000,600,12.00022023
5PR41D2,619,2.264139,619,2.917806,615,7.25206503,615,7.96699965,622,4.072022608,4.419632622,626,1.565538,615,8.64574657,628,0.000000,615,12.19630491
7PR3,631,2.515024,631,2.913339,630,8.95295440,630,9.30631534,637,4.210623976,4.404340226,641,1.459179,630,9.99141021,643,0.000000,630,13.53305654
5PR43D2,653,2.451200,647,2.913836,645,7.69677235,645,7.94722419,652,4.055972603,4.380051973,647,1.631877,645,8.74855593,647,0.000000,645,12.16983862
5PR22,661,2.293985,661,2.914241,660,8.10561117,660,8.62032474,667,4.285715941,4.470929735,662,1.494399,660,9.42820611,661,0.026569,660,12.83970082
5PR45D2,677,2.655002,677,2.914671,675,7.58358759,675,7.76078651,682,4.217255710,4.341893529,676,1.706709,675,8.57984214,677,0.061801,675,11.97981490
5PR23,694,2.475723,701,2.915257,690,7.59033246,690,8.13051025,697,4.132401920,4.457575535,701,1.662897,690,8.94569244,691,0.094649,690,12.34782267
5PR47D2,706,1.932420,709,2.911114,705,7.09309659,705,7.92392705,712,3.995539549,4.388672250,716,1.521643,705,8.43978862,706,0.124581,705,12.14213919
5PR24,724,2.401837,733,2.911697,720,6.98170105,720,7.75186384,727,3.933625456,4.331746027,731,1.706711,720,8.38663480,727,0.166479,720,11.96972451
7PR7D2,736,2.497206,739,2.911834,735,8.37419073,735,9.30488381,742,4.191760701,4.491690707,746,1.654401,735,9.90002190,739,0.191537,735,13.52306620
5PR25,757,2.448382,751,2.912095,750,7.51996491,750,7.75416005,757,4.065922223,4.371751838,751,1.465990,750,8.48513644,751,0.212820,750,11.97492001
5PR51D2,772,2.412496,769,2.912461,765,7.89453670,765,8.27326679,772,4.215587237,4.410680300,766,1.442764,765,9.04612396,766,0.245874,765,12.49551437
5PR26,787,2.261955,787,2.908880,780,8.03025702,780,8.44986319,787,4.121050313,4.395142974,787,1.422313,780,9.19021146,787,0.275420,780,12.67564994
5PR53D2,802,2.347371,797,2.909084,795,7.67951383,795,7.89959653,802,4.203430049,4.396246248,802,1.577296,795,8.65350333,797,0.293793,795,12.12792998
5PR27,811,2.444106,811,2.909356,819,7.04724497,810,7.74772523,817,4.115664111,4.385139111,821,1.427870,810,8.21370204,811,0.318843,810,11.97913300
5PR55D2,829,2.750946,829,2.909683,825,8.16796570,825,8.61061125,832,4.368391814,4.381391216,827,1.716827,825,9.17605853,827,0.343944,825,12.84687282
7PR4,841,2.494510,853,2.910080,840,8.96560046,840,9.29942269,847,4.280146436,4.429351767,842,1.423982,840,9.87593684,842,0.372302,840,13.53968066
5PR57D2,859,2.120215,863,2.906651,855,8.39877845,855,8.20716359,862,4.241486655,4.441861763,857,1.590711,855,8.89972839,857,0.393592,855,12.45187967
5PR29,877,2.529782,881,2.906954,870,7.85673315,870,8.02835078,877,4.232058374,4.393470325,877,1.417264,870,8.74164100,877,0.419107,870,12.27907110
5PR59D2,892,2.389002,887,2.907051,885,7.42824574,885,7.87912788,892,4.105817932,4.366587337,886,1.425349,885,8.59966672,887,0.434422,885,12.13511716
5PR30,907,2.469201,911,2.907414,900,7.55030353,900,7.74322880,907,4.151809318,4.400923332,907,1.426952,900,8.41918196,907,0.461918,900,12.00489489
5PR61D2,916,2.557395,919,2.907527,915,7.67852346,915,7.87603939,922,4.200328020,4.389463301,926,1.486414,915,8.30262403,919,0.479259,915,12.14472627
5PR31,944,2.604008,941,2.907819,930,7.69006004,930,8.01172202,937,4.135817741,4.356517695,941,1.413797,930,8.55720444,934,0.503214,930,12.28680527
7PR9D2,958,2.578016,953,2.904699,945,8.84654649,945,9.29532538,952,4.138984978,4.463813113,947,1.519869,945,9.81480494,947,0.512845,945,13.57716842
5PR32,971,2.653928,971,2.904945,960,7.72185143,960,7.73728718,967,4.213222398,4.377922790,961,1.546765,960,8.38093782,967,0.539555,960,12.02705723
5PR65D2,982,2.428988,977,2.905023,975,8.03881353,975,8.44222384,982,4.143735139,4.423531985,982,1.454203,975,9.13195795,977,0.552547,975,12.73939760
5PR33,997,2.403811,991,2.905198,990,7.95489597,990,8.59843498,997,3.994460799,4.360257125,997,1.401007,990,9.25799502,991,0.568418,990,12.90407518
5PR67D2,1009,2.382122,1009,2.905410,1005,7.66567297,1005,7.85899583,1012,4.035234299,4.368823397,1016,1.721027,1005,8.53644066,1006,0.589681,1005,12.17264124
5PR34,1024,2.159339,1024,2.902467,1020,7.67856937,1020,8.25574874,1027,4.271230346,4.429040230,1031,1.400986,1020,8.64952153,1021,0.605198,1020,12.57770496
5PR69D2,1039,2.526535,1039,2.902721,1035,7.50435300,1035,8.10121412,1042,4.060863227,4.341088603,1046,1.493180,1035,8.60196021,1039,0.621572,1035,12.43239987
7PR5,1063,2.578666,1051,2.902859,1050,8.77253133,1050,9.27943204,1057,4.202740331,4.442870958,1061,1.404058,1050,9.78538563,1051,0.635380,1050,13.61947363
5PR71D2,1069,2.567684,1069,2.903056,1065,7.34349949,1065,7.84618108,1072,4.195535395,4.405192660,1072,1.723337,1065,8.42762627,1069,0.655576,1065,12.19535628
5PR36,1087,2.443828,1091,2.903278,1092,7.49331967,1080,7.73393932,1087,4.217496988,4.405617268,1082,1.425571,1080,8.38230099,1082,0.670571,1080,12.09251721
5PR73D2,1109,2.406940,1097,2.903335,1095,7.38425924,1095,7.84404528,1102,4.118857426,4.342916547,1096,1.406680,1095,8.49988816,1097,0.684196,1095,12.21277514
5PR37,1114,2.490995,1123,2.903569,1110,7.95597260,1110,7.95591169,1117,4.187504750,4.429580710,1117,1.396843,1110,8.58090310,1114,0.704317,1110,12.33452651
5PR75D2,1126,2.196286,1129,2.900841,1125,7.32589070,1125,7.73600861,1132,4.081382454,4.357669202,1136,1.468105,1125,8.10230315,1129,0.712880,1125,12.12475512
5PR38,1142,2.537361,1151,2.901050,1140,7.71296752,1140,8.18305323,1147,4.035641122,4.310959473,1151,1.371929,1140,8.66641924,1142,0.728187,1140,12.58256933
11PRD2,1213,2.425805,1249,2.899254,1155,9.61331065,1155,10.30603330,1206,4.187446932,4.397039311,1172,1.383566,1155,10.76271011,1163,0.746311,1155,14.71612481
7PR6,1336,2.178634,1361,2.897594,1260,9.18183967,1260,9.26982539,1311,4.146275080,4.384685983,1262,1.359046,1260,9.72358837,1262,0.831485,1260,14.44710409
7PR13D2,1468,2.256079,1451,2.895851,1365,9.44616333,1365,10.10790524,1416,4.248286910,4.385870611,1381,1.423207,1365,10.52999602,1367,0.906262,1365,15.03717798
7PR7,1546,2.243897,1559,2.894260,1470,8.71443559,1470,9.26014772,1521,4.209736439,4.382453231,1502,1.493898,1470,9.67556378,1471,0.972849,1470,13.97164857
7PR15D2,1609,2.388505,1663,2.892702,1575,9.56246572,1575,9.25596140,1626,4.163557670,4.381313268,1592,1.554526,1575,9.64755724,1579,1.033957,1575,13.77444649
7PR8,1753,2.371121,1783,2.891247,1680,8.84090265,1680,9.25083078,1731,4.174837258,4.376917224,1712,1.623056,1680,9.63598306,1693,1.091163,1680,13.59685671
7PR17D2,1816,2.501503,1801,2.891298,1785,9.35921028,1785,9.86327665,1836,4.224823726,4.381594450,1801,1.638363,1785,10.23003643,1787,1.132887,1785,14.05412167
7PR9,1951,2.491569,1931,2.889892,1890,8.90008028,1890,9.24747672,1941,4.219150158,4.370028397,1942,1.697095,1890,9.57763963,1894,1.177720,1890,13.29594100
7PR19D2,2029,2.361029,2048,2.886964,1995,9.44330873,1995,9.78712978,2046,4.229833710,4.372672473,1997,1.712592,1995,10.13359892,1997,1.216315,1995,13.70784378
7PR10,2147,2.432338,2179,2.887173,2100,9.20181578,2145,9.32776326,2151,4.258897464,4.372562144,2152,1.772342,2145,9.79699879,2102,1.252589,2100,13.04249317
7PR21D2,2287,2.426640,2293,2.885866,2205,9.14352047,2205,9.23486553,2256,4.202611446,4.365662307,2207,1.779585,2205,9.56437915,2207,1.283855,2205,12.92982779
11PR,2344,2.486771,2311,2.885885,2310,9.84589883,2310,10.25608984,2361,4.226859817,4.374955955,2362,1.825103,2310,10.55938951,2311,1.312917,2310,13.85204557
7PR23D2,2446,2.459575,2437,2.884631,2415,9.36655355,2415,9.66631488,2466,4.192403030,4.367171153,2426,1.839593,2415,9.98129422,2417,1.340245,2415,13.17058164
7PR12,2539,2.390593,2609,2.883442,2520,8.76649904,2520,9.22700010,2571,4.237801831,4.368533899,2536,1.885046,2520,9.52179642,2521,1.366674,2520,12.64492279
7PR25D2,2719,2.364339,2711,2.882254,2625,9.22561253,2625,9.22351804,2676,4.186676563,4.358781864,2636,1.892372,2625,9.52283060,2633,1.391375,2625,12.56104658
7PR13,2734,2.260108,2731,2.882261,2730,9.71064210,2730,10.05770759,2782,4.204806273,4.368107635,2746,1.918611,2730,10.34323833,2731,1.411568,2730,13.32117080
7PR27D2,2866,2.498550,2857,2.881122,2835,8.97612902,2835,9.22002879,2887,4.209331765,4.363129066,2866,1.937681,2835,9.50794939,2837,1.433217,2835,12.41314828
7PR14,2974,2.384523,3037,2.880022,2940,9.08898439,2940,9.21620541,2992,4.256175436,4.361611507,2956,1.959667,2940,9.49351465,2942,1.452671,2940,12.34419348
7PR29D2,3076,2.409724,3109,2.880013,3045,9.28134671,3045,9.55426531,3097,4.230763696,4.361491704,3076,1.976674,3045,9.80281923,3049,1.469776,3045,12.62010712
7PR15,3169,2.398188,3253,2.878936,3150,8.78944822,3150,9.21283573,3202,4.239215839,4.357730290,3187,1.998199,3150,9.48243081,3163,1.487489,3150,12.22010113
7PR31D2,3316,2.559556,3359,2.877904,3255,9.68651574,3255,9.52733902,3307,4.243604078,4.359006633,3307,2.012749,3255,9.77679416,3257,1.502212,3255,12.48002816
7PR16,3463,2.515341,3463,2.877865,3360,9.21162172,3360,9.20631895,3412,4.212999862,4.349661547,3461,2.037274,3360,9.46897157,3361,1.516615,3360,12.10662812
11PR3D2,3559,2.463021,3529,2.876886,3465,10.17469127,3465,10.22945257,3517,4.265661048,4.364447479,3517,2.040656,3465,10.47062062,3467,1.531411,3465,13.08011874
7PR17,3646,2.455534,3673,2.875906,3570,9.60081056,3570,9.81672946,3622,4.244202029,4.359341164,3581,2.048774,3570,10.07294892,3571,1.543933,3570,12.62090630
7PR35D2,3754,2.438505,3739,2.875875,3675,9.27612589,3675,9.20039252,3727,4.193317663,4.349258233,3691,2.077453,3675,9.44253061,3677,1.556223,3675,11.95973603
7PR18,3856,2.461009,3881,2.874925,3780,8.74613782,3780,9.20009129,3832,4.225888182,4.353412187,3812,2.083918,3780,9.44907895,3793,1.569869,3780,11.91675077
7PR37D2,3931,2.460542,3947,2.874887,3885,9.21090464,3885,9.46016660,3937,4.257518367,4.349519496,3902,2.093620,3885,9.69571152,3889,1.579654,3885,12.13613346
7PR19,4021,2.312876,4093,2.873962,3990,9.34051886,3990,9.73805545,4042,4.223035858,4.361236282,4001,2.096698,3990,9.97871078,4001,1.591478,3990,12.37517867
7PR39D2,4162,2.490765,4096,2.873200,4095,9.77935650,4095,10.03028563,4147,4.214460380,4.352493594,4111,2.113249,4095,10.26250392,4096,1.599212,4095,12.63078875
7PR20,4276,2.439237,4297,2.873027,4200,8.87827639,4290,9.28422306,4252,4.229494740,4.351673391,4231,2.122584,4290,9.49760606,4201,1.609196,4200,11.75647875
7PR41D2,4376,2.593592,4409,2.872179,4305,9.04285036,4305,9.42721200,4357,4.199377771,4.348404599,4406,2.152756,4305,9.65661534,4306,1.619345,4305,11.95813123
7PR21,4423,2.571975,4513,2.872106,4410,8.84322146,4410,9.18871638,4462,4.240471196,4.347553901,4441,2.139014,4410,9.39998946,4421,1.627892,4410,11.68699472
7PR43D2,4612,2.584675,4583,2.871316,4515,9.38858517,4515,9.41281225,4567,4.247102017,4.344890287,4517,2.147429,4515,9.63897860,4517,1.635759,4515,11.87976297
11PR2,4702,2.515295,4723,2.871212,4620,10.00988298,4620,10.20663834,4672,4.253822921,4.350933867,4637,2.155390,4620,10.41307761,4621,1.643175,4620,12.64349369
7PR45D2,4801,2.322255,4789,2.870452,4725,8.84723064,4725,9.18592852,4777,4.265264480,4.347774369,4792,2.173323,4725,9.40885642,4729,1.651252,4725,11.59384645
7PR23,4933,2.423397,4933,2.870341,4830,9.57974544,4830,9.62059301,4882,4.262918580,4.346349278,4846,2.173290,4830,9.83095109,4831,1.657817,4830,12.00066321
7PR47D2,4987,2.610945,4999,2.869608,4935,9.09232218,4935,9.38729676,4987,4.291509691,4.349022307,4946,2.183395,4935,9.60595938,4937,1.665041,4935,11.74054599
7PR24,5081,2.631925,5119,2.869513,5040,9.06272870,5040,9.18067377,5092,4.257055320,4.340148688,5077,2.189853,5040,9.38959466,5051,1.671658,5040,11.50807082
7PR49D2,5242,2.568675,5209,2.868784,5145,9.26634314,5145,9.18058735,5197,4.297763657,4.350548139,5156,2.195920,5145,9.39506036,5147,1.677730,5145,11.48304741
7PR25,5272,2.500832,5351,2.868669,5250,8.92257583,5250,9.17811589,5302,4.246679547,4.335900910,5266,2.211813,5250,9.38278292,5261,1.683745,5250,11.45650450
7PR51D2,5416,2.532320,5419,2.867982,5355,9.26359022,5355,9.78988228,5407,4.264882656,4.349899368,5387,2.213868,5355,9.97105607,5381,1.689917,5355,12.04501900
7PR26,5557,2.563894,5563,2.867863,5460,9.67967805,5460,10.00976638,5512,4.245234289,4.342073804,5506,2.219977,5460,10.21342350,5471,1.694779,5460,12.24273656
7PR53D2,5578,2.556758,5669,2.867167,5565,9.21035785,5565,9.35342513,5617,4.234121683,4.344994711,5651,2.225691,5565,9.54038151,5569,1.699268,5565,11.56464755
7PR27,5728,2.557604,5749,2.867100,5670,8.99520612,5670,9.17318271,5722,4.229502009,4.337478760,5716,2.231236,5670,9.37595406,5683,1.704968,5670,11.36306869
11PR5D2,5836,2.546932,5839,2.866437,5775,10.13828376,5775,10.19228835,5827,4.226339540,4.343517383,5827,2.241037,5775,10.37617199,5779,1.708959,5775,12.36180223
7PR28,5923,2.517829,5981,2.866318,5880,8.87469007,5880,9.17080523,5932,4.199027392,4.341876733,5981,2.253581,5880,9.37198833,5881,1.713738,5880,11.32058046
7PR57D2,6046,2.528853,6047,2.865695,5985,9.42257048,5985,9.71012549,6037,4.211564753,4.336585766,6002,2.245805,5985,9.89947709,5987,1.718406,5985,11.84076544
7PR29,6184,2.559927,6173,2.865590,6090,9.21957184,6090,9.50805885,6142,4.214549501,4.341518386,6101,2.255847,6090,9.70650620,6091,1.722231,6090,11.62013870
7PR59D2,6211,2.576152,6257,2.864970,6195,8.84693819,6195,9.32919597,6247,4.224606141,4.338176369,6211,2.256114,6195,9.51861105,6197,1.726525,6195,11.42326453
7PR30,6361,2.479787,6397,2.864854,6300,8.68229684,6300,9.16622141,6352,4.250303708,4.341756182,6311,2.262644,6300,9.36198032,6301,1.730018,6300,11.24280269
7PR61D2,6406,2.490436,6469,2.864262,6405,9.32807558,6405,9.32143602,6457,4.246400387,4.333161042,6442,2.268641,6435,9.60544834,6406,1.734346,6405,11.38103081
7PR31,6607,2.597988,6607,2.864148,6510,9.11403444,6510,9.48001225,6562,4.259205560,4.342505013,6542,2.277159,6510,9.64352942,6521,1.737518,6510,11.52309945
7PR63D2,6616,2.523767,6719,2.863540,6615,9.02473421,6615,9.16386518,6667,4.266146515,4.334188043,6652,2.277764,6615,9.34963996,6619,1.740871,6615,11.19090313
7PR32,6781,2.522179,6823,2.863454,6720,8.58515034,6720,9.16185494,6772,4.237515768,4.334289578,6772,2.298511,6720,9.33152913,6733,1.744111,6720,11.17328258
7PR65D2,6826,2.462926,6917,2.862878,6825,9.82960712,6825,9.99458749,6877,4.240085547,4.336035711,6871,2.286769,6825,10.18040926,6827,1.747070,6825,11.99082548
11PR3,6967,2.538098,7027,2.862788,6930,9.98859208,6930,10.17749890,6982,4.260543004,4.340779670,6947,2.291148,6930,10.34534505,6934,1.750201,6930,12.15895067
7PR67D2,7069,2.554651,7103,2.862724,7035,9.03219824,7035,9.30051382,7087,4.254209156,4.338165612,7136,2.324430,7035,9.48645339,7039,1.752879,7035,11.26756651
7PR34,7219,2.490658,7243,2.862128,7140,9.53385613,7140,9.76820517,7192,4.215943790,4.332161756,7156,2.300436,7140,9.94250059,7151,1.755526,7140,11.72123049
7PR69D2,7312,2.509917,7349,2.862040,7245,9.13601846,7245,9.59361189,7297,4.217513995,4.336012458,7256,2.310522,7245,9.77755410,7247,1.758156,7245,11.53277643
7PR35,7411,2.570808,7451,2.861490,7350,8.96798165,7350,9.15717975,7402,4.239622926,4.333336064,7352,2.337901,7350,9.33244571,7351,1.760832,7350,11.08302203
7PR71D2,7516,2.585750,7559,2.861401,7455,9.23762648,7455,9.28821726,7507,4.248324402,4.331247253,7466,2.313034,7455,9.47030782,7457,1.762986,7455,11.20106737
7PR36,7591,2.565480,7649,2.860875,7560,9.00835214,7560,9.15517520,7612,4.252665998,4.336613911,7576,2.314556,7560,9.33094241,7561,1.765450,7560,11.05535081
7PR73D2,7666,2.609550,7727,2.860812,7665,9.16619621,7665,9.28248816,7717,4.256422909,4.331696909,7717,2.317660,7665,9.43305470,7669,1.767454,7665,11.17029520
7PR37,7804,2.656910,7873,2.860693,7770,9.55187182,7770,9.41473762,7822,4.278352878,4.332116920,7816,2.328216,7770,9.59055570,7789,1.770068,7770,11.29047082
7PR75D2,7894,2.550259,7937,2.860203,7875,8.45481049,7875,9.15164575,7927,4.278948610,4.327334594,7927,2.323660,7875,9.31061130,7877,1.771453,7875,11.01558922
7PR38,7993,2.607285,8081,2.860087,7980,9.57925130,7980,9.68961585,8032,4.287774471,4.330715431,8081,2.328689,7980,9.86274763,7993,1.773829,7980,11.54188200
11PR7D2,8111,2.618053,8179,2.859583,8085,10.23442418,8085,10.16792874,8137,4.286236228,4.336218779,8102,2.335204,8085,10.32343900,8087,1.775622,8085,12.00894709
7PR39,8221,2.570447,8192,2.859197,8190,9.99040210,8190,9.98120044,8242,4.272817431,4.333669825,8291,2.334630,8190,10.15497595,8192,1.776750,8190,11.81122609
7PR79D2,8311,2.528721,8389,2.859002,8295,8.93387441,8295,9.26808835,8347,4.253467575,4.332269916,8311,2.341086,8295,9.43092551,8297,1.778974,8295,11.08736766
7PR40,8431,2.539771,8501,2.858914,8400,9.04359609,8400,9.14760521,8452,4.246910238,4.328173654,8467,2.344581,8400,9.32054068,8419,1.780615,8400,10.95637621
7PR81D2,8506,2.561064,8609,2.858828,8580,9.12660853,8580,9.23957150,8557,4.243879741,4.325375886,8522,2.342760,8580,9.31724477,8513,1.782162,8505,10.94578720
7PR41,8707,2.572145,8713,2.858346,8610,9.37243136,8610,9.38164426,8662,4.255280549,4.331801219,8641,2.345055,8610,9.55332059,8623,1.783850,8610,11.16993941
7PR83D2,8746,2.601277,8819,2.858263,8715,9.09184433,8715,9.25856150,8767,4.243580324,4.329533012,8731,2.346950,8715,9.42412666,8719,1.784854,8715,11.03701910
7PR42,8887,2.606480,8923,2.857792,8820,9.06373314,8820,9.14532207,8872,4.251234076,4.325732829,8872,2.356521,8820,9.28594637,8821,1.786285,8820,10.91415037
7PR85D2,9011,2.596887,9029,2.857710,8925,9.77053575,8925,9.75349747,8977,4.254838190,4.333311566,8962,2.356664,8925,9.91968558,8929,1.787343,8925,11.51289807
7PR43,9109,2.556399,9133,2.857630,9030,9.00860893,9030,9.36659380,9082,4.260845523,4.324784080,9067,2.405213,9030,9.51608231,9041,1.788813,9030,11.11663119
